t	tintnext	sstore	sstored	stry	sdid	snext
79.771	1.11828	0.970608	0.998254			
80.7416	0.998254	0.998254	1.15505			
81.7398	1.15505	1.15505	1.27984			
82.8949	1.27984	1.09149	1.13162			
83.9864	1.13162	1.13162	1.07525			
85.118	1.07525	1.07525	0.991932			
86.1932	0.991932	0.991932	0.982571			
87.1852	0.982571	0.982571	1.06181			
88.1678	1.06181	1.06181	1.13659			
89.2296	1.13659	1.13659	1.10396			
90.3662	1.10396	1.10396	0.998887			
91.4701	0.998887	0.998887	0.949938			
92.469	0.949938	0.949938	1.02432			
93.4189	1.02432	1.02432	1.16722			
94.4433	1.16722	1.16722	1.21152			
95.6105	1.21152	1.04659	1.07811			
96.6571	1.07811	1.07811	1.09923			
97.7352	1.09923	1.09923	1.16346			
98.8344	1.16346	1.16346	1.12336			
99.9979	1.12336	0.932557	0.97441			
100.93	0.97441	0.97441	1.08368			
101.905	1.08368	1.08368	1.12421			
102.989	1.12421	1.12421	1.01893			
104.113	1.01893	0.887063	0.911264			
105	0.911264	0.911264	1.06515			
105.911	1.06515	1.06515	1.17743			
106.976	1.17743	1.17743	1.06441			
108.154	1.06441	0.840174	0.892879			
108.994	0.892879	0.892879	1.09268			
109.887	1.09268	1.09268	1.21491			
110.979	1.21491	1.03297	1.07112			
112.012	1.07112	1.07112	0.999178			
113.083	0.999178	0.898675	0.912891			
113.982	0.912891	0.912891	1.01975			
114.895	1.01975	1.01975	1.0994			
115.915	1.0994	1.0994	1.02513			
117.014	1.02513	0.867539	0.900068			
117.882	0.900068	0.900068	1.03502			
118.782	1.03502	1.03502	1.11789			
119.817	1.11789	1.00507	0.936429			
120.822	0.936429	0.936429	0.881654			
121.758	0.881654	0.881654	1.01885			
122.64	1.01885	1.01885	1.11277			
123.659	1.11277	1.11277	1.00818			
124.772	1.00818	0.813546	0.857875			
125.585	0.857875	0.857875	1.03735			
126.443	1.03735	1.03735	1.14668			
127.48	1.14668	0.990657	1.02139			
128.471	1.02139	1.02139	0.954887			
129.492	0.954887	0.954887	0.868814			
130.447	0.868814	0.868814	0.867182			
131.316	0.867182	0.867182	0.964195			
132.183	0.964195	0.964195	1.05516			
133.147	1.05516	1.05516	1.00579			
134.203	1.00579	0.857126	0.887102			
135.06	0.887102	0.887102	0.993352			
135.947	0.993352	0.993352	1.05092			
136.94	1.05092	1.05092	0.963833			
137.991	0.963833	0.828572	0.854728			
138.82	0.854728	0.854728	0.99602			
139.674	0.99602	0.99602	1.09607			
140.67	1.09607	1.09607	0.99261			
141.767	0.99261	0.793599	0.839292			
142.56	0.839292	0.839292	1.02387			
143.399	1.02387	1.02387	1.14245			
144.423	1.14245	0.983299	1.01494			
145.407	1.01494	1.01494	0.94139			
146.422	0.94139	0.94139	0.850009			
147.363	0.850009	0.850009	0.852134			
148.213	0.852134	0.852134	0.961326			
149.065	0.961326	0.961326	1.06245			
150.026	1.06245	1.06245	1.00482			
151.089	1.00482	0.83704	0.873002			
151.926	0.873002	0.873002	0.998303			
152.799	0.998303	0.998303	1.06775			
153.797	1.06775	1.06775	0.965102			
154.865	0.965102	0.804824	0.838811			
155.67	0.838811	0.838811	1.00753			
156.509	1.00753	1.00753	1.12731			
157.516	1.12731	0.997605	1.01964			
158.514	1.01964	1.01964	0.930536			
159.533	0.930536	0.930536	0.839215			
160.464	0.839215	0.839215	0.857446			
161.303	0.857446	0.857446	0.984316			
162.161	0.984316	0.984316	1.08184			
163.145	1.08184	1.08184	0.997842			
164.227	0.997842	0.81682	0.856848			
165.044	0.856848	0.856848	1.01579			
165.9	1.01579	1.01579	1.11555			
166.916	1.11555	0.986043	1.00812			
167.902	1.00812	1.00812	0.941752			
168.91	0.941752	0.941752	0.866444			
169.852	0.866444	0.866444	0.876085			
170.719	0.876085	0.876085	0.975395			
171.595	0.975395	0.975395	1.05673			
172.57	1.05673	1.05673	0.998288			
173.627	0.998288	0.856936	0.884422			
174.484	0.884422	0.884422	0.999596			
175.368	0.999596	0.999596	1.07194			
176.368	1.07194	1.07194	0.985731			
177.44	0.985731	0.834975	0.865563			
178.275	0.865563	0.865563	1.01418			
179.14	1.01418	1.01418	1.11721			
180.154	1.11721	1.11721	1.00814			
181.272	1.00814	0.804079	0.850809			
182.076	0.850809	0.850809	1.04418			
182.926	1.04418	1.04418	1.17278			
183.971	1.17278	1.01046	1.04244			
184.981	1.04244	1.04244	0.96046			
186.024	0.96046	0.864223	0.877444			
186.888	0.877444	0.877444	0.99804			
187.765	0.99804	0.99804	1.0965			
188.763	1.0965	1.0965	1.0227			
189.86	1.0227	0.848377	0.885801			
190.708	0.885801	0.885801	1.03157			
191.594	1.03157	1.03157	1.12096			
192.625	1.12096	1.00604	1.02296			
193.632	1.02296	1.02296	0.960936			
194.654	0.960936	0.960936	0.894446			
195.615	0.894446	0.894446	0.907589			
196.51	0.907589	0.907589	1.00011			
197.417	1.00011	1.00011	1.06969			
198.418	1.06969	1.06969	1.01183			
199.487	1.01183	0.887385	0.908923			
200.375	0.908923	0.908923	1.01572			
201.284	1.01572	1.01572	1.088			
202.299	1.088	1.088	1.01375			
203.387	1.01375	0.873555	0.899993			
204.261	0.899993	0.899993	1.03142			
205.161	1.03142	1.03142	1.12216			
206.192	1.12216	1.12216	1.02953			
207.314	1.02953	0.853888	0.890941			
208.168	0.890941	0.890941	1.05682			
209.059	1.05682	1.05682	1.16932			
210.116	1.16932	1.04584	1.06434			
211.162	1.06434	1.06434	0.983285			
212.226	0.983285	0.983285	0.905138			
213.21	0.905138	0.905138	0.931275			
214.115	0.931275	0.931275	1.05429			
215.046	1.05429	1.05429	1.14083			
216.1	1.14083	1.14083	1.03403			
217.241	1.03403	0.927552	0.941347			
218.169	0.941347	0.941347	0.952021			
219.11	0.952021	0.952021	0.963771			
220.062	0.963771	0.963771	0.998985			
221.026	0.998985	0.998985	1.05351			
222.025	1.05351	1.05351	1.12958			
223.078	1.12958	1.12958	1.23188			
224.208	1.23188	1.23188	1.36204			
225.44	1.36204	1.11905	1.16984			
226.559	1.16984	1.16984	1.10582			
227.729	1.10582	1.10582	1.00818			
228.834	1.00818	1.00818	1.00079			
229.843	1.00079	1.00079	1.10788			
230.843	1.10788	1.10788	1.2194			
231.951	1.2194	1.2194	1.16937			
233.171	1.16937	0.964093	1.0069			
234.135	1.0069	1.0069	1.14663			
235.142	1.14663	1.14663	1.1025			
236.288	1.1025	0.928554	0.964147			
237.217	0.964147	0.822178	0.849813			
238.039	0.849813	0.747704	0.76424			
238.787	0.76424	0.76424	0.700661			
239.551	0.700661	0.700661	0.67295			
240.252	0.67295	0.67295	0.663499			
240.925	0.663499	0.663499	0.664742			
241.588	0.664742	0.664742	0.671167			
242.253	0.671167	0.671167	0.679713			
242.924	0.679713	0.679713	0.688843			
243.604	0.688843	0.688843	0.697882			
244.293	0.697882	0.697882	0.706521			
244.99	0.706521	0.706521	0.714575			
245.697	0.714575	0.714575	0.721895			
246.411	0.721895	0.721895	0.72835			
247.133	0.72835	0.72835	0.733834			
247.862	0.733834	0.733834	0.738279			
248.596	0.738279	0.738279	0.741664			
249.334	0.741664	0.741664	0.744018			
250.076	0.744018	0.744018	0.745418			
250.82	0.745418	0.745418	0.745981			
251.565	0.745981	0.745981	0.745842			
252.311	0.745842	0.745842	0.745138			
253.057	0.745138	0.745138	0.744			
253.802	0.744	0.744	0.742539			
254.546	0.742539	0.742539	0.74085			
255.288	0.74085	0.74085	0.739011			
256.029	0.739011	0.739011	0.737078			
256.768	0.737078	0.737078	0.735124			
257.505	0.735124	0.735124	0.733178			
258.241	0.733178	0.733178	0.731261			
258.974	0.731261	0.731261	0.729397			
259.705	0.729397	0.729397	0.727612			
260.434	0.727612	0.727612	0.725928			
261.162	0.725928	0.725928	0.724238			
261.888	0.724238	0.724238	0.724114			
262.612	0.724114	0.724114	0.722666			
263.336	0.722666	0.722666	0.719973			
264.059	0.719973	0.719973	0.71788			
264.779	0.71788	0.71788	0.717811			
265.497	0.717811	0.717811	0.718883			
266.215	0.718883	0.718883	0.718743			
266.933	0.718743	0.718743	0.716429			
267.652	0.716429	0.716429	0.713846			
268.369	0.713846	0.713846	0.713714			
269.082	0.713714	0.713714	0.716152			
269.796	0.716152	0.716152	0.718055			
270.512	0.718055	0.718055	0.71658			
271.23	0.71658	0.71658	0.712981			
271.947	0.712981	0.712981	0.711723			
272.66	0.711723	0.711723	0.715197			
273.372	0.715197	0.715197	0.720181			
274.087	0.720181	0.720181	0.720864			
274.807	0.720864	0.720864	0.716075			
275.528	0.716075	0.716075	0.711875			
276.244	0.711875	0.711875	0.714937			
276.956	0.714937	0.714937	0.723961			
277.671	0.723961	0.723961	0.72953			
278.395	0.72953	0.72953	0.724709			
279.124	0.724709	0.724709	0.71522			
279.849	0.71522	0.71522	0.714356			
280.564	0.714356	0.714356	0.727088			
281.279	0.727088	0.727088	0.741832			
282.006	0.741832	0.741832	0.741227			
282.747	0.741227	0.741227	0.72479			
283.489	0.72479	0.72479	0.713565			
284.214	0.713565	0.713565	0.725995			
284.927	0.725995	0.725995	0.75445			
285.653	0.75445	0.75445	0.767697			
286.408	0.767697	0.767697	0.747536			
287.175	0.747536	0.747536	0.71009			
287.923	0.71009	0.71009	0.710807			
288.633	0.710807	0.512296	0.537599			
289.145	0.537599	0.537599	0.777594			
289.683	0.777594	0.2792	0.255796			
289.962	0.255796	0.255796	0.56865			
290.218	0.56865	0.56865	0.67775			
290.786	0.67775	0.67775	0.899098			
291.464	0.899098	0.899098	0.947616			
292.363	0.947616	0.711752	0.770242			
293.075	0.770242	0.770242	0.823072			
293.845	0.823072	0.823072	0.801501			
294.668	0.801501	0.801501	0.73259			
295.47	0.73259	0.73259	0.706951			
296.202	0.706951	0.706951	0.767428			
296.909	0.767428	0.767428	0.861597			
297.677	0.861597	0.861597	0.872599			
298.538	0.872599	0.776179	0.791396			
299.315	0.791396	0.791396	0.817796			
300.106	0.817796	0.817796	0.830115			
300.924	0.830115	0.830115	0.817113			
301.754	0.817113	0.817113	0.80033			
302.571	0.80033	0.80033	0.809691			
303.371	0.809691	0.809691	0.847344			
304.181	0.847344	0.417661	0.963858			
304.599	0.963858	0.0953202	0.476601			
304.694	0.476601	0.298521	0.272938			
304.992	0.272938	0.272938	1.0258			
305.265	1.0258	1.0258	1.10753			
306.291	1.10753	0.81938	0.890586			
307.111	0.890586	0.890586	0.933916			
308.001	0.933916	0.933916	0.892834			
308.935	0.892834	0.892834	0.824533			
309.828	0.824533	0.824533	0.824059			
310.652	0.824059	0.824059	0.911727			
311.477	0.911727	0.911727	0.998552			
312.388	0.998552	0.998552	0.973319			
313.387	0.973319	0.973319	0.87652			
314.36	0.87652	0.87652	0.843455			
315.237	0.843455	0.843455	0.931213			
316.08	0.931213	0.931213	1.05149			
317.011	1.05149	1.05149	1.05289			
318.063	1.05289	1.05289	0.950728			
319.116	0.950728	0.950728	0.89767			
320.066	0.89767	0.89767	0.973762			
320.964	0.973762	0.973762	1.09541			
321.938	1.09541	1.09541	1.11078			
323.033	1.11078	1.11078	1.03303			
324.144	1.03303	1.03303	0.995183			
325.177	0.995183	0.995183	1.05925			
326.172	1.05925	1.05925	1.1441			
327.232	1.1441	1.1441	1.15354			
328.376	1.15354	1.15354	1.12048			
329.529	1.12048	1.12048	1.12303			
330.65	1.12303	1.12303	1.16934			
331.773	1.16934	1.16934	1.20595			
332.942	1.20595	1.20595	1.21535			
334.148	1.21535	1.21535	1.22458			
335.363	1.22458	1.22458	1.2476			
336.588	1.2476	1.2476	1.27326			
337.835	1.27326	1.10324	1.13403			
338.939	1.13403	1.13403	1.13408			
340.073	1.13408	1.13408	1.10366			
341.207	1.10366	1.10366	1.08384			
342.311	1.08384	1.08384	1.10708			
343.394	1.10708	1.10708	1.15636			
344.501	1.15636	1.15636	1.1759			
345.658	1.1759	1.1759	1.13872			
346.834	1.13872	1.13872	1.09189			
347.972	1.09189	1.09189	1.09957			
349.064	1.09957	1.09957	1.16663			
350.164	1.16663	1.16663	1.22206			
351.33	1.22206	1.22206	1.19149			
352.553	1.19149	1.19149	1.10934			
353.744	1.10934	1.10934	1.08116			
354.853	1.08116	1.08116	1.15491			
355.935	1.15491	1.15491	1.26304			
357.089	1.26304	1.26304	1.26784			
358.352	1.26784	1.26784	1.14954			
359.62	1.14954	1.14954	1.05838			
360.77	1.05838	1.05838	1.11214			
361.828	1.11214	1.11214	1.27877			
362.94	1.27877	0.351196	1.59694			
363.292	1.59694	0.516751	1.91628			
363.808	1.91628	0.183486	0.91743			
363.992	0.91743	0.0451008	0.0410494			
364.037	0.0410494	0.0410494	0.205247			
364.078	0.205247	0.205247	1.02623			
364.283	1.02623	0.360377	1.61986			
364.644	1.61986	0.292946	1.46473			
364.937	1.46473	0.0558978	0.279489			
364.992	0.279489	0.0506599	0.0460658			
365.043	0.0460658	0.0460658	0.230329			
365.089	0.230329	0.230329	1.15164			
365.319	1.15164	1.15164	2.76511			
366.471	2.76511	2.76511	2.81392			
369.236	2.81392	1.03346	1.41075			
370.27	1.41075	1.41075	1.64388			
371.68	1.64388	1.27103	1.36139			
372.951	1.36139	1.36139	1.27036			
374.313	1.27036	1.09933	1.13077			
375.412	1.13077	1.13077	1.29228			
376.543	1.29228	1.29228	1.4059			
377.835	1.4059	1.4059	1.29504			
379.241	1.29504	1.07913	1.12439			
380.32	1.12439	1.12439	1.32514			
381.445	1.32514	1.32514	1.45881			
382.77	1.45881	1.30734	1.3299			
384.077	1.3299	1.3299	1.23218			
385.407	1.23218	1.23218	1.13369			
386.639	1.13369	1.13369	1.15791			
387.773	1.15791	1.15791	1.29919			
388.931	1.29919	1.29919	1.39996			
390.23	1.39996	1.39996	1.30414			
391.63	1.30414	1.11216	1.15006			
392.742	1.15006	1.15006	1.32287			
393.892	1.32287	1.32287	1.43524			
395.215	1.43524	1.43524	1.3048			
396.65	1.3048	1.07205	1.1227			
397.722	1.1227	1.1227	1.34724			
398.845	1.34724	1.34724	1.49541			
400.192	1.49541	1.3116	1.34465			
401.504	1.34465	1.34465	1.24295			
402.849	1.24295	1.24295	1.12723			
404.091	1.12723	1.12723	1.13735			
405.219	1.13735	1.13735	1.28105			
406.356	1.28105	1.28105	1.40075			
407.637	1.40075	1.40075	1.31184			
409.038	1.31184	1.09608	1.14174			
410.134	1.14174	1.14174	1.31466			
411.276	1.31466	1.31466	1.41243			
412.59	1.41243	1.26648	1.28833			
413.857	1.28833	1.28833	1.22211			
415.145	1.22211	1.22211	1.14132			
416.367	1.14132	1.14132	1.14277			
417.509	1.14277	1.14277	1.23515			
418.651	1.23515	1.23515	1.31326			
419.887	1.31326	1.31326	1.25805			
421.2	1.25805	1.12064	1.14201			
422.32	1.14201	1.14201	1.24263			
423.462	1.24263	1.24263	1.30169			
424.705	1.30169	1.30169	1.22074			
426.007	1.22074	1.0869	1.10765			
427.094	1.10765	1.10765	1.23505			
428.201	1.23505	1.23505	1.3216			
429.436	1.3216	1.3216	1.22714			
430.758	1.22714	1.04856	1.08349			
431.806	1.08349	1.08349	1.24584			
432.89	1.24584	1.24584	1.34935			
434.136	1.34935	1.34935	1.22411			
435.485	1.22411	1.00799	1.05371			
436.493	1.05371	1.05371	1.26527			
437.547	1.26527	1.26527	1.2664			
438.812	1.2664	1.2664	1.19791			
440.079	1.19791	1.19791	1.16432			
441.276	1.16432	1.16432	1.14762			
442.441	1.14762	1.14762	1.17352			
443.588	1.17352	1.17352	1.21509			
444.762	1.21509	1.21509	1.21594			
445.977	1.21594	1.21594	1.16274			
447.193	1.16274	1.16274	1.07247			
448.356	1.07247	1.07247	1.08701			
449.428	1.08701	1.08701	1.19086			
450.515	1.19086	1.19086	1.2661			
451.706	1.2661	1.2661	1.22783			
452.972	1.22783	1.22783	1.14857			
454.2	1.14857	1.14857	1.15195			
455.349	1.15195	1.15195	1.26909			
456.5	1.26909	1.26909	1.40296			
457.77	1.40296	1.40296	1.39509			
459.173	1.39509	1.21714	1.24782			
460.39	1.24782	1.24782	1.31705			
461.638	1.31705	1.31705	1.34052			
462.955	1.34052	1.1425	1.18264			
464.097	1.18264	1.18264	1.21061			
465.28	1.21061	1.21061	1.16392			
466.49	1.16392	1.16392	1.07648			
467.654	1.07648	1.07648	1.03886			
468.731	1.03886	1.03886	1.0882			
469.77	1.0882	1.0882	1.16313			
470.858	1.16313	1.16313	1.15208			
472.021	1.15208	1.15208	1.04512			
473.173	1.04512	1.04512	0.963655			
474.218	0.963655	0.963655	0.999698			
475.182	0.999698	0.999698	1.12218			
476.181	1.12218	1.12218	1.17815			
477.304	1.17815	1.17815	1.06433			
478.482	1.06433	0.905259	0.936782			
479.387	0.936782	0.936782	1.10752			
480.324	1.10752	1.10752	1.22488			
481.431	1.22488	1.08916	1.11126			
482.52	1.11126	1.11126	1.02023			
483.632	1.02023	1.02023	0.922918			
484.652	0.922918	0.338609	1.05446			
484.991	1.05446	0.611139	0.603353			
485.602	0.603353	0.32498	1.6249			
485.927	1.6249	1.00849	0.922024			
486.935	0.922024	0.922024	2.87868			
487.857	2.87868	2.42452	2.49029			
490.282	2.49029	1.18126	1.11731			
491.463	1.11731	1.11731	1.02845			
492.58	1.02845	1.02845	1.04851			
493.609	1.04851	1.04851	1.22262			
494.657	1.22262	1.22262	1.22712			
495.88	1.22712	0.79793	0.915614			
496.678	0.915614	0.695187	0.74659			
497.373	0.74659	0.644382	0.661624			
498.017	0.661624	0.661624	0.622952			
498.679	0.622952	0.622952	0.629069			
499.302	0.629069	0.629069	0.647291			
499.931	0.647291	0.647291	0.671788			
500.578	0.671788	0.671788	0.694552			
501.25	0.694552	0.694552	0.713169			
501.945	0.713169	0.713169	0.728123			
502.658	0.728123	0.728123	0.740619			
503.386	0.740619	0.740619	0.75142			
504.127	0.75142	0.75142	0.760827			
504.878	0.760827	0.760827	0.768882			
505.639	0.768882	0.768882	0.775516			
506.408	0.775516	0.775516	0.780617			
507.183	0.780617	0.780617	0.784134			
507.964	0.784134	0.784134	0.785064			
508.748	0.785064	0.785064	0.79476			
509.533	0.79476	0.79476	0.78942			
510.328	0.78942	0.78942	0.780381			
511.117	0.780381	0.780381	0.776981			
511.898	0.776981	0.776981	0.778238			
512.675	0.778238	0.778238	0.776908			
513.453	0.776908	0.776908	0.768982			
514.23	0.768982	0.768982	0.758201			
514.999	0.758201	0.758201	0.751381			
515.757	0.751381	0.751381	0.750398			
516.508	0.750398	0.750398	0.749873			
517.259	0.749873	0.749873	0.74338			
518.009	0.74338	0.74338	0.731624			
518.752	0.731624	0.731624	0.722386			
519.484	0.722386	0.722386	0.721423			
520.206	0.721423	0.721423	0.724911			
520.927	0.724911	0.724911	0.722673			
521.652	0.722673	0.722673	0.710427			
522.375	0.710427	0.710427	0.696683			
523.085	0.696683	0.696683	0.693536			
523.782	0.693536	0.693536	0.701739			
524.476	0.701739	0.701739	0.707466			
525.177	0.707466	0.707466	0.697142			
525.885	0.697142	0.697142	0.676368			
526.582	0.676368	0.676368	0.665776			
527.258	0.665776	0.665776	0.676522			
527.924	0.676522	0.676522	0.694753			
528.601	0.694753	0.694753	0.692935			
529.295	0.692935	0.692935	0.66471			
529.988	0.66471	0.66471	0.638777			
530.653	0.638777	0.638777	0.644918			
531.292	0.644918	0.644918	0.678404			
531.937	0.678404	0.678404	0.697293			
532.615	0.697293	0.697293	0.667395			
533.312	0.667395	0.667395	0.617136			
533.98	0.617136	0.617136	0.604565			
534.597	0.604565	0.604565	0.649002			
535.201	0.649002	0.649002	0.704636			
535.85	0.704636	0.704636	0.691762			
536.555	0.691762	0.608626	0.623179			
537.164	0.623179	0.623179	0.663678			
537.787	0.663678	0.663678	0.678544			
538.451	0.678544	0.678544	0.637173			
539.129	0.637173	0.637173	0.583895			
539.766	0.583895	0.583895	0.581356			
540.35	0.581356	0.581356	0.639838			
540.932	0.639838	0.639838	0.696986			
541.571	0.696986	0.696986	0.666			
542.268	0.666	0.566839	0.587065			
542.835	0.587065	0.587065	0.656222			
543.422	0.656222	0.656222	0.691847			
544.079	0.691847	0.691847	0.629535			
544.77	0.629535	0.534877	0.554139			
545.305	0.554139	0.554139	0.655123			
545.859	0.655123	0.655123	0.727564			
546.515	0.727564	0.646255	0.659772			
547.161	0.659772	0.659772	0.602338			
547.821	0.602338	0.540041	0.549153			
548.361	0.549153	0.549153	0.63084			
548.91	0.63084	0.63084	0.696893			
549.541	0.696893	0.696893	0.640588			
550.237	0.640588	0.512754	0.542359			
550.75	0.542359	0.542359	0.651574			
551.293	0.651574	0.651574	0.717247			
551.944	0.717247	0.615866	0.636284			
552.56	0.636284	0.636284	0.598111			
553.196	0.598111	0.598111	0.542889			
553.794	0.542889	0.542889	0.536308			
554.337	0.536308	0.536308	0.593349			
554.874	0.593349	0.593349	0.655381			
555.467	0.655381	0.655381	0.631487			
556.122	0.631487	0.532864	0.553526			
556.655	0.553526	0.553526	0.615609			
557.209	0.615609	0.615609	0.644109			
557.824	0.644109	0.644109	0.587218			
558.468	0.587218	0.507542	0.522634			
558.976	0.522634	0.522634	0.605695			
559.499	0.605695	0.605695	0.671573			
560.104	0.671573	0.671573	0.613818			
560.776	0.613818	0.486986	0.516635			
561.263	0.516635	0.516635	0.626838			
561.78	0.626838	0.626838	0.694031			
562.406	0.694031	0.592672	0.613507			
562.999	0.613507	0.613507	0.575043			
563.613	0.575043	0.575043	0.520197			
564.188	0.520197	0.520197	0.514724			
564.708	0.514724	0.514724	0.572759			
565.222	0.572759	0.572759	0.634773			
565.795	0.634773	0.634773	0.609954			
566.43	0.609954	0.511657	0.53256			
566.942	0.53256	0.53256	0.59609			
567.474	0.59609	0.59609	0.626151			
568.07	0.626151	0.626151	0.569212			
568.696	0.569212	0.488299	0.504144			
569.185	0.504144	0.504144	0.594246			
569.689	0.594246	0.594246	0.660483			
570.283	0.660483	0.593272	0.60327			
570.876	0.60327	0.60327	0.549012			
571.48	0.549012	0.549012	0.495253			
572.029	0.495253	0.495253	0.506738			
572.524	0.506738	0.506738	0.581674			
573.031	0.581674	0.581674	0.637827			
573.612	0.637827	0.637827	0.58488			
574.25	0.58488	0.474753	0.499652			
574.725	0.499652	0.499652	0.598329			
575.225	0.598329	0.598329	0.660468			
575.823	0.660468	0.574908	0.591077			
576.398	0.591077	0.591077	0.551425			
576.989	0.551425	0.551425	0.501636			
577.54	0.501636	0.501636	0.502097			
578.042	0.502097	0.502097	0.560895			
578.544	0.560895	0.560895	0.616045			
579.105	0.616045	0.616045	0.585026			
579.721	0.585026	0.492142	0.511672			
580.213	0.511672	0.511672	0.580129			
580.725	0.580129	0.580129	0.617884			
581.305	0.617884	0.617884	0.560556			
581.923	0.560556	0.470561	0.489453			
582.393	0.489453	0.489453	0.584383			
582.883	0.584383	0.584383	0.65233			
583.467	0.65233	0.578291	0.590746			
584.046	0.590746	0.590746	0.538964			
584.636	0.538964	0.48504	0.492528			
585.121	0.492528	0.492528	0.566241			
585.614	0.566241	0.566241	0.627834			
586.18	0.627834	0.627834	0.581092			
586.808	0.581092	0.468949	0.494533			
587.277	0.494533	0.494533	0.588413			
587.771	0.588413	0.588413	0.644898			
588.36	0.644898	0.562785	0.57804			
588.923	0.57804	0.57804	0.54373			
589.501	0.54373	0.54373	0.499189			
590.044	0.499189	0.499189	0.499068			
590.544	0.499068	0.499068	0.551711			
591.043	0.551711	0.551711	0.601969			
591.594	0.601969	0.601969	0.575235			
592.196	0.575235	0.493098	0.509309			
592.689	0.509309	0.509309	0.569086			
593.199	0.569086	0.569086	0.603573			
593.768	0.603573	0.603573	0.555676			
594.371	0.555676	0.477277	0.49253			
594.849	0.49253	0.49253	0.573374			
595.341	0.573374	0.573374	0.631965			
595.915	0.631965	0.631965	0.573073			
596.547	0.573073	0.456719	0.483623			
597.003	0.483623	0.483623	0.592017			
597.487	0.592017	0.592017	0.664584			
598.079	0.664584	0.57077	0.589558			
598.65	0.589558	0.589558	0.543235			
599.239	0.543235	0.486308	0.494712			
599.726	0.494712	0.494712	0.564672			
600.22	0.564672	0.564672	0.621973			
600.785	0.621973	0.621973	0.577572			
601.407	0.577572	0.472645	0.495993			
601.88	0.495993	0.495993	0.585355			
602.376	0.585355	0.585355	0.641643			
602.961	0.641643	0.567146	0.579853			
603.528	0.579853	0.579853	0.542172			
604.108	0.542172	0.542172	0.498303			
604.65	0.498303	0.498303	0.502766			
605.148	0.502766	0.502766	0.560224			
605.651	0.560224	0.560224	0.610222			
606.211	0.610222	0.610222	0.577805			
606.822	0.577805	0.491215	0.508757			
607.313	0.508757	0.508757	0.577541			
607.822	0.577541	0.577541	0.620629			
608.399	0.620629	0.620629	0.567268			
609.02	0.567268	0.473981	0.493752			
609.494	0.493752	0.493752	0.587953			
609.987	0.587953	0.587953	0.656548			
610.575	0.656548	0.584663	0.596197			
