lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1		Open water	Sediment	Marsh	Marsh sediment	Total	Depth	NH4	N)3	PO4	Adsorbed P	SiO4	Oxygen	Detritus	Humus	Inorganic matter	Diatoms	Green algae	Blue greens	Vegetation	Phragmites	Zooplankton	Zoobethos	Zoop/benth fish	Predatory fish	Mass balance	Hydrology	Inorganic matter	Dry weight	Nitrogen	Phosphorus	Silica	Oxygen	Main module	Transport processes	Abiotic and microbial module	Algal module	Vegetation module	Food web module	Marsh water module	Marsh vegetation module	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	iSensitivity	shortName	Duflow	
"=IF(COUNTBLANK(A90)<1,ROW()-2,-1)"	0	0	0	0	_cExtWat_	_m_^-1	0	0	0.5	0.5	0.5	0.5	=J89=K89	=J89=L89	=J89=M89	Input_factor	Light	-1	Background_extinction																																														0		cExtWat	PARM	
"=IF(COUNTBLANK(A91)<1,ROW()-2,-1)"	0	0	0	0	_cDredInterval_	_y_	0	0	9999000	9999000	9999000	9999000	=J90=K90	=J90=L90	=J90=M90	Input_factor	Dredging	-1	Dredging_interval																																														0		cDrInval	PARM	
"=IF(COUNTBLANK(A92)<1,ROW()-2,-1)"	0	0	0	0	_cDredStart_	_y_	0	0	9999000	9999000	9999000	9999000	=J91=K91	=J91=L91	=J91=M91	Input_factor	Dredging	-1	First_dredging_year_(should_be_n_times_cDredInterval_)																																														0		cDrdSart	PARM	
"=IF(COUNTBLANK(A93)<1,ROW()-2,-1)"	0	0	0	0	_cDepthRef_	_m_	0	0	1E-28	1E-28	1E-28	1E-28	=J92=K92	=J92=L92	=J92=M92	Input_factor	Dredging	-1	Reference_water_depth_for_dredging																																														0		cDeptRef	PARM	
"=IF(COUNTBLANK(A94)<1,ROW()-2,-1)"	0	0	0	0	_cLengDred_	_d_	0	0	10	10	10	10	=J93=K93	=J93=L93	=J93=M93	Input_factor	Dredging	-1	Length_of_dredging_period																																														0		cLengred	PARM	
"=IF(COUNTBLANK(A95)<1,ROW()-2,-1)"	0	0	0	0	_fEffDred_	0	0	0	0.95	0.95	0.95	0.95	=J94=K94	=J94=L94	=J94=M94	Input_factor	Dredging	-1	Dredging_efficiency_(<10)																																														0		fEffDred	PARM	
"=IF(COUNTBLANK(A96)<1,ROW()-2,-1)"	0	0	0	0	_fEffDredBent_	0	0	0	0.5	0.5	0.5	0.5	=J95=K95	=J95=L95	=J95=M95	Input_factor	Dredging	-1	Dredging_efficiency_for_zoobenthos_(<10)																																														0		fEfreent	PARM	
"=IF(COUNTBLANK(A97)<1,ROW()-2,-1)"	0	0	0	0	_fPAR_	0	0	0	0.48	0.48	0.48	0.48	=J96=K96	=J96=L96	=J96=M96	Parameter	Light	-1	Fraction_photosynthetically_active_radiation_(PAR)																																														1		fPAR	PARM	
"=IF(COUNTBLANK(A98)<1,ROW()-2,-1)"	0	0	0	0	_cLAlloVeg_	_J_*_s_^-1*_m_^-1	0	0	50.1	50.1	50.1	50.1	=J97=K97	=J97=L97	=J97=M97	Parameter	Vegetation	-1	Integrated_relativized_light_level_at_which_the_plant_will_start_overwintering_strategy																																														1		cLAlloV	PARM	
"=IF(COUNTBLANK(A99)<1,ROW()-2,-1)"	0	1	0	0	_cExtSpDet_	_m_^2*_gDW_^-1	0	0	0.15	0.15	0.15	0.15	=J98=K98	=J98=L98	=J98=M98	Parameter	Light	-1	Specific_extinction_detritus																																														1		cExtSpDe	PARM	
"=IF(COUNTBLANK(A100)<1,ROW()-2,-1)"	0	0	0	0	_cExtSpIM_	_m_^2*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	=J99=K99	=J99=L99	=J99=M99	Parameter	Light	-1	Specific_extinction_inert_matter																																														1		cExtSpIM	PARM	
"=IF(COUNTBLANK(A101)<1,ROW()-2,-1)"	0	0	0	0	_fDTotS0_	_gDW_*_gDW_^-1	0	0	0.3	0.3	0.3	0.3	=J100=K100	=J100=L100	=J100=M100	Initial_values	initialisation	-1	Initial_dry-weight_fraction_in_sediment																																														1		fDTotS0	PARM	
"=IF(COUNTBLANK(A102)<1,ROW()-2,-1)"	0	0	0	0	_fDOrgS0_	_gDW_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J101=K101	=J101=L101	=J101=M101	Initial_values	initialisation	-1	Initial_organic_fraction_of_sediment_DW																																														1		fDOrgS0	PARM	
"=IF(COUNTBLANK(A103)<1,ROW()-2,-1)"	0	0	0	0	_fDDetS0_	_gDW_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	=J102=K102	=J102=L102	=J102=M102	Initial_values	initialisation	-1	Initial_detritus_fraction_of_sediment_organic_matter																																														1		fDDeS0	PARM	
"=IF(COUNTBLANK(A104)<1,ROW()-2,-1)"	0	0	0	0	_fSedPhyt0_	_gDWDiat_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J103=K103	=J103=L103	=J103=M103	Initial_values	initialisation	-1	Fraction_diatoms_DW_on_lake_sediment																																														1		fSedP0	PARM	
"=IF(COUNTBLANK(A105)<1,ROW()-2,-1)"	0	0	0	0	_fPInorgS0_	_gP_*_gDW_^-1	0	0	0.0005	0.0005	0.0005	0.0005	=J104=K104	=J104=L104	=J104=M104	Initial_values	initialisation	-1	Initial_inorg_P_fraction_in_sed																																														1		fPInogS0	PARM	
"=IF(COUNTBLANK(A106)<1,ROW()-2,-1)"	0	0	0	0	_fPAdsS0_	0	0	0	0.99	0.99	0.99	0.99	=J105=K105	=J105=L105	=J105=M105	Initial_values	initialisation	-1	Initial_adsorbed_fraction_of_inorg_P_in_sed																																														1		fPAdsS0	PARM	
"=IF(COUNTBLANK(A107)<1,ROW()-2,-1)"	0	0	0	0	_cPDDet0_	_gP_*_gDW_^-1	0	0	0.0025	0.0025	0.0025	0.0025	=J106=K106	=J106=L106	=J106=M106	Initial_values	initialisation	-1	Initial_P_fraction_in_detritus																																														1		cPDDe0	PARM	
"=IF(COUNTBLANK(A108)<1,ROW()-2,-1)"	0	0	0	0	_cNDDet0_	_gN_*_gDW_^-1	0	0	0.025	0.025	0.025	0.025	=J107=K107	=J107=L107	=J107=M107	Initial_values	initialisation	-1	Initial_N_fraction_in_detritus																																														1		cNDDe0	PARM	
"=IF(COUNTBLANK(A109)<1,ROW()-2,-1)"	0	0	0	0	_cSiDDet0_	_gSi_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J108=K108	=J108=L108	=J108=M108	Initial_values	initialisation	-1	Initial_Si_fraction_in_detritus_Tentative																																														1		cSiDDe0	PARM	
"=IF(COUNTBLANK(A110)<1,ROW()-2,-1)"	0	0	0	0	_cPDHum0_	_gP_*_gDW_^-1	0	0	0.005	0.005	0.005	0.005	=J109=K109	=J109=L109	=J109=M109	Initial_values	initialisation	-1	Initial_P_fraction_in_humus																																														1		cPDHum0	PARM	
"=IF(COUNTBLANK(A111)<1,ROW()-2,-1)"	0	0	0	0	_cNDHum0_	_gN_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	=J110=K110	=J110=L110	=J110=M110	Initial_values	initialisation	-1	Initial_N_fraction_in_humus																																														1		cNDHum0	PARM	
"=IF(COUNTBLANK(A112)<1,ROW()-2,-1)"	0	0	0	0	_cPDPhyt0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J111=K111	=J111=L111	=J111=M111	Initial_values	initialisation	-1	Initial_P_fraction_in_algae																																														1		cPDP0	PARM	
"=IF(COUNTBLANK(A113)<1,ROW()-2,-1)"	0	0	0	0	_cNDPhyt0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J112=K112	=J112=L112	=J112=M112	Initial_values	initialisation	-1	Initial_N_fraction_in_algae																																														1		cNDP0	PARM	
"=IF(COUNTBLANK(A114)<1,ROW()-2,-1)"	0	0	0	0	_cPDDiat0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J113=K113	=J113=L113	=J113=M113	Initial_values	initialisation	-1	Initial_P_fraction_in_diatoms																																														1		cPDDi0	PARM	
"=IF(COUNTBLANK(A115)<1,ROW()-2,-1)"	0	0	0	0	_cNDDiat0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J114=K114	=J114=L114	=J114=M114	Initial_values	initialisation	-1	Initial_N_fraction_in_diatoms																																														1		cNDDi0	PARM	
"=IF(COUNTBLANK(A116)<1,ROW()-2,-1)"	0	0	0	0	_cPDGren0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J115=K115	=J115=L115	=J115=M115	Initial_values	initialisation	-1	Initial_P_fraction_in_green_algae																																														1		cPDGren0	PARM	
"=IF(COUNTBLANK(A117)<1,ROW()-2,-1)"	0	0	0	0	_cNDGren0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J116=K116	=J116=L116	=J116=M116	Initial_values	initialisation	-1	Initial_N_fraction_in_green_algae																																														1		cNDGren0	PARM	
"=IF(COUNTBLANK(A118)<1,ROW()-2,-1)"	0	0	0	0	_cPDBlue0_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J117=K117	=J117=L117	=J117=M117	Initial_values	initialisation	-1	Initial_P_fraction_in_blue-green_algae																																														1		cPDBlue0	PARM	
"=IF(COUNTBLANK(A119)<1,ROW()-2,-1)"	0	0	0	0	_cNDBlue0_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J118=K118	=J118=L118	=J118=M118	Initial_values	initialisation	-1	Initial_N_fraction_in_blue-green_algae																																														1		cNDBlue0	PARM	
"=IF(COUNTBLANK(A120)<1,ROW()-2,-1)"	0	0	0	0	_cPDVeg0_	_gP_*_gDW_^-1	0	0	0.002	0.002	0.002	0.002	=J119=K119	=J119=L119	=J119=M119	Initial_values	initialisation	-1	Initial_P_fraction_in_veg																																														1		cPDV0	PARM	
"=IF(COUNTBLANK(A121)<1,ROW()-2,-1)"	0	0	0	0	_cNDVeg0_	_gN_*_gDW_^-1	0	0	0.02	0.02	0.02	0.02	=J120=K120	=J120=L120	=J120=M120	Initial_values	initialisation	-1	Initial_N_fraction_in_veg																																														1		cNDV0	PARM	
"=IF(COUNTBLANK(A122)<1,ROW()-2,-1)"	0	0	0	0	_cSiDDiat_	_gSi_*_gDW_^-1	0	0	0.15	0.15	0.15	0.15	=J121=K121	=J121=L121	=J121=M121	Initial_values	Diatoms	-1	Si/DW_ratio_of_diatoms																																														1		cSiDDi	PARM	
"=IF(COUNTBLANK(A123)<1,ROW()-2,-1)"	0	0	0	0	_cPDZooRef_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J122=K122	=J122=L122	=J122=M122	Initial_values	Zooplankton	-1	Reference_P/C-ratio_herb_zooplankton																																														1		cPDZoRef	PARM	
"=IF(COUNTBLANK(A124)<1,ROW()-2,-1)"	0	0	0	0	_cNDZooRef_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	=J123=K123	=J123=L123	=J123=M123	Initial_values	Zooplankton	-1	Reference_N/C-ratio_herb_zooplankton																																														1		cNDZoRef	PARM	
"=IF(COUNTBLANK(A125)<1,ROW()-2,-1)"	0	0	0	0	_cPDBentRef_	_gP_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J124=K124	=J124=L124	=J124=M124	Initial_values	Zoobenthos	-1	Reference_P/C_ratio_of_zoobenthos																																														1		cPDenRef	PARM	
"=IF(COUNTBLANK(A126)<1,ROW()-2,-1)"	0	0	0	0	_cNDBentRef_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	=J125=K125	=J125=L125	=J125=M125	Initial_values	Zoobenthos	-1	Reference_N/C_ratio_of_zoobenthos																																														1		cNDenRef	PARM	
"=IF(COUNTBLANK(A127)<1,ROW()-2,-1)"	0	0	0	0	_cPDFishRef_	_gP_*_gDW_^-1	0	0	0.022	0.022	0.022	0.022	=J126=K126	=J126=L126	=J126=M126	Initial_values	Fish	-1	Reference_P/C_ratio_of_Fish																																														1		cPDisRef	PARM	
"=IF(COUNTBLANK(A128)<1,ROW()-2,-1)"	0	0	0	0	_cNDFishRef_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J127=K127	=J127=L127	=J127=M127	Initial_values	Fish	-1	Reference_N/C_ratio_of_Fish																																														1		cNDisRef	PARM	
"=IF(COUNTBLANK(A129)<1,ROW()-2,-1)"	0	0	0	0	_cPDPisc_	_gP_*_gDW_^-1	0	0	0.022	0.022	0.022	0.022	=J128=K128	=J128=L128	=J128=M128	Initial_values	Fish	-1	Reference_P/C_ratio_of_Pi_sc																																														1		cPDPisc	PARM	
"=IF(COUNTBLANK(A130)<1,ROW()-2,-1)"	0	0	0	0	_cNDPisc_	_gN_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J129=K129	=J129=L129	=J129=M129	Initial_values	Fish	-1	Reference_N/C_ratio_of_Pi_sc																																														1		cNDPisc	PARM	
"=IF(COUNTBLANK(A131)<1,ROW()-2,-1)"	0	0	0	0	_cQIn_	_mm_*_d_^-1	0	0	20	20	20	20	=J130=K130	=J130=L130	=J130=M130	Input_factor	Forcing	-1	Standard_water_inflow_if_not_measured																																														0		cQIn	dummy	
"=IF(COUNTBLANK(A132)<1,ROW()-2,-1)"	0	0	0	0	_cQInSum_	_mm_*_d_^-1	0	0	20	20	20	20	=J131=K131	=J131=L131	=J131=M131	Input_factor	Forcing	-1	Summer_water_inflow_if_not_measured																																														0		cQInSum	dummy	
"=IF(COUNTBLANK(A133)<1,ROW()-2,-1)"	0	0	0	0	_cQInWin_	_mm_*_d_^-1	0	0	20	20	20	20	=J132=K132	=J132=L132	=J132=M132	Input_factor	Forcing	-1	Winter_water_inflow_if_not_measured																																														0		cQInWin	dummy	
"=IF(COUNTBLANK(A134)<1,ROW()-2,-1)"	0	0	0	0	_cMaxWOut_	_d_^-1	0	0	1	1	1	1	=J133=K133	=J133=L133	=J133=M133	Input_factor	Forcing	-1	Maximum_water_outflow_rate_in_case_maximum_water_depth_is_reached																																														0		cMxWOut	dummy	
"=IF(COUNTBLANK(A135)<1,ROW()-2,-1)"	0	0	0	0	_cDepthWMax_	_m_	0	0	5	5	5	5	=J134=K134	=J134=L134	=J134=M134	Input_factor	Forcing	-1	Maximum_water_depth																																														0		cDeptWMx	dummy	
"=IF(COUNTBLANK(A136)<1,ROW()-2,-1)"	0	0	0	0	_cQInExtraApril1_	_mm_*_d_^-1	0	0	0	0	0	0	=J135=K135	=J135=L135	=J135=M135	Input_factor	Forcing	-1	Extra_inflow_at_start_of_summer																																														0		cQIExpr1	dummy	
"=IF(COUNTBLANK(A137)<1,ROW()-2,-1)"	0	0	0	0	_cQInExtraOct1_	_mm_*_d_^-1	0	0	0	0	0	0	=J136=K136	=J136=L136	=J136=M136	Input_factor	Forcing	-1	Extra_inflow_at_start_of_winter																																														0		cQIExct1	dummy	
"=IF(COUNTBLANK(A138)<1,ROW()-2,-1)"	0	0	0	0	_cQOutExtraApril1_	_mm_*_d_^-1	0	0	0	0	0	0	=J137=K137	=J137=L137	=J137=M137	Input_factor	Forcing	-1	Extra_outflow_at_start_of_summer																																														0		cQOtEpr1	dummy	
"=IF(COUNTBLANK(A139)<1,ROW()-2,-1)"	0	0	0	0	_cQOutExtraOct1_	_mm_*_d_^-1	0	0	0	0	0	0	=J138=K138	=J138=L138	=J138=M138	Input_factor	Forcing	-1	Extra_outflow_at_start_of_winter																																														0		cQOtEct1	dummy	
"=IF(COUNTBLANK(A140)<1,ROW()-2,-1)"	0	0	0	0	_cQEvAve_	_mm_*_d_^-1	0	0	1.5	1.5	1.5	1.5	=J139=K139	=J139=L139	=J139=M139	Input_factor	Forcing	-1	Standard_average_evaporation																																														0		cQEvAve	dummy	
"=IF(COUNTBLANK(A141)<1,ROW()-2,-1)"	0	0	0	0	_cQEvVar_	_mm_*_d_^-1	0	0	1.3	1.3	1.3	1.3	=J140=K140	=J140=L140	=J140=M140	Input_factor	Forcing	-1	Standard_variation_in_evaporation																																														0		cQEvVar	dummy	
"=IF(COUNTBLANK(A142)<1,ROW()-2,-1)"	0	1	0	0	_cPLoad_	_gP_*_m_^-2*_d_^-1	0	0	0.002	0.002	0.002	0.002	=J141=K141	=J141=L141	=J141=M141	Input_factor	Forcing	-1	Standard_P_loading_if_not_measured																																														0		cPLoad	dummy	
"=IF(COUNTBLANK(A143)<1,ROW()-2,-1)"	0	0	0	0	_cPLoadSum_	_gP_*_m_^-2*_d_^-1	0	0	0.005	0.005	0.005	0.005	=J142=K142	=J142=L142	=J142=M142	Input_factor	Forcing	-1	Summer_P_loading_if_not_measured																																														0		cPLoaSum	dummy	
"=IF(COUNTBLANK(A144)<1,ROW()-2,-1)"	0	0	0	0	_cPLoadWin_	_gP_*_m_^-2*_d_^-1	0	0	0.005	0.005	0.005	0.005	=J143=K143	=J143=L143	=J143=M143	Input_factor	Forcing	-1	Winter_P_loading_if_not_measured																																														0		cPLoaWin	dummy	
"=IF(COUNTBLANK(A145)<1,ROW()-2,-1)"	0	0	0	0	_fPO4In_	0	0	0	0.5	0.5	0.5	0.5	=J144=K144	=J144=L144	=J144=M144	Input_factor	Forcing	-1	Fraction_PO4_in_input_(if_PO4_input_not_measured)																																														0		fPO4In	dummy	
"=IF(COUNTBLANK(A146)<1,ROW()-2,-1)"	0	0	0	0	_fPhytInWin_	0	0	0	0.02	0.02	0.02	0.02	=J145=K145	=J145=L145	=J145=M145	Input_factor	Forcing	-1	Minimum_algal_fraction_in_organic_P_input																																														0		fPInWin	dummy	
"=IF(COUNTBLANK(A147)<1,ROW()-2,-1)"	0	0	0	0	_fPhytInSum_	0	0	0	0.1	0.1	0.1	0.1	=J146=K146	=J146=L146	=J146=M146	Input_factor	Forcing	-1	Maximum_algal_fraction_in_organic_P_input																																														0		fPInSum	dummy	
"=IF(COUNTBLANK(A148)<1,ROW()-2,-1)"	0	0	0	0	_fDiatPhytIn_	0	0	0	0.33	0.33	0.33	0.33	=J147=K147	=J147=L147	=J147=M147	Input_factor	Forcing	-1	Diatoms_fraction_of_algal_input																																														0		fDiPIn	dummy	
"=IF(COUNTBLANK(A149)<1,ROW()-2,-1)"	0	0	0	0	_fGrenPhytIn_	0	0	0	0.34	0.34	0.34	0.34	=J148=K148	=J148=L148	=J148=M148	Input_factor	Forcing	-1	Greens_fraction_of_algal_input																																														0		fGrenPIn	dummy	
"=IF(COUNTBLANK(A150)<1,ROW()-2,-1)"	0	0	0	0	_fBluePhytIn_	0	0	0	0.33	0.33	0.33	0.33	=J149=K149	=J149=L149	=J149=M149	Input_factor	Forcing	-1	Blue-greens_fraction_of_algal_input																																														0		fBluEn	dummy	
"=IF(COUNTBLANK(A151)<1,ROW()-2,-1)"	0	0	0	0	_cNLoad_	_gN_*_m_^-2*_d_^-1	0	0	0.05	0.05	0.05	0.05	=J150=K150	=J150=L150	=J150=M150	Input_factor	Forcing	-1	Standard_N_loading																																														0		cNLoad	dummy	
"=IF(COUNTBLANK(A152)<1,ROW()-2,-1)"	0	0	0	0	_cNLoadSum_	_gN_*_m_^-2*_d_^-1	0	0	0.05	0.05	0.05	0.05	=J151=K151	=J151=L151	=J151=M151	Input_factor	Forcing	-1	Summer_N_loading																																														0		cNLoaSum	dummy	
"=IF(COUNTBLANK(A153)<1,ROW()-2,-1)"	0	0	0	0	_cNLoadWin_	_gN_*_m_^-2*_d_^-1	0	0	0.05	0.05	0.05	0.05	=J152=K152	=J152=L152	=J152=M152	Input_factor	Forcing	-1	Winter_N_loading																																														0		cNLoaWin	dummy	
"=IF(COUNTBLANK(A154)<1,ROW()-2,-1)"	0	1	0	0	_cNPLoadMeas_	_gN_*_gP_^-1	0	0	5	5	5	5	=J153=K153	=J153=L153	=J153=M153	Input_factor	Forcing	-1	N/P_loading_if_P_is_measured_and_N_not																																														0		cNPoaeas	dummy	
"=IF(COUNTBLANK(A155)<1,ROW()-2,-1)"	0	0	0	0	_cNPPhytIn_	_gP_*_gDW_^-1	0	0	7	7	7	7	=J154=K154	=J154=L154	=J154=M154	Input_factor	Forcing	-1	N/P_ratio_of_algal_input																																														0		cNPPIn	dummy	
"=IF(COUNTBLANK(A156)<1,ROW()-2,-1)"	0	0	0	0	_cNPDetIn_	_gP_*_gDW_^-1	0	0	7	7	7	7	=J155=K155	=J155=L155	=J155=M155	Input_factor	Forcing	-1	N/P_ratio_of_detrital_input																																														0		cNPDeIn	dummy	
"=IF(COUNTBLANK(A157)<1,ROW()-2,-1)"	0	0	0	0	_fNH4DissIn_	0	0	0	0.5	0.5	0.5	0.5	=J156=K156	=J156=L156	=J156=M156	Input_factor	Forcing	-1	NH4_fraction_of_dissolved_N_load_(if_NH4_not_measured)																																														0		fNHDisIn	dummy	
"=IF(COUNTBLANK(A158)<1,ROW()-2,-1)"	0	0	0	0	_cNDPhytIn_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	=J157=K157	=J157=L157	=J157=M157	Input_factor	Forcing	-1	N/day_ratio_of_algal_input																																														0		cNDPIn	dummy	
"=IF(COUNTBLANK(A159)<1,ROW()-2,-1)"	0	0	0	0	_cNDDetIn_	_gN_*_gDW_^-1	0	0	0.07	0.07	0.07	0.07	=J158=K158	=J158=L158	=J158=M158	Input_factor	Forcing	-1	N/P_ratio_of_detrital_input																																														0		cNDDeIn	dummy	
"=IF(COUNTBLANK(A160)<1,ROW()-2,-1)"	0	0	0	0	_cDIMIn_	_gDW_*_m_^-3	0	0	5	5	5	5	=J159=K159	=J159=L159	=J159=M159	Input_factor	Forcing	-1	IM_conc_in_inflow																																														0		cDIMn	dummy	
"=IF(COUNTBLANK(A161)<1,ROW()-2,-1)"	0	0	0	0	_cO2In_	_gO2_*_m_^-3	0	0	5	5	5	5	=J160=K160	=J160=L160	=J160=M160	Input_factor	Forcing	-1	O2_conc_in_inflow																																														0		cO2In	dummy	
"=IF(COUNTBLANK(A162)<1,ROW()-2,-1)"	0	0	0	0	_cSiO2In_	_gSi_*_m_^-3	0	0	3	3	3	3	=J161=K161	=J161=L161	=J161=M161	Input_factor	Forcing	-1	SiO2_conc_in_inflow																																														0		cSiO2In	dummy	
"=IF(COUNTBLANK(A163)<1,ROW()-2,-1)"	0	0	0	0	_cSiDDetIn_	_gSi_*_gDW_^-1	0	0	0.05	0.05	0.05	0.05	=J162=K162	=J162=L162	=J162=M162	Input_factor	Forcing	-1	Si_content_of_sediment_detritus																																														0		cSiDDeIn	dummy	
"=IF(COUNTBLANK(A164)<1,ROW()-2,-1)"	0	0	0	0	_cDZooIn_	_gDW_*_m_^-3	0	0	0.1	0.1	0.1	0.1	=J163=K163	=J163=L163	=J163=M163	Input_factor	Forcing	-1	Zoopl_conc_in_inflowing_water																																														0		cDZooIn	dummy	
"=IF(COUNTBLANK(A165)<1,ROW()-2,-1)"	0	0	0	0	_cDayApril1_	_d_	0	0	91	91	91	91	=J164=K164	=J164=L164	=J164=M164	Input_factor	General	-1	April_1																																														0		cDayApr1	PARM	
"=IF(COUNTBLANK(A166)<1,ROW()-2,-1)"	0	0	0	0	_cDayOct1_	_d_	0	0	273	273	273	273	=J165=K165	=J165=L165	=J165=M165	Input_factor	General	-1	October_1																																														0		cDayOct1	PARM	
"=IF(COUNTBLANK(A167)<1,ROW()-2,-1)"	0	0	0	0	_cLengChange_	_d_	0	0	10	10	10	10	=J166=K166	=J166=L166	=J166=M166	Input_factor	Forcing	-1	Length_of_season_change																																														0		cLegCnge	PARM	
"=IF(COUNTBLANK(A168)<1,ROW()-2,-1)"	0	0	0	0	_cNLoadS_	_gN_*_m_^-2*_d_^-1	0	0	0	0	0	0	=J167=K167	=J167=L167	=J167=M167	Input_factor	Forcing	-1	N_fertilizer_to_sediment																																														0		cNLoadS	PARM	
"=IF(COUNTBLANK(A169)<1,ROW()-2,-1)"	0	0	0	0	_fNH4LoadS_	0	0	0	0.5	0.5	0.5	0.5	=J168=K168	=J168=L168	=J168=M168	Input_factor	Forcing	-1	NH4_fraction_of_N_fertilizer_to_sediment																																														0		fNH4LadS	PARM	
"=IF(COUNTBLANK(A170)<1,ROW()-2,-1)"	0	1	0	0	_cDErosTot_	_gDW_*_m_^-2*_d_^-1	0	0	0	0	0	0	=J169=K169	=J169=L169	=J169=M169	Input_factor	Forcing	-1	Erosion_input_(tentative)																																														0		cDEroTot	PARM	
"=IF(COUNTBLANK(A171)<1,ROW()-2,-1)"	0	0	0	0	_fSedErosIM_	0	0	0	0.95	0.95	0.95	0.95	=J170=K170	=J170=L170	=J170=M170	Input_factor	Sedimentation	-1	Instantly_sedimentating_fraction_of_IM																																														0		fSeErsIM	PARM	
"=IF(COUNTBLANK(A172)<1,ROW()-2,-1)"	0	0	0	0	_fHypErosIM_	0	0	0	0	0	0	0	=J171=K171	=J171=L171	=J171=M171	Input_factor	Sedimentation	-1	Fraction_of_IM_from_banks_to)Hypolymnion																																														0		fHErosIM	PARM	
"=IF(COUNTBLANK(A173)<1,ROW()-2,-1)"	0	0	0	0	_fDOrgSoil_	0	0	0	0.1	0.1	0.1	0.1	=J172=K172	=J172=L172	=J172=M172	Input_factor	Sediment	-1	Fraction_soil_organic_matter																																														0		fDOrgoil	PARM	
"=IF(COUNTBLANK(A174)<1,ROW()-2,-1)"	0	0	0	0	_cPDSoilOM_	_gP_*_gDW_^-1	0	0	0.001	0.001	0.001	0.001	=J173=K173	=J173=L173	=J173=M173	Input_factor	Sediment	-1	P/day_ratio_of_soil_organic_matter																																														0		cPDSolOM	PARM	
"=IF(COUNTBLANK(A175)<1,ROW()-2,-1)"	0	0	0	0	_cNDSoilOM_	_gN_*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J174=K174	=J174=L174	=J174=M174	Input_factor	Sediment	-1	N/day_ratio_of_soil_organic_matter																																														0		cNDSolOM	PARM	
"=IF(COUNTBLANK(A176)<1,ROW()-2,-1)"	0	0	0	0	_cPO4Ground_	_gP_*_m_^-3	0	0	0.1	0.1	0.1	0.1	=J175=K175	=J175=L175	=J175=M175	Input_factor	Forcing	-1	PO4_cone_in_groundwater																																														0		cPO4Gr	PARM	
"=IF(COUNTBLANK(A177)<1,ROW()-2,-1)"	0	0	0	0	_cNH4Ground_	_gN_*_m_^-3	0	0	1	1	1	1	=J176=K176	=J176=L176	=J176=M176	Input_factor	Forcing	-1	NH4_cone_in_groundwater																																														0		cNH4Gr	PARM	
"=IF(COUNTBLANK(A178)<1,ROW()-2,-1)"	0	0	0	0	_cNO3Ground_	_gN_*_m_^-3	0	0	0.1	0.1	0.1	0.1	=J177=K177	=J177=L177	=J177=M177	Input_factor	Forcing	-1	NO3_cone_in_groundwater																																														0		cNO3Gr	PARM	
"=IF(COUNTBLANK(A179)<1,ROW()-2,-1)"	0	0	0	0	_cDepthS_	_m_	0	0	0.1	0.1	0.1	0.1	=J178=K178	=J178=L178	=J178=M178	Parameter	Sediment	-1	Sediment_depth																																														1		cDepthS	PARM	
"=IF(COUNTBLANK(A180)<1,ROW()-2,-1)"	0	0	0	0	_cCPerDW_	_gC_*_gDW_^-1	0	0	0.4	0.4	0.4	0.4	=J179=K179	=J179=L179	=J179=M179	Parameter	Sediment	-1	C_content_of_organic_matter																																														1		cCPerDW	PARM	
"=IF(COUNTBLANK(A181)<1,ROW()-2,-1)"	0	0	0	0	_cRhoIM_	_gDW_*_m_^-3	0	0	2500000	2500000	2500000	2500000	=J180=K180	=J180=L180	=J180=M180	Parameter	Sediment	-1	Density_of_sediment_IM																																														1		cRhoIM	PARM	
