lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1		Open water	Sediment	Marsh	Marsh sediment	Total	Depth	NH4	N)3	PO4	Adsorbed P	SiO4	Oxygen	Detritus	Humus	Inorganic matter	Diatoms	Green algae	Blue greens	Vegetation	Phragmites	Zooplankton	Zoobethos	Zoop/benth fish	Predatory fish	Mass balance	Hydrology	Inorganic matter	Dry weight	Nitrogen	Phosphorus	Silica	Oxygen	Main module	Transport processes	Abiotic and microbial module	Algal module	Vegetation module	Food web module	Marsh water module	Marsh vegetation module	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	iSensitivity	shortName	Duflow	
"=IF(COUNTBLANK(A182)<1,ROW()-2,-1)"	0	0	0	0	_cRhoOM_	_gDW_*_m_^-3	0	0	1400000	1400000	1400000	1400000	=J181=K181	=J181=L181	=J181=M181	Parameter	Sediment	-1	Density_of_sediment_detritus																																														1		cRhoOM	PARM	
"=IF(COUNTBLANK(A183)<1,ROW()-2,-1)"	0	0	0	0	_cTmRef_	_oC_	0	0	20	20	20	20	=J182=K182	=J182=L182	=J182=M182	Parameter	General	-1	Reference_temperature																																														1		cTmRef	PARM	
"=IF(COUNTBLANK(A184)<1,ROW()-2,-1)"	0	0	0	0	_cAerRoot_	_m_^(1.5)*_s_^(0.5)*_d_^-1	0	0	0.727	0.727	0.727	0.727	=J183=K183	=J183=L183	=J183=M183	Parameter	Reaeration	-1	Coefficient_for_VWind^05																																														1		cAerR	PARM	
"=IF(COUNTBLANK(A185)<1,ROW()-2,-1)"	0	0	0	0	_cAerLin_	_s_*_d_^-1	0	0	-0.371	-0.371	-0.371	-0.371	=J184=K184	=J184=L184	=J184=M184	Parameter	Reaeration	-1	Coefficient_for_VWind_(is_negative)																																														1		cAerLin	PARM	
"=IF(COUNTBLANK(A186)<1,ROW()-2,-1)"	0	0	0	0	_cAerSquare_	_s_^2*_m_^-1*_d^-1_	0	0	0.0376	0.0376	0.0376	0.0376	=J185=K185	=J185=L185	=J185=M185	Parameter	Reaeration	-1	Coefficient_for_VWind^2																																														1		cAeSqare	PARM	
"=IF(COUNTBLANK(A187)<1,ROW()-2,-1)"	0	0	0	0	_cThetaAer_	1^[_oC_^-1]	0	0	1.024	1.024	1.024	1.024	=J186=K186	=J186=L186	=J186=M186	Parameter	Reaeration	-1	Temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)																																														1		cThetAer	PARM	
"=IF(COUNTBLANK(A188)<1,ROW()-2,-1)"	0	0	0	0	_kBlueSurfAer_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J187=K187	=J187=L187	=J187=M187	Parameter	Reaeration	-1	Reaeration_reduction_coeff_for_surface_blue																																														1		cThetAer	PARM	
"=IF(COUNTBLANK(A189)<1,ROW()-2,-1)"	0	0	0	0	_cVSetIM_	_m_*_d_^-1	0	0	1	1	1	1	=J188=K188	=J188=L188	=J188=M188	Parameter	Sedimentation	-1	Max_sedimentation_velocity_of_inert_org_matter_(10)																																														1		cVSetIM	PARM	
"=IF(COUNTBLANK(A190)<1,ROW()-2,-1)"	0	0	0	0	_cVSetDet_	_m_*_d_^-1	0	0	0.25	0.25	0.25	0.25	=J189=K189	=J189=L189	=J189=M189	Parameter	Sedimentation	-1	Max_sedimentation_velocity_of_detritus																																														1		cVSetDe	PARM	
"=IF(COUNTBLANK(A191)<1,ROW()-2,-1)"	0	0	0	0	_cThetaSet_	1^[_oC_^-1]	0	0	1.01	1.01	1.01	1.01	=J190=K190	=J190=L190	=J190=M190	Parameter	Sedimentation	-1	Temp_parameter_of_sedimentation																																														1		cThetSet	PARM	
"=IF(COUNTBLANK(A192)<1,ROW()-2,-1)"	0	0	0	0	_cSuspMin_	0	0	0	6.1	6.1	6.1	6.1	=J191=K191	=J191=L191	=J191=M191	Parameter	Sedimentation	-1	Minimum_value_of_logistic_empirical_suspended_matter_function																																														1		cSuspMn	PARM	
"=IF(COUNTBLANK(A193)<1,ROW()-2,-1)"	0	0	0	0	_cSuspMax_	0	0	0	25.2	25.2	25.2	25.2	=J192=K192	=J192=L192	=J192=M192	Parameter	Resuspension	-1	Maximum_value_of_logistic_empirical_suspended_matter_function																																														1		cSuspMx	PARM	
"=IF(COUNTBLANK(A194)<1,ROW()-2,-1)"	0	0	0	0	_cSuspSlope_	_m_	0	0	2.1	2.1	2.1	2.1	=J193=K193	=J193=L193	=J193=M193	Parameter	Resuspension	-1	Slope_of_logistic_empirical_suspended_matter_function																																														1		cSupSope	PARM	
"=IF(COUNTBLANK(A195)<1,ROW()-2,-1)"	0	0	0	0	_hDepthSusp_	_m_	0	0	2	2	2	2	=J194=K194	=J194=L194	=J194=M194	Parameter	Resuspension	-1	Half_sat_value_of_depth_in_logistic_empirical_suspended_matter_function																																														1		hDethusp	PARM	
"=IF(COUNTBLANK(A196)<1,ROW()-2,-1)"	0	0	0	0	_cFetchRef_	_m_	0	0	1000	1000	1000	1000	=J195=K195	=J195=L195	=J195=M195	Parameter	Resuspension	-1	Reference_fetch																																														1		cFetcRef	PARM	
"=IF(COUNTBLANK(A197)<1,ROW()-2,-1)"	0	0	0	0	_fLutumRef_	0	0	0	0.2	0.2	0.2	0.2	=J196=K196	=J196=L196	=J196=M196	Parameter	Resuspension	-1	Reference_lutum_fraction_(of_sandy_clay_soils)																																														1		fLutuRef	PARM	
"=IF(COUNTBLANK(A198)<1,ROW()-2,-1)"	0	0	0	0	_cSuspRef_	_gDW_*_m_^-2*_d_^-1	0	0	0.5	0.5	0.5	0.5	=J197=K197	=J197=L197	=J197=M197	Parameter	Resuspension	-1	Reference_supsended_matter_function																																														1		cSuspRef	PARM	
"=IF(COUNTBLANK(A199)<1,ROW()-2,-1)"	0	0	0	0	_kVegResus_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J198=K198	=J198=L198	=J198=M198	Parameter	Resuspension	-1	Rel_resuspension_reduction_per_g_vegetation																																														1		kVResus	PARM	
"=IF(COUNTBLANK(A200)<1,ROW()-2,-1)"	0	0	0	0	_kTurbFish_	_gDW_*_gDW_^-1*_d_^-1	0	0	1	1	1	1	=J199=K199	=J199=L199	=J199=M199	Parameter	Resuspension	-1	Relative_resuspension_by_adult_fish_browsing																																														1		kTurbish	PARM	
"=IF(COUNTBLANK(A201)<1,ROW()-2,-1)"	0	0	0	0	_kResusPhytMax_	_d_^-1	0	0	0.25	0.25	0.25	0.25	=J200=K200	=J200=L200	=J200=M200	Parameter	Resuspension	-1	Max_phytopl_resuspension																																														1		kResuPMx	PARM	
"=IF(COUNTBLANK(A202)<1,ROW()-2,-1)"	0	0	0	0	_cResusPhytExp_	_gDW_^-1*_m_^2*_d_^1	0	0	-0.379	-0.379	-0.379	-0.379	=J201=K201	=J201=L201	=J201=M201	Parameter	Resuspension	-1	Exp_par_for_phytopl_resuspension																																														1		cReusExp	PARM	
"=IF(COUNTBLANK(A203)<1,ROW()-2,-1)"	0	0	0	0	_cThetaMinW_	0	0	0	1.07	1.07	1.07	1.07	=J202=K202	=J202=L202	=J202=M202	Parameter	Mineralzation	-1	Expon_temp_constant_of_mineralization_in_water																																														1		cThetMnW	PARM	
"=IF(COUNTBLANK(A204)<1,ROW()-2,-1)"	0	0	0	0	_kDMinDetW_	_d_^-1	0	0	0.01	0.01	0.01	0.01	=J203=K203	=J203=L203	=J203=M203	Parameter	Mineralzation	-1	Decomposition_constant_of_detritus																																														1		kDMnDeW	PARM	
"=IF(COUNTBLANK(A205)<1,ROW()-2,-1)"	0	0	0	0	_hO2BOD_	_gO2_*_m_^-3	0	0	1	1	1	1	=J204=K204	=J204=L204	=J204=M204	Parameter	Mineralzation	-1	Half-sat_oxygen_conc_for_BOD																																														1		hO2BOD	PARM	
"=IF(COUNTBLANK(A206)<1,ROW()-2,-1)"	0	0	0	0	_O2PerNO3_	0	0	0	1.5	1.5	1.5	1.5	=J205=K205	=J205=L205	=J205=M205	Parameter	Mineralzation	-1	Mol_O2_formed_per_mol_NO3-_ammonified																																														1		O2PerNO3	PARM	
"=IF(COUNTBLANK(A207)<1,ROW()-2,-1)"	0	0	0	0	_cThetaMinS_	0	0	0	1.07	1.07	1.07	1.07	=J206=K206	=J206=L206	=J206=M206	Parameter	Mineralzation	-1	Expon_temp_constant_of_sediment_mineralization																																														1		cThetMnS	PARM	
"=IF(COUNTBLANK(A208)<1,ROW()-2,-1)"	0	0	0	0	_kDMinDetS_	_d_^-1	0	0	0.002	0.002	0.002	0.002	=J207=K207	=J207=L207	=J207=M207	Parameter	Mineralzation	-1	Decomposition_constant_of_sediment_detritus																																														1		kDMnDeS	PARM	
"=IF(COUNTBLANK(A209)<1,ROW()-2,-1)"	0	0	0	0	_fRefrDetS_	0	0	0	0.15	0.15	0.15	0.15	=J208=K208	=J208=L208	=J208=M208	Parameter	Denitrification	-1	Refractory_fraction_of_sed_detritus																																														1		fRefrDeS	PARM	
"=IF(COUNTBLANK(A210)<1,ROW()-2,-1)"	0	1	0	0	_cNfixMaxBlue_	_ugN_*_mgChl_^-1*_d_^-1	0	0	60	60	60	60	=J209=K209	=J209=L209	=J209=M209	Parameter	Nitrogen_fixation	-1	Nitrogen_fixation_rate_at_light_saturation_of_Blue_greens																																														1		fRefrDeS	PARM	
"=IF(COUNTBLANK(A211)<1,ROW()-2,-1)"	0	1	0	0	_cNfixDarkBlue_	_ugN_*_mgChl_^-1*_d_^-1	0	0	9.5	9.5	9.5	9.5	=J210=K210	=J210=L210	=J210=M210	Parameter	Nitrogen_fixation	-1	Nitrogen_fixation_rate_in_the_dark_of_Blue_greens																																																		
"=IF(COUNTBLANK(A212)<1,ROW()-2,-1)"	0	1	0	0	_cAlphNfix_	(_J_*_m_^-2*_s_^-1)^-1	0	0	0.036	0.036	0.036	0.036	=J211=K211	=J211=L211	=J211=M211	Parameter	Nitrogen_fixation	-1	Slope_of_nitrogen_fixation_and_light_curve																																																		
"=IF(COUNTBLANK(A213)<1,ROW()-2,-1)"	0	0	0	0	_hNO3Denit_	_gN_*_m_^-3	0	0	2	2	2	2	=J212=K212	=J212=L212	=J212=M212	Parameter	Denitrification	-1	Quadratic_half-sat_NO3_conc_for_denitrification																																														1		hNO3Dnit	PARM	
"=IF(COUNTBLANK(A214)<1,ROW()-2,-1)"	0	0	0	0	_NO3PerC_	0	0	0	0.8	0.8	0.8	0.8	=J213=K213	=J213=L213	=J213=M213	Parameter	Denitrification	-1	Mol_NO3_denitrified_per_mol_C_mineralised																																														1		NO3PerC	PARM	
"=IF(COUNTBLANK(A215)<1,ROW()-2,-1)"	0	0	0	0	_kDMinHum_	_d_^-1	0	0	0.00001	0.00001	0.00001	0.00001	=J214=K214	=J214=L214	=J214=M214	Parameter	Mineralzation	-1	Maximum_decomposition_constant_of_humic_material_(1D-5)																																														1		kDMnHum	PARM	
"=IF(COUNTBLANK(A216)<1,ROW()-2,-1)"	0	0	0	0	_kNitrW_	_d_^-1	0	0	0.1	0.1	0.1	0.1	=J215=K215	=J215=L215	=J215=M215	Parameter	Nitrification	-1	Nitrification_rate_constant_in_water																																														1		kNitrW	PARM	
"=IF(COUNTBLANK(A217)<1,ROW()-2,-1)"	0	0	0	0	_kNitrS_	_d_^-1	0	0	1	1	1	1	=J216=K216	=J216=L216	=J216=M216	Parameter	Nitrification	-1	Nitrification_rate_constant_in_sediment																																														1		kNitrS	PARM	
"=IF(COUNTBLANK(A218)<1,ROW()-2,-1)"	0	0	0	0	_cThetaNitr_	_oC_	0	0	1.08	1.08	1.08	1.08	=J217=K217	=J217=L217	=J217=M217	Parameter	Nitrification	-1	Temperature_coefficient_of_nitrification																																														1		cThtaitr	PARM	
"=IF(COUNTBLANK(A219)<1,ROW()-2,-1)"	0	0	0	0	_O2PerNH4_	0	0	0	2	2	2	2	=J218=K218	=J218=L218	=J218=M218	Parameter	Nitrification	-1	Mol_O2_used_per_mol_NH4+_nitrified																																														1		O2PerNH4	PARM	
"=IF(COUNTBLANK(A220)<1,ROW()-2,-1)"	0	0	0	0	_hO2Nitr_	_gO2_*_m_^-3	0	0	2	2	2	2	=J219=K219	=J219=L219	=J219=M219	Parameter	Nitrification	-1	Half-sat_O2_conc_for_nitrification_in_water																																														1		hO2Nitr	PARM	
"=IF(COUNTBLANK(A221)<1,ROW()-2,-1)"	0	0	0	0	_kPDifPO4_	_m_^2*_d_^-1	0	0	0.000072	0.000072	0.000072	0.000072	=J220=K220	=J220=L220	=J220=M220	Parameter	Diffusion	-1	Mol_PO4_diffusion_constant																																														1		kPDifPO4	PARM	
"=IF(COUNTBLANK(A222)<1,ROW()-2,-1)"	0	0	0	0	_kNDifNO3_	_m_^2*_d_^-1	0	0	0.000086	0.000086	0.000086	0.000086	=J221=K221	=J221=L221	=J221=M221	Parameter	Diffusion	-1	Mol_NO3_diffusion_constant																																														1		kNDifNO3	PARM	
"=IF(COUNTBLANK(A223)<1,ROW()-2,-1)"	0	0	0	0	_kNDifNH4_	_m_^2*_d_^-1	0	0	0.000112	0.000112	0.000112	0.000112	=J222=K222	=J222=L222	=J222=M222	Parameter	Diffusion	-1	Mol_NH4_diffusion_constant																																														1		kNDifNH4	PARM	
"=IF(COUNTBLANK(A224)<1,ROW()-2,-1)"	0	0	0	0	_kO2Dif_	_m_^2*_d_^-1	0	0	0.000026	0.000026	0.000026	0.000026	=J223=K223	=J223=L223	=J223=M223	Parameter	Diffusion	-1	Mol_O2_diffusion_constant																																														1		kO2Dif	PARM	
"=IF(COUNTBLANK(A225)<1,ROW()-2,-1)"	0	0	0	0	_cThetaDif_	_oC_	0	0	1.02	1.02	1.02	1.02	=J224=K224	=J224=L224	=J224=M224	Parameter	Diffusion	-1	Temperature_coefficient_for_diffusion																																														1		cThetDif	PARM	
"=IF(COUNTBLANK(A226)<1,ROW()-2,-1)"	0	0	0	0	_fDepthDifS_	0	0	0	0.5	0.5	0.5	0.5	=J225=K225	=J225=L225	=J225=M225	Parameter	Diffusion	-1	Nutrient_diffusion_distance_as_fraction_of_sediment_depth																																														1		fDethifS	PARM	
"=IF(COUNTBLANK(A227)<1,ROW()-2,-1)"	0	0	0	0	_cTurbDifNut_	0	0	0	5	5	5	5	=J226=K226	=J226=L226	=J226=M226	Parameter	Diffusion	-1	Bioturbation_factor_for_diffusion																																														1		cTubDNut	PARM	
"=IF(COUNTBLANK(A228)<1,ROW()-2,-1)"	0	0	0	0	_cTurbDifO2_	0	0	0	5	5	5	5	=J227=K227	=J227=L227	=J227=M227	Parameter	Diffusion	-1	Bioturbation_factor_for_diffusion																																														1		cTubDfO2	PARM	
"=IF(COUNTBLANK(A229)<1,ROW()-2,-1)"	0	0	0	0	_kPSorp_	_d_^-1	0	0	0.05	0.05	0.05	0.05	=J228=K228	=J228=L228	=J228=M228	Parameter	Sorption	-1	P_sorption_rate_constant_not_too_high_->_model_speed																																														1		kPSorp	PARM	
"=IF(COUNTBLANK(A230)<1,ROW()-2,-1)"	0	0	0	0	_cRelPAdsD_	_gP_*_gDW_^-1	0	0	0.00003	0.00003	0.00003	0.00003	=J229=K229	=J229=L229	=J229=M229	Parameter	Sorption	-1	Max_P_adsorption_per_g_DW																																														1		cRelPdsD	PARM	
"=IF(COUNTBLANK(A231)<1,ROW()-2,-1)"	0	0	0	0	_cRelPAdsFe_	_gP_*_gFe_^-1	0	0	0.065	0.065	0.065	0.065	=J230=K230	=J230=L230	=J230=M230	Parameter	Sorption	-1	Max_P_adsorption_per_g_Fe																																														1		cRePAsFe	PARM	
"=IF(COUNTBLANK(A232)<1,ROW()-2,-1)"	0	0	0	0	_cRelPAdsAl_	_gP_*_gAl_^-1	0	0	0.134	0.134	0.134	0.134	=J231=K231	=J231=L231	=J231=M231	Parameter	Sorption	-1	Max_P_adsorption_per_g_Al																																														1		cRePAsAl	PARM	
"=IF(COUNTBLANK(A233)<1,ROW()-2,-1)"	0	0	0	0	_cKPAdsOx_	_m_^3*_gP_^-1	0	0	0.6	0.6	0.6	0.6	=J232=K232	=J232=L232	=J232=M232	Parameter	Sorption	-1	P_adsorption_affinity_at_oxidized_conditions																																														1		cKPAdsOx	PARM	
"=IF(COUNTBLANK(A234)<1,ROW()-2,-1)"	0	0	0	0	_fRedMax_	0	0	0	0.9	0.9	0.9	0.9	=J233=K233	=J233=L233	=J233=M233	Parameter	Sorption	-1	Max_reduction_factor_of_P_adsorption_affinity																																														1		fRedMx	PARM	
"=IF(COUNTBLANK(A235)<1,ROW()-2,-1)"	0	0	0	0	_coPO4Max_	_gP_*_m_^-3	0	0	1	1	1	1	=J234=K234	=J234=L234	=J234=M234	Parameter	Sorption	-1	Max_SRP_conc_in_pore_water																																														1		coPO4Mx	PARM	
"=IF(COUNTBLANK(A236)<1,ROW()-2,-1)"	0	0	0	0	_kPChemPO4_	_m_*_d_^-1	0	0	0.03	0.03	0.03	0.03	=J235=K235	=J235=L235	=J235=M235	Parameter	Sorption	-1	Chem_PO4_loss_rate																																														1		kPChePO4	PARM	
"=IF(COUNTBLANK(A237)<1,ROW()-2,-1)"	0	0	0	0	_cDayManVeg1_	_d_	0	0	-9999000	-9999000	-9999000	-9999000	=J236=K236	=J236=L236	=J236=M236	Input_factor	Mowing	-1	First_mowing_day_(default_non-existent)																																														0		cDayMnV1	PARM	
"=IF(COUNTBLANK(A238)<1,ROW()-2,-1)"	0	0	0	0	_cDayManVeg2_	_d_	0	0	-9999000	-9999000	-9999000	-9999000	=J237=K237	=J237=L237	=J237=M237	Input_factor	Mowing	-1	Second_mowing_day_(Note_259_=_16_Sep)																																														0		cDayMnV2	PARM	
"=IF(COUNTBLANK(A239)<1,ROW()-2,-1)"	0	0	0	0	_fManVeg_	0	0	0	0	0	0	0	=J238=K238	=J238=L238	=J238=M238	Input_factor	Mowing	-1	Fraction_removed_by_management_for_submerged_plants																																														0		fManV	PARM	
"=IF(COUNTBLANK(A240)<1,ROW()-2,-1)"	0	0	0	0	_cLengMan_	_d_	0	0	10	10	10	10	=J239=K239	=J239=L239	=J239=M239	Input_factor	Mowing	-1	Length_of_mowing_period																																														0		cLengMan	PARM	
"=IF(COUNTBLANK(A241)<1,ROW()-2,-1)"	0	0	0	0	_cYearStartBirds_	_y_	0	0	0	0	0	0	=J240=K240	=J240=L240	=J240=M240	Input_factor	Birds	-1	First_year_of_birds_presence																																														0		cYetards	PARM	
"=IF(COUNTBLANK(A242)<1,ROW()-2,-1)"	0	0	0	0	_cDayStartBirds_	_d_	0	0	46	46	46	46	=J241=K241	=J241=L241	=J241=M241	Input_factor	Birds	-1	Yearly_first_day_of_birds_presence																																														0		cDaarrds	PARM	
"=IF(COUNTBLANK(A243)<1,ROW()-2,-1)"	0	0	0	0	_cDayEndBirds_	_d_	0	0	288	288	288	288	=J242=K242	=J242=L242	=J242=M242	Input_factor	Birds	-1	Yearly_last_day_of_birds_presence																																														0		cDandrds	PARM	
"=IF(COUNTBLANK(A244)<1,ROW()-2,-1)"	0	0	0	0	_cBirdsPerha_	_coot_*_ha_^-1	0	0	0	0	0	0	=J243=K243	=J243=L243	=J243=M243	Input_factor	Birds	-1	Number_of_birds_per_ha_vegetated_lake_(Default_=_0)																																														0		cBidsrha	PARM	
"=IF(COUNTBLANK(A245)<1,ROW()-2,-1)"	0	0	0	0	_cDGrazPerBird_	_gDW_*_coot_^-1*_d_^-1	0	0	45	45	45	45	=J244=K244	=J244=L244	=J244=M244	Parameter	Birds	-1	Daily_grazing_of_birds																																														1		cDGzPird	PARM	
"=IF(COUNTBLANK(A246)<1,ROW()-2,-1)"	0	0	0	0	_hDVegBird_	_gDW_*_m_^-2	0	0	5	5	5	5	=J245=K245	=J245=L245	=J245=M245	Parameter	Birds	-1	Half-sat_vegetation_biomassfor_birds_grazing																																														1		hDVBird	PARM	
"=IF(COUNTBLANK(A247)<1,ROW()-2,-1)"	0	0	0	0	_fDAssBird_	0	0	0	0.5	0.5	0.5	0.5	=J246=K246	=J246=L246	=J246=M246	Parameter	Birds	-1	Birds_assim_efficiency																																														1		fDAssird	PARM	
"=IF(COUNTBLANK(A248)<1,ROW()-2,-1)"	0	0	0	0	_fDissEgesBird_	0	0	0	0.25	0.25	0.25	0.25	=J247=K247	=J247=L247	=J247=M247	Parameter	Birds	-1	Fraction_dissolved_nutrient_of_coot_egestion																																														1		fDiEgird	PARM	
"=IF(COUNTBLANK(A249)<1,ROW()-2,-1)"	0	0	0	0	_fDissMortVeg_	0	0	0	0.25	0.25	0.25	0.25	=J248=K248	=J248=L248	=J248=M248	Parameter	Vegetation	-1	Fraction_dissolved_nutrients_from_died_plants																																														1		fDissMV	PARM	
"=IF(COUNTBLANK(A250)<1,ROW()-2,-1)"	0	0	0	0	_cLengAllo_	_d_	0	0	15	15	15	15	=J249=K249	=J249=L249	=J249=M249	Parameter	Vegetation	-1	Duration_of_allocation_and_reallocation_phase																																														1		cLengllo	PARM	
"=IF(COUNTBLANK(A251)<1,ROW()-2,-1)"	0	0	0	0	_cLengMort_	_d_	0	0	15	15	15	15	=J250=K250	=J250=L250	=J250=M250	Parameter	Vegetation	-1	Duration_of_autumn_mortality_period																																														1		cLengM	PARM	
"=IF(COUNTBLANK(A252)<1,ROW()-2,-1)"	0	0	0	0	_UseEmpUpt_	0	0	0	0	0	0	0	=J251=K251	=J251=L251	=J251=M251	Switch	Vegetation	-1	False_=_do_not_use_this_empirical_relation																																														1		UseEmpU	PARM	
"=IF(COUNTBLANK(A253)<1,ROW()-2,-1)"	0	0	0	0	_fSedUptVegMax_	0	0	0	0.998	0.998	0.998	0.998	=J252=K252	=J252=L252	=J252=M252	Parameter	Vegetation	-1	Maximum_sediment_fraction_of_nutrient_uptake																																														1		fSedUVMx	PARM	
"=IF(COUNTBLANK(A254)<1,ROW()-2,-1)"	0	0	0	0	_fSedUptVegCoef_	0	0	0	2.66	2.66	2.66	2.66	=J253=K253	=J253=L253	=J253=M253	Parameter	Vegetation	-1	Sigm_regr_coeff_for_sediment_fraction_of_nutrient_uptake																																														1		fSeUVoef	PARM	
"=IF(COUNTBLANK(A255)<1,ROW()-2,-1)"	0	0	0	0	_fSedUptVegExp_	0	0	0	-0.83	-0.83	-0.83	-0.83	=J254=K254	=J254=L254	=J254=M254	Parameter	Vegetation	-1	Exponent_in_sigm_regr_for_sediment_fraction_of_nutrient_uptake																																														1		fSedUExp	PARM	
"=IF(COUNTBLANK(A256)<1,ROW()-2,-1)"	0	0	0	0	_fRootVegSum_	_gDW_*_gDW_^-1	0	0	0.1	0.1	0.1	0.1	=J255=K255	=J255=L255	=J255=M255	Parameter	Vegetation	-1	Root_fraction_outside_growing_season																																														1		fRVSum	PARM	
"=IF(COUNTBLANK(A257)<1,ROW()-2,-1)"	0	0	0	0	_fRootVegWin_	_gDW_*_gDW_^-1	0	0	0.6	0.6	0.6	0.6	=J256=K256	=J256=L256	=J256=M256	Parameter	Vegetation	-1	Root_fraction_outside_growing_season																																														1		fRVWin	PARM	
"=IF(COUNTBLANK(A258)<1,ROW()-2,-1)"	0	0	0	0	_fFloatVeg_	_gDW_*_gDW_^-1	0	0	0	0	0	0	=J257=K257	=J257=L257	=J257=M257	Parameter	Vegetation	-1	Floating_fraction_of_shoot																																														1		fFloatV	PARM	
"=IF(COUNTBLANK(A259)<1,ROW()-2,-1)"	0	0	0	0	_fEmergVeg_	_gDW_*_gDW_^-1	0	0	0	0	0	0	=J258=K258	=J258=L258	=J258=M258	Parameter	Vegetation	-1	Emergent_fraction_of_shoot																																														1		fEmergV	PARM	
"=IF(COUNTBLANK(A260)<1,ROW()-2,-1)"	0	0	0	0	_cVegHeight_	_m_	0	0	5	5	5	5	=J259=K259	=J259=L259	=J259=M259	Parameter	Vegetation	-1	Height_of_vegetation																																														1		cVHeight	PARM	
"=IF(COUNTBLANK(A261)<1,ROW()-2,-1)"	0	0	0	0	_fDepth1Veg_	0	0	0	0	0	0	0	=J260=K260	=J260=L260	=J260=M260	Parameter	Vegetation	-1	Max_upper_depth_of_submerged_veget_layer_as_fraction_of_water_depth																																														1		fDepth1V	PARM	
"=IF(COUNTBLANK(A262)<1,ROW()-2,-1)"	0	0	0	0	_fDepth2Veg_	0	0	0	1	1	1	1	=J261=K261	=J261=L261	=J261=M261	Parameter	Vegetation	-1	Max_lower_depth_of_submerged_veget_layer_as_fraction_of_water_depth																																														1		fDepth2V	PARM	
"=IF(COUNTBLANK(A263)<1,ROW()-2,-1)"	0	0	0	0	_cDLayerVeg_	_gDW_*_m_^-2	0	0	0	0	0	0	=J262=K262	=J262=L262	=J262=M262	Parameter	Vegetation	-1	Biomass_of_a_single_layer_floating_leaves																																														1		cDLayerV	PARM	
"=IF(COUNTBLANK(A264)<1,ROW()-2,-1)"	0	0	0	0	_cCovSpVeg_	_gDW_^-1*_m_^2	0	0	0.5	0.5	0.5	0.5	=J263=K263	=J263=L263	=J263=M263	Parameter	Vegetation	-1	Specific_cover																																														1		cCovSpV	PARM	
"=IF(COUNTBLANK(A265)<1,ROW()-2,-1)"	0	0	0	0	_kMigrVeg_	_d_^-1	0	0	0.001	0.001	0.001	0.001	=J264=K264	=J264=L264	=J264=M264	Parameter	Vegetation	-1	Vegetation_migration_rate																																														1		kMigrV	PARM	
"=IF(COUNTBLANK(A266)<1,ROW()-2,-1)"	0	0	0	0	_cDVegIn_	_gDW_*_m_^-2	0	0	1	1	1	1	=J265=K265	=J265=L265	=J265=M265	Parameter	Vegetation	-1	External_vegetation_density																																														1		cDVIn	PARM	
"=IF(COUNTBLANK(A267)<1,ROW()-2,-1)"	0	0	0	0	_cTmInitVeg_	_oC_	0	0	9	9	9	9	=J266=K266	=J266=L266	=J266=M266	Parameter	Vegetation	-1	Temperature_for_initial_growth																																														1		cTMnitV	PARM	
"=IF(COUNTBLANK(A268)<1,ROW()-2,-1)"	0	0	0	0	_cDCarrVeg_	_gDW_*_m_^-2	0	0	400	400	400	400	=J267=K267	=J267=L267	=J267=M267	Parameter	Vegetation	-1	Max_vegetation_standing_crop																																														1		cDCarrV	PARM	
"=IF(COUNTBLANK(A269)<1,ROW()-2,-1)"	0	0	0	0	_cMuMaxVeg_	_gDW_*_gDW_^-1*_d_^-1	0	0	0.2	0.2	0.2	0.2	=J268=K268	=J268=L268	=J268=M268	Parameter	Vegetation	-1	Maximum_growth_rate_of_vegetation_at_20oC																																														1		cMuMxV	PARM	
"=IF(COUNTBLANK(A270)<1,ROW()-2,-1)"	0	0	0	0	_cQ10ProdVeg_	0	0	0	1.2	1.2	1.2	1.2	=J269=K269	=J269=L269	=J269=M269	Parameter	Vegetation	-1	Temperature_quotient_of_production																																														1		cQ10PodV	PARM	
"=IF(COUNTBLANK(A271)<1,ROW()-2,-1)"	0	0	0	0	_hLRefVeg_	_J_*_s_^-1*_m_^-2	0	0	13	13	13	13	=J270=K270	=J270=L270	=J270=M270	Parameter	Vegetation	-1	Half-sat_light_at_20_oC																																														1		hLRefV	PARM	
"=IF(COUNTBLANK(A272)<1,ROW()-2,-1)"	0	0	0	0	_cExtSpVeg_	_m_^2*_gDW_^-1	0	0	0.01	0.01	0.01	0.01	=J271=K271	=J271=L271	=J271=M271	Parameter	Vegetation	-1	Specific_extinction_of_vegetation																																														1		cExtSpV	PARM	
"=IF(COUNTBLANK(A273)<1,ROW()-2,-1)"	0	0	0	0	_kDRespVeg_	_d_^-1	0	0	0.016	0.016	0.016	0.016	=J272=K272	=J272=L272	=J272=M272	Parameter	Vegetation	-1	Dark_respiration_rate_of_vegetation																																														1		kDRespV	PARM	
