RunId	Time	_sNH4S_	_sNO3S_	_sPO4S_	_sDBlueS_	_sDVeg_	_sNH4WEpi_	_sNO3WEpi_	_sPO4WEpi_	_sO2WEpi_	_sDDetWEpi_	_sDDiatWEpi_	_sDGrenWEpi_	_sDBlueWEpi_	_sDZooEpi_	_sDBlueSurf_	_aLPARBotSurf_	_aLPARBotEpiOpen_	_aLPARBotEpi_	_aLLimShootVegEpi_	_aPLimVeg_	_aNLimVeg_	_aNutLimVeg_	_aLPARAveSurf_	_aLPARAveEpi_	_aLLimBlueEpi_	_aChlaBlueEpi_	_aLLimBlueSurf_	_aRepLLimBlue_	_aChlaBlueSurf_	_oChlaBlueW_	_oChlaBlue_	_rNDBlueSurf_	_rPDBlueSurf_	_tNUptBlueEpi_	_aPLimBlueEpi_	_aNLimBlueEpi_	_aNutLimBlueEpi_	_aPLimBlueSurf_	_aNLimBlueSurf_	_aNutLimBlueSurf_	_aRepPLimBlue_	_aRepNLimBlue_	_aRepNutLimBlue_	_tDAssBlueSurf_	_tNUptBlueSurf_	_tPUptBlueSurf_	_oChla_	_aChlaH_	_aDepthEuphW_	_oChlaMeasW_	_aDepthEuphEpi_	_aDError_	_aNError_	_aPError_	_aSiError_	_aO2Error_	-1
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
1	17885	0.0778722	0.0827545	0.00988541	0.186254	0.0534978	0.430064	1.55455	0.000978848	23.4955	7.68431	0.0227934	0.0239492	7.31378	0.202486	0.00000999193	36.2489	0.19835	0.198307	0.286207	0.998409	0.998289	0.998289	36.2489	6.92198	0.498793	73.2326	-9999	0.485134	0	36.6163	36.6163	0.146153	0.0108901	0.0245473	0.880443	0.96576	0.880443	0.856038	0.99342	-9999	0.880443	0.96576	0.866783	0	0	0	36.9285	73.857	1.76838	88.5451	1.16535	0.000000000138243	-0.00000000000488853	0.000000000000511591	-0.000000000000120792	0	-1
1	17886	0.0775539	0.0831325	0.00984554	0.182539	0.0538698	0.430742	1.57792	0.000981948	23.5579	7.6268	0.0234352	0.0243754	7.22684	0.200128	0.00000999193	36.4311	0.204793	0.204749	0.288801	0.998385	0.998269	0.998269	36.4311	6.99191	0.50039	72.3131	-9999	0.486578	0	36.1566	36.1566	0.146153	0.0108901	0.0241724	0.882278	0.965467	0.882278	0.856038	0.99342	-9999	0.882278	0.965467	0.868466	0	0	0	36.4743	72.9485	1.77758	87.369	1.1726	0.000000000138243	-0.00000000000488853	0.000000000000511591	-0.000000000000120792	0	-1
1	17887	0.0773143	0.0834048	0.0098172	0.180201	0.0541431	0.431268	1.59483	0.000986919	23.6025	7.58568	0.0239116	0.0246824	7.16377	0.198428	0.00000999193	36.5883	0.210324	0.210279	0.290963	0.998379	0.998263	0.998263	36.5884	7.0516	0.501706	71.5939	-9999	0.487774	0	35.7969	35.7969	0.146153	0.0108901	0.0238835	0.883696	0.96524	0.883696	0.856038	0.99342	-9999	0.883696	0.965241	0.869763	0	0	0	36.1189	72.2378	1.78528	86.4449	1.17861	0.000000000145519	-0.00000000000483169	0.000000000000504485	-0.000000000000120792	0	-1
1	17888	0.0770666	0.0836796	0.00978908	0.178044	0.054424	0.431832	1.61198	0.000992279	23.6473	7.54441	0.0244093	0.0249942	7.09979	0.19671	0.00000999193	36.7636	0.21643	0.216383	0.293294	0.998376	0.998258	0.998258	36.7636	7.11728	0.503097	70.8573	-9999	0.48904	0	35.4287	35.4287	0.146153	0.0108901	0.0235925	0.885142	0.965009	0.885142	0.856038	0.99342	-9999	0.885142	0.965009	0.871084	0	0	0	35.755	71.51	1.79356	85.4956	1.18504	0.000000000145519	-0.00000000000483169	0.00000000000049738	-0.000000000000119016	0	-1
1	17889	0.0766356	0.0841485	0.00974097	0.174687	0.0549162	0.432869	1.64144	0.00100197	23.723	7.47453	0.0253095	0.0255347	6.98999	0.193771	0.00000999193	37.1043	0.22809	0.22804	0.297616	0.998369	0.998249	0.998249	37.1043	7.24235	0.505574	69.5799	-9999	0.491294	0	34.79	34.79	0.146153	0.0108901	0.0231013	0.887643	0.964599	0.887643	0.856038	0.99342	-9999	0.887643	0.964599	0.873362	0	0	0	35.124	70.248	1.8088	83.8435	1.1968	0.000000000138243	-0.00000000000477485	0.00000000000049738	-0.00000000000011724	0	-1
1	17890	0.0764139	0.0843878	0.00971715	0.173082	0.0551739	0.433431	1.65656	0.00100716	23.7613	7.43914	0.0257991	0.0258165	6.93376	0.192269	0.00000999193	37.2962	0.234535	0.234484	0.299941	0.998365	0.998244	0.998244	37.2963	7.31139	0.506845	68.9324	-9999	0.49245	0	34.4662	34.4662	0.146153	0.0108901	0.0228594	0.888911	0.964385	0.888911	0.856038	0.99342	-9999	0.888911	0.964385	0.874515	0	0	0	34.8043	69.6086	1.8169	83.0038	1.20304	0.000000000145519	-0.00000000000477485	0.00000000000049738	-0.000000000000119016	0	-1
1	17891	0.0762095	0.0846081	0.00969497	0.171649	0.0554154	0.433967	1.67054	0.0010121	23.7963	7.40673	0.0262711	0.0260805	6.88193	0.190885	0.00000999193	37.487	0.240859	0.240806	0.302185	0.998361	0.998239	0.998239	37.4871	7.37908	0.508027	68.3308	-9999	0.493522	0	34.1654	34.1654	0.146153	0.0108901	0.0226391	0.89009	0.964182	0.89009	0.856038	0.99342	-9999	0.89009	0.964182	0.875585	0	0	0	34.5073	69.0146	1.82464	82.2226	1.20898	0.000000000145519	-0.00000000000466116	0.00000000000049738	-0.000000000000119016	0	-1
1	17892	0.0758344	0.0850142	0.00965423	0.16909	0.055871	0.43499	1.69643	0.0010216	23.8603	7.34751	0.0272015	0.0265807	6.7864	0.188335	0.00000999193	37.8685	0.253278	0.253221	0.306491	0.998353	0.998229	0.998229	37.8686	7.51196	0.510171	67.2327	-9999	0.495461	0	33.6163	33.6163	0.146153	0.0108901	0.0222484	0.89225	0.963796	0.89225	0.856038	0.99342	-9999	0.89225	0.963796	0.87754	0	0	0	33.9657	67.9313	1.83927	80.7946	1.2202	0.000000000145519	-0.00000000000466116	0.00000000000049738	-0.00000000000011724	0	-1
1	17893	0.0756325	0.0852347	0.00963318	0.167734	0.0561243	0.435562	1.71054	0.00102696	23.8946	7.31566	0.0277439	0.0268608	6.73462	0.186952	0.00000999193	38.0902	0.260365	0.260306	0.308894	0.998348	0.998223	0.998223	38.0903	7.58778	0.511294	66.6492	-9999	0.496473	0	33.3246	33.3246	0.146153	0.0108901	0.0220469	0.893403	0.963583	0.893403	0.856038	0.99342	-9999	0.893403	0.963583	0.878581	0	0	0	33.678	67.3561	1.84729	80.035	1.22636	0.000000000145519	-0.00000000000466116	0.00000000000049738	-0.000000000000119016	0	-1
1	17894	0.0754241	0.0854642	0.00961213	0.166341	0.0563925	0.436166	1.72525	0.00103269	23.9299	7.28276	0.0283394	0.0271595	6.68086	0.185516	0.00000999193	38.3353	0.268105	0.268045	0.311476	0.998343	0.998217	0.998217	38.3354	7.6706	0.512443	66.0432	-9999	0.497503	0	33.0216	33.0216	0.146153	0.0108901	0.0218423	0.894605	0.963355	0.894605	0.856038	0.99342	-9999	0.894605	0.963355	0.879664	0	0	0	33.3795	66.7591	1.85581	79.2457	1.23288	0.000000000145519	-0.00000000000466116	0.00000000000049738	-0.000000000000119016	0	-1
1	17895	0.0752544	0.0856529	0.009594	0.165207	0.0566167	0.436668	1.73738	0.00103754	23.9586	7.25589	0.0288552	0.0274113	6.63676	0.184337	0.00000999193	38.5543	0.274943	0.274881	0.313722	0.998338	0.998211	0.998211	38.5544	7.74376	0.513393	65.5327	-9999	0.498351	0	32.7664	32.7664	0.146153	0.0108901	0.0216736	0.895621	0.963157	0.895621	0.856038	0.99342	-9999	0.895621	0.963157	0.880579	0	0	0	33.1283	66.2566	1.86313	78.5806	1.23849	0.000000000145519	-0.00000000000466116	0.00000000000049738	-0.000000000000119016	0	-1
1	17896	0.0748999	0.0860539	0.00955779	0.162827	0.0571036	0.437739	1.7632	0.00104818	24.0186	7.19948	0.0300364	0.0279665	6.5436	0.181844	0.00000999193	39.0368	0.289774	0.289708	0.318489	0.998329	0.998199	0.998199	39.0369	7.90248	0.51526	64.497	-9999	0.500005	0	32.2485	32.2485	0.146153	0.0108901	0.0213422	0.897697	0.962737	0.897697	0.856038	0.99342	-9999	0.897697	0.962737	0.882441	0	0	0	32.619	65.238	1.87836	77.2307	1.25016	0.000000000145519	-0.00000000000477485	0.000000000000483169	-0.000000000000120792	0	-1
1	17897	0.0747081	0.0862751	0.0095393	0.161528	0.057379	0.43833	1.77746	0.00105426	24.0511	7.16875	0.0307437	0.0282861	6.49254	0.180476	0.00000999193	39.3224	0.298419	0.298351	0.321204	0.998323	0.998192	0.998192	39.3225	7.99501	0.516233	63.9337	-9999	0.500859	0	31.9669	31.9669	0.146153	0.0108901	0.0211682	0.898834	0.962499	0.898834	0.856038	0.99342	-9999	0.898834	0.962499	0.88346	0	0	0	32.3424	64.6848	1.88687	76.4965	1.25668	0.000000000145519	-0.000000000004718	0.000000000000490274	-0.000000000000120792	0	-1
1	17898	0.0745576	0.0864513	0.00952359	0.1605	0.0576017	0.438796	1.78884	0.00105923	24.0765	7.14448	0.0313381	0.0285479	6.45208	0.179391	0.00000999193	39.5691	0.305815	0.305745	0.323493	0.998318	0.998186	0.998186	39.5692	8.07419	0.517004	63.4732	-9999	0.50153	0	31.7366	31.7366	0.146153	0.0108901	0.0210293	0.899769	0.962298	0.899769	0.856038	0.99342	-9999	0.899769	0.962298	0.884295	0	0	0	32.1165	64.233	1.89394	75.8964	1.26211	0.000000000145519	-0.000000000004718	0.00000000000049738	-0.000000000000119016	0	-1
1	17899	0.0742383	0.0868335	0.00949226	0.15829	0.0580958	0.439792	1.81353	0.00107032	24.1304	7.0925	0.0327322	0.0291406	6.36505	0.177056	0.00000999193	40.1148	0.321969	0.321894	0.328384	0.998307	0.998173	0.998173	40.1149	8.24716	0.518499	62.5291	-9999	0.502816	0	31.2645	31.2645	0.146153	0.0108901	0.0207547	0.9017	0.961869	0.9017	0.856038	0.99342	-9999	0.9017	0.961869	0.886016	0	0	0	31.6541	63.3081	1.90877	74.6668	1.27349	0.000000000145519	-0.00000000000483169	0.000000000000490274	-0.00000000000011724	0	-1
1	17900	0.0740632	0.0870486	0.00947635	0.157058	0.0583808	0.440338	1.82745	0.00107675	24.1599	7.06365	0.0335866	0.0294905	6.31654	0.175752	0.00000999193	40.4417	0.331521	0.331444	0.331212	0.9983	0.998165	0.998165	40.4418	8.34948	0.519272	62.007	-9999	0.50347	0	31.0035	31.0035	0.146153	0.0108901	0.020609	0.902777	0.961621	0.902777	0.856038	0.99342	-9999	0.902777	0.961621	0.886973	0	0	0	31.3989	62.7977	1.91716	73.9874	1.27993	0.000000000145519	-0.00000000000477485	0.000000000000483169	-0.000000000000119016	0	-1
1	17901	0.0739324	0.0872123	0.00946299	0.156126	0.0586011	0.440745	1.83804	0.00108177	24.1819	7.04189	0.0342736	0.0297653	6.27987	0.174767	0.00000999193	40.7122	0.339363	0.339284	0.333498	0.998295	0.998159	0.998159	40.7123	8.4335	0.519849	61.5968	-9999	0.503951	0	30.7984	30.7984	0.146153	0.0108901	0.0204977	0.903628	0.96142	0.903628	0.856038	0.99342	-9999	0.903628	0.96142	0.887729	0	0	0	31.1986	62.3972	1.92385	73.4539	1.28508	0.000000000145519	-0.000000000004718	0.000000000000483169	-0.000000000000120792	0	-1
