RunId	Time	_sNH4S_	_sNO3S_	_sPO4S_	_sDBlueS_	_sDVeg_	_sNH4WEpi_	_sNO3WEpi_	_sPO4WEpi_	_sO2WEpi_	_sDDetWEpi_	_sDDiatWEpi_	_sDGrenWEpi_	_sDBlueWEpi_	_sDZooEpi_	_sDBlueSurf_	_aLPARBotSurf_	_aLPARBotEpiOpen_	_aLPARBotEpi_	_aLLimShootVegEpi_	_aPLimVeg_	_aNLimVeg_	_aNutLimVeg_	_aLPARAveSurf_	_aLPARAveEpi_	_aLLimBlueEpi_	_aChlaBlueEpi_	_aLLimBlueSurf_	_aRepLLimBlue_	_aChlaBlueSurf_	_oChlaBlueW_	_oChlaBlue_	_rNDBlueSurf_	_rPDBlueSurf_	_tNUptBlueEpi_	_aPLimBlueEpi_	_aNLimBlueEpi_	_aNutLimBlueEpi_	_aPLimBlueSurf_	_aNLimBlueSurf_	_aNutLimBlueSurf_	_aRepPLimBlue_	_aRepNLimBlue_	_aRepNutLimBlue_	_tDAssBlueSurf_	_tNUptBlueSurf_	_tPUptBlueSurf_	_oChla_	_aChlaH_	_aDepthEuphW_	_oChlaMeasW_	_aDepthEuphEpi_	_aDError_	_aNError_	_aPError_	_aSiError_	_aO2Error_	-1
0	17895	0.0794021	0.0911705	0.0194232	0.183233	0.0769453	0.415108	1.77441	0.00132111	24.1324	6.75011	0.028172	0.0261831	7.19157	0.301851	0	38.733	0.253447	0.253369	0.309677	0.998646	0.998478	0.998478	0	7.6511	0.50718	71.4676	-9999	0.50718	0	35.7338	35.7338	0	0	0.0239083	0.929869	0.9622	0.929869	0	0	-9999	0.929869	0.9622	0.929869	0	0	0	36.0836	72.1672	1.83123	85.9141	1.21682	0.000000000531145	0.00000000000898126	0.000000000000191847	0.000000000000259348	0	-1
0	17896	0.0792417	0.0913549	0.0193871	0.181792	0.076999	0.416148	1.78627	0.00132891	24.1594	6.73085	0.0285542	0.0263027	7.13716	0.29958	0	38.9735	0.260698	0.260618	0.312111	0.998638	0.998469	0.998469	0	7.73133	0.508302	70.846	-9999	0.508302	0	35.423	35.423	0	0	0.0237177	0.93069	0.961978	0.93069	0	0	-9999	0.93069	0.961978	0.93069	0	0	0	35.7749	71.5498	1.83928	85.0993	1.22292	0.000000000523869	0.0000000000090381	0.000000000000191847	0.000000000000259348	0	-1
0	17897	0.0790708	0.0915555	0.0193499	0.180242	0.0770624	0.417255	1.79914	0.00133755	24.1882	6.71001	0.0290013	0.026442	7.07865	0.297107	0	39.2431	0.268728	0.268645	0.314765	0.998629	0.998458	0.998458	0	7.82018	0.509463	70.1885	-9999	0.509463	0	35.0943	35.0943	0	0	0.0235199	0.931566	0.961735	0.931566	0	0	-9999	0.931566	0.961735	0.931566	0	0	0	35.4486	70.8972	1.84793	84.2374	1.22948	0.000000000523869	0.00000000000909495	0.000000000000191847	0.000000000000257572	0	-1
0	17898	0.0788922	0.0917697	0.0193123	0.178606	0.0771357	0.41841	1.81285	0.00134694	24.2184	6.68786	0.029517	0.0266016	7.01693	0.294464	0	39.5442	0.277589	0.277503	0.317646	0.99862	0.998447	0.998447	0	7.91822	0.510648	69.4978	-9999	0.510648	0	34.7489	34.7489	0	0	0.0233167	0.932493	0.961472	0.932493	0	0	-9999	0.932493	0.961472	0.932493	0	0	0	35.1061	70.2121	1.85717	83.3322	1.23649	0.000000000531145	0.0000000000090381	0.000000000000198952	0.000000000000259348	0	-1
0	17899	0.0786004	0.0921312	0.0192484	0.175891	0.0772735	0.420287	1.83593	0.00136331	24.2678	6.65078	0.030485	0.0268983	6.9146	0.290004	0	40.0932	0.293494	0.293404	0.322694	0.998602	0.998428	0.998428	0	8.09415	0.512546	68.3413	-9999	0.512546	0	34.1707	34.1707	0	0	0.0229876	0.934065	0.961012	0.934065	0	0	-9999	0.934065	0.961012	0.934065	0	0	0	34.5333	69.0667	1.87301	81.8172	1.24853	0.000000000523869	0.00000000000909495	0.000000000000198952	0.000000000000259348	0	-1
0	17900	0.0784456	0.0923293	0.0192161	0.174426	0.0773567	0.421275	1.84854	0.00137251	24.2941	6.63059	0.0310725	0.0270765	6.85947	0.287561	0	40.4044	0.302393	0.302299	0.325452	0.998593	0.998417	0.998417	0	8.19252	0.513489	67.7368	-9999	0.513489	0	33.8684	33.8684	0	0	0.0228216	0.934896	0.960761	0.934896	0	0	-9999	0.934896	0.960761	0.934896	0	0	0	34.2344	68.4688	1.88147	81.0257	1.25498	0.000000000531145	0.00000000000909495	0.000000000000191847	0.000000000000259348	0	-1
0	17901	0.0782889	0.092535	0.0191847	0.172923	0.0774491	0.422269	1.86162	0.00138225	24.3207	6.60975	0.0317293	0.0272739	6.80295	0.285028	0	40.7421	0.31196	0.311863	0.328368	0.998583	0.998406	0.998406	0	8.29825	0.514416	67.1177	-9999	0.514416	0	33.5589	33.5589	0	0	0.0226561	0.935754	0.960495	0.935754	0	0	-9999	0.935754	0.960495	0.935754	0	0	0	33.9286	67.8572	1.89029	80.2156	1.2617	0.000000000531145	0.00000000000915179	0.000000000000198952	0.000000000000259348	0	-1
0	17902	0.0780363	0.0928785	0.0191311	0.170454	0.0776174	0.423848	1.88342	0.00139901	24.3635	6.57519	0.0329421	0.0276335	6.71022	0.280809	0	41.3457	0.328867	0.328765	0.333399	0.998566	0.998386	0.998386	0	8.48497	0.515851	66.0951	-9999	0.515851	0	33.0476	33.0476	0	0	0.0223939	0.937188	0.960037	0.937188	0	0	-9999	0.937188	0.960037	0.937188	0	0	0	33.4243	66.8487	1.90518	78.8786	1.27306	0.000000000531145	0.00000000000909495	0.000000000000206057	0.000000000000259348	0	-1
0	17903	0.0779009	0.0930694	0.0191042	0.169104	0.0777189	0.424679	1.89553	0.00140855	24.3865	6.55611	0.0336854	0.0278508	6.65956	0.278472	0	41.6898	0.338409	0.338303	0.336172	0.998556	0.998375	0.998375	0	8.59028	0.516555	65.5548	-9999	0.516555	0	32.7774	32.7774	0	0	0.0222614	0.937954	0.959785	0.937954	0	0	-9999	0.937954	0.959785	0.937954	0	0	0	33.1584	66.3168	1.91321	78.1729	1.2792	0.000000000531145	0.00000000000915179	0.000000000000206057	0.000000000000259348	0	-1
0	17904	0.0777614	0.0932716	0.0190781	0.16769	0.0778329	0.425522	1.90834	0.00141882	24.41	6.53601	0.0345319	0.0280955	6.6066	0.276003	0	42.0693	0.348856	0.348748	0.339157	0.998546	0.998363	0.998363	0	8.70554	0.517247	64.991	-9999	0.517247	0	32.4955	32.4955	0	0	0.022128	0.93876	0.959514	0.93876	0	0	-9999	0.93876	0.959514	0.93876	0	0	0	32.8814	65.7627	1.92173	77.4372	1.28572	0.000000000538421	0.00000000000915179	0.000000000000198952	0.000000000000261124	0	-1
0	17905	0.0776527	0.0934336	0.0190556	0.166569	0.0779291	0.426167	1.91861	0.00142725	24.4284	6.51997	0.0352577	0.0283029	6.56467	0.274031	0	42.3955	0.35778	0.357669	0.341664	0.998537	0.998353	0.998353	0	8.80396	0.517775	64.5309	-9999	0.517775	0	32.2654	32.2654	0	0	0.0220232	0.939423	0.959285	0.939423	0	0	-9999	0.939423	0.959285	0.939423	0	0	0	32.6556	65.3113	1.92879	76.8374	1.29113	0.000000000538421	0.00000000000915179	0.000000000000198952	0.000000000000261124	0	-1
0	17906	0.0774265	0.0937849	0.0190126	0.164178	0.0781535	0.427467	1.94088	0.00144592	24.4665	6.48543	0.0369911	0.02879	6.47535	0.269777	0	43.1078	0.377097	0.376979	0.346967	0.998518	0.998332	0.998332	0	9.01692	0.518739	63.5972	-9999	0.518739	0	31.7986	31.7986	0	0	0.0218226	0.940781	0.958802	0.940781	0	0	-9999	0.940781	0.958802	0.940781	0	0	0	32.1987	64.3975	1.94341	75.6222	1.30234	0.000000000545697	0.00000000000920863	0.000000000000213163	0.000000000000261124	0	-1
0	17907	0.0773054	0.0939819	0.0189923	0.16286	0.0782893	0.428134	1.95338	0.00145662	24.4867	6.46619	0.0380695	0.0290873	6.42621	0.267407	0	43.5275	0.388377	0.388255	0.349988	0.998507	0.998319	0.998319	0	9.14127	0.519197	63.088	-9999	0.519197	0	31.544	31.544	0	0	0.0217208	0.94153	0.958527	0.94153	0	0	-9999	0.94153	0.958527	0.94153	0	0	0	31.9504	63.9007	1.95156	74.9609	1.3086	0.000000000545697	0.00000000000915179	0.000000000000198952	0.000000000000262901	0	-1
0	17908	0.077215	0.0941338	0.0189743	0.161855	0.078399	0.428615	1.96302	0.00146507	24.5018	6.45142	0.0389583	0.0293291	6.3888	0.265588	0	43.8758	0.397687	0.397562	0.352441	0.998499	0.998309	0.998309	0	9.2439	0.519523	62.6862	-9999	0.519523	0	31.3431	31.3431	0	0	0.0216448	0.942125	0.958303	0.942125	0	0	-9999	0.942125	0.958303	0.942125	0	0	0	31.7548	63.5096	1.95808	74.4399	1.31361	0.000000000538421	0.00000000000926548	0.000000000000206057	0.000000000000261124	0	-1
0	17909	0.0771249	0.0942897	0.018958	0.160834	0.0785164	0.429077	1.97293	0.00147384	24.5168	6.43631	0.0399272	0.0295895	6.35083	0.263729	0	44.2293	0.407084	0.406956	0.35488	0.99849	0.998299	0.998299	0	9.34752	0.519806	62.2966	-9999	0.519806	0	31.1483	31.1483	0	0	0.021575	0.942705	0.958079	0.942705	0	0	-9999	0.942705	0.958079	0.942705	0	0	0	31.5655	63.1311	1.96448	73.9353	1.31854	0.000000000545697	0.00000000000926548	0.000000000000198952	0.000000000000262901	0	-1
0	17910	0.0769207	0.0946631	0.0189269	0.158431	0.0788184	0.430045	1.99673	0.00149526	24.5504	6.40037	0.0425058	0.0302673	6.2617	0.259314	0	45.1072	0.430221	0.430085	0.360741	0.998468	0.998275	0.998275	0	9.60283	0.520324	61.3998	-9999	0.520324	0	30.6999	30.6999	0	0	0.0214308	0.944051	0.957541	0.944051	0	0	-9999	0.944051	0.957541	0.944051	0	0	0	31.1318	62.2636	1.97952	72.7776	1.33013	0.000000000538421	0.00000000000926548	0.000000000000191847	0.000000000000264677	0	-1
0	17911	0.0768481	0.0948038	0.0189133	0.157542	0.07894	0.430355	2.00571	0.00150357	24.5623	6.38692	0.0435817	0.0305438	6.22882	0.257667	0	45.4737	0.439791	0.439652	0.363107	0.99846	0.998265	0.998265	0	9.70856	0.520471	61.053	-9999	0.520471	0	30.5265	30.5265	0	0	0.0213821	0.944577	0.957323	0.944577	0	0	-9999	0.944577	0.957323	0.944577	0	0	0	30.9649	61.9297	1.98546	72.3314	1.33471	0.000000000538421	0.00000000000932232	0.000000000000198952	0.000000000000264677	0	-1
0	17912	0.0767754	0.09495	0.0189017	0.156627	0.0790714	0.430642	2.01508	0.00151227	24.574	6.37298	0.0447685	0.0308448	6.19502	0.255965	0	45.8455	0.44945	0.449308	0.365462	0.998451	0.998255	0.998255	0	9.81537	0.520582	60.7161	-9999	0.520582	0	30.3581	30.3581	0	0	0.0213389	0.945089	0.957106	0.945089	0	0	-9999	0.945089	0.957106	0.945089	0	0	0	30.8032	61.6064	1.99129	71.899	1.33921	0.000000000538421	0.00000000000926548	0.000000000000206057	0.000000000000264677	0	-1
0	17913	0.0766167	0.0952907	0.0188808	0.154535	0.0793978	0.431167	2.03698	0.00153291	24.5994	6.3407	0.047832	0.0316033	6.11794	0.252042	0	46.7472	0.472654	0.472504	0.37099	0.99843	0.998232	0.998232	0	10.0725	0.520712	59.9573	-9999	0.520712	0	29.9787	29.9787	0	0	0.0212593	0.946251	0.956592	0.946251	0	0	-9999	0.946251	0.956592	0.946251	0	0	0	30.4411	60.8823	2.00657	70.9293	1.34956	0.000000000538421	0.00000000000932232	0.000000000000198952	0.000000000000266454	0	-1
0	17914	0.0765441	0.0954591	0.0188729	0.153521	0.0795703	0.431345	2.04786	0.00154329	24.6109	6.32485	0.049519	0.0320103	6.08073	0.250128	0	47.2158	0.484584	0.48443	0.373764	0.99842	0.99822	0.99822	0	10.2051	0.52071	59.5929	-9999	0.52071	0	29.7965	29.7965	0	0	0.0212309	0.946812	0.956332	0.946812	0	0	-9999	0.946812	0.956332	0.946812	0	0	0	30.2685	60.5369	2.01547	70.4662	1.35463	0.000000000538421	0.00000000000932232	0.000000000000198952	0.00000000000026823	0	-1
0	17915	0.0764807	0.0956148	0.0188659	0.152596	0.0797367	0.431458	2.05795	0.00155301	24.6208	6.31025	0.0511937	0.0324072	6.04686	0.248374	0	47.6671	0.495988	0.49583	0.376375	0.99841	0.998209	0.998209	0	10.3322	0.520669	59.2597	-9999	0.520669	0	29.6298	29.6298	0	0	0.0212116	0.947326	0.956087	0.947326	0	0	-9999	0.947326	0.956087	0.947326	0	0	0	30.1114	60.2228	2.02366	70.0444	1.35932	0.000000000545697	0.00000000000926548	0.000000000000206057	0.000000000000266454	0	-1
0	17916	0.0764263	0.095756	0.0188594	0.151767	0.0798936	0.431514	2.06714	0.00156192	24.6291	6.29706	0.052816	0.0327854	6.01661	0.246798	0	48.0886	0.506561	0.506399	0.378761	0.998401	0.998199	0.998199	0	10.4504	0.520599	58.9633	-9999	0.520599	0	29.4817	29.4817	0	0	0.0212003	0.947784	0.955861	0.947784	0	0	-9999	0.947784	0.955861	0.947784	0	0	0	29.9725	59.945	2.03098	69.6709	1.36354	0.000000000538421	0.00000000000926548	0.000000000000198952	0.000000000000266454	0	-1
0	17917	0.0763234	0.0960488	0.018851	0.150083	0.0802386	0.431478	2.08631	0.00158061	24.6446	6.26987	0.0565344	0.03363	5.95534	0.243577	0	48.9826	0.528719	0.528549	0.383658	0.998382	0.998177	0.998177	0	10.6992	0.520362	58.3791	-9999	0.520362	0	29.1896	29.1896	0	0	0.0211969	0.948688	0.955393	0.948688	0	0	-9999	0.948688	0.955393	0.948688	0	0	0	29.701	59.4021	2.04551	68.94	1.37201	0.000000000538421	0.00000000000920863	0.000000000000206057	0.000000000000266454	0	-1
0	17918	0.0762725	0.0962109	0.0188499	0.14917	0.0804417	0.431364	2.09699	0.00159104	24.6521	6.25491	0.0588238	0.0341357	5.92232	0.241824	0	49.4975	0.541307	0.541133	0.386381	0.998371	0.998165	0.998165	0	10.8414	0.520178	58.0681	-9999	0.520178	0	29.034	29.034	0	0	0.0212071	0.94917	0.95513	0.94917	0	0	-9999	0.94917	0.95513	0.94917	0	0	0	29.5581	59.1163	2.0533	68.5544	1.37659	0.000000000531145	0.00000000000920863	0.000000000000206057	0.00000000000026823	0	-1
0	17919	0.0762343	0.0963436	0.0188479	0.148435	0.0806146	0.431214	2.10578	0.00159965	24.6576	6.24271	0.0608351	0.0345716	5.89581	0.240408	0	49.9459	0.552159	0.551981	0.388696	0.998362	0.998155	0.998155	0	10.9646	0.519993	57.8114	-9999	0.519993	0	28.9057	28.9057	0	0	0.0212231	0.949566	0.954904	0.949566	0	0	-9999	0.949566	0.954904	0.949566	0	0	0	29.4412	58.8825	2.05975	68.2385	1.3804	0.000000000538421	0.00000000000932232	0.000000000000198952	0.000000000000266454	0	-1
0	17920	0.0761641	0.0966243	0.0188494	0.146914	0.0810023	0.43072	2.12451	0.00161794	24.6673	6.21707	0.0655535	0.0355654	5.84131	0.237468	0	50.9012	0.574914	0.574727	0.393456	0.998342	0.998133	0.998133	0	11.225	0.519537	57.3059	-9999	0.519537	0	28.6529	28.6529	0	0	0.0212781	0.950342	0.954433	0.950342	0	0	-9999	0.950342	0.954433	0.950342	0	0	0	29.2142	58.4285	2.07252	67.6236	1.38802	0.000000000538421	0.00000000000932232	0.000000000000206057	0.00000000000026823	0	-1
0	17921	0.0761326	0.0967765	0.0188537	0.14611	0.0812256	0.43034	2.13476	0.00162785	24.6714	6.20327	0.068409	0.0361489	5.81274	0.235911	0	51.4422	0.587564	0.587374	0.396051	0.998332	0.998121	0.998121	0	11.3712	0.519246	57.043	-9999	0.519246	0	28.5215	28.5215	0	0	0.0213216	0.950741	0.954171	0.950741	0	0	-9999	0.950741	0.954171	0.950741	0	0	0	29.0983	58.1966	2.07918	67.3086	1.39203	0.000000000545697	0.00000000000937916	0.000000000000198952	0.00000000000026823	0	-1
0	17922	0.0761108	0.0968994	0.0188559	0.145474	0.0814131	0.429971	2.14308	0.00163589	24.6742	6.19218	0.0708872	0.0366449	5.79021	0.234675	0	51.9066	0.598279	0.598084	0.398221	0.998323	0.998111	0.998111	0	11.496	0.518982	56.8302	-9999	0.518982	0	28.4151	28.4151	0	0	0.0213659	0.951062	0.95395	0.951062	0	0	-9999	0.951062	0.95395	0.951062	0	0	0	29.0057	58.0115	2.08459	67.0566	1.39531	0.000000000538421	0.00000000000937916	0.000000000000198952	0.00000000000026823	0	-1
0	17923	0.0760921	0.0970232	0.01886	0.144844	0.0816089	0.429538	2.15151	0.00164394	24.6764	6.18106	0.0735546	0.0371687	5.76804	0.233451	0	52.3723	0.608881	0.608682	0.400345	0.998314	0.998101	0.998101	0	11.6205	0.518706	56.6282	-9999	0.518706	0	28.3141	28.3141	0	0	0.0214167	0.951363	0.95373	0.951363	0	0	-9999	0.951363	0.95373	0.951363	0	0	0	28.9191	57.8383	2.08974	66.8203	1.39844	0.000000000545697	0.00000000000937916	0.000000000000206057	0.00000000000026823	0	-1
0	17924	0.0760632	0.0973057	0.0188769	0.14345	0.0820839	0.428298	2.17096	0.00166213	24.6792	6.15588	0.0803793	0.0384651	5.71954	0.230739	0	53.4723	0.633317	0.633109	0.405157	0.998293	0.998078	0.998078	0	11.9116	0.518018	56.1942	-9999	0.518018	0	28.0971	28.0971	0	0	0.021562	0.951995	0.95322	0.951995	0	0	-9999	0.951995	0.95322	0.951995	0	0	0	28.7384	57.4767	2.10079	66.325	1.40521	0.000000000545697	0.00000000000926548	0.000000000000213163	0.000000000000270006	0	-1
0	17925	0.0760574	0.0974184	0.018883	0.142913	0.0822851	0.427695	2.1788	0.00166932	24.6795	6.14592	0.0834279	0.0390254	5.70108	0.229694	0	53.951	0.643666	0.643454	0.407162	0.998284	0.998069	0.998069	0	12.037	0.517708	56.0235	-9999	0.517708	0	28.0117	28.0117	0	0	0.0216362	0.952236	0.953002	0.952236	0	0	-9999	0.952236	0.953002	0.952236	0	0	0	28.6698	57.3395	2.10514	66.136	1.40789	0.000000000545697	0.00000000000932232	0.000000000000206057	0.000000000000271783	0	-1
0	17926	0.076055	0.097533	0.0188915	0.142379	0.0824971	0.427012	2.18683	0.00167652	24.6792	6.13586	0.0867434	0.0396226	5.6829	0.228657	0	54.4323	0.653883	0.653668	0.409124	0.998275	0.998059	0.998059	0	12.1622	0.517393	55.8624	-9999	0.517393	0	27.9312	27.9312	0	0	0.0217174	0.952457	0.952785	0.952457	0	0	-9999	0.952457	0.952785	0.952457	0	0	0	28.6068	57.2136	2.10923	65.9618	1.41043	0.000000000545697	0.00000000000926548	0.000000000000206057	0.000000000000270006	0	-1
0	17927	0.076057	0.0976625	0.0189035	0.141792	0.0827461	0.426149	2.19597	0.00168452	24.6783	6.12456	0.0907803	0.0403335	5.6631	0.227515	0	54.9845	0.665366	0.665146	0.41131	0.998265	0.998048	0.998048	0	12.3048	0.517028	55.6904	-9999	0.517028	0	27.8452	27.8452	0	0	0.0218188	0.952686	0.952538	0.952538	0	0	-9999	0.952686	0.952538	0.952538	0	0	0	28.5417	57.0834	2.11359	65.7809	1.41314	0.000000000545697	0.00000000000932232	0.000000000000213163	0.000000000000270006	0	-1
0	17928	0.0760747	0.0979012	0.0189292	0.140757	0.0832341	0.424276	2.21303	0.00169886	24.6744	6.10398	0.0991504	0.0417557	5.62872	0.225511	0	56.079	0.687344	0.687115	0.415441	0.998246	0.998027	0.998027	0	12.5843	0.516305	55.3866	-9999	0.516305	0	27.6933	27.6933	0	0	0.0220423	0.953064	0.952063	0.952063	0	0	-9999	0.953064	0.952063	0.952063	0	0	0	28.4342	56.8684	2.1212	65.4791	1.41791	0.000000000545697	0.00000000000926548	0.000000000000206057	0.000000000000271783	0	-1
0	17929	0.0760887	0.0980053	0.0189417	0.140326	0.0834598	0.423332	2.22057	0.00170493	24.6719	6.09511	0.103235	0.0424264	5.61469	0.224683	0	56.5689	0.696822	0.69659	0.417203	0.998238	0.998018	0.998018	0	12.7078	0.515986	55.2662	-9999	0.515986	0	27.6331	27.6331	0	0	0.0221523	0.953201	0.951855	0.951855	0	0	-9999	0.953201	0.951855	0.951855	0	0	0	28.3951	56.7902	2.12418	65.3679	1.41979	0.000000000545697	0.00000000000926548	0.000000000000198952	0.000000000000271783	0	-1
0	17930	0.0761101	0.0981262	0.018959	0.139844	0.0837325	0.42213	2.2294	0.00171175	24.6683	6.08492	0.108357	0.0432475	5.59924	0.223761	0	57.1457	0.707676	0.707439	0.419209	0.998228	0.998008	0.998008	0	12.8521	0.515614	55.1364	-9999	0.515614	0	27.5682	27.5682	0	0	0.02229	0.953336	0.951615	0.951615	0	0	-9999	0.953336	0.951615	0.951615	0	0	0	28.3562	56.7125	2.12734	65.2559	1.42179	0.000000000545697	0.00000000000926548	0.000000000000198952	0.000000000000273559	0	-1
