0	0	0	0	0
1	0.0010002	0.0010002	0.0010002	0.0010002
2	0.0060002	0.0060002	0.0060002	0.0060002
3	0.0310002	0.0310002	0.0310002	0.0310002
4	0.156	0.156	0.156	0.156
5	0.617223	0.617223	0.617223	0.617223
6	0.960679	0.960679	0.96068	0.96068
7	1.33122	1.33122	1.33121	1.33121
8	1.90185	1.90185	1.90185	1.90185
9	2.54587	2.54587	2.54587	2.54587
10	3.35854	3.35854	3.35854	3.35854
11	4.41678	4.41678	4.41678	4.41678
12	5.88957	5.88957	5.88957	5.88957
13	7.19145	7.19145	7.19155	7.19155
14	8.61076	8.61076	8.61097	8.61097
15	9.7412	9.7412	9.74134	9.74134
16	10.9122	10.9122	10.9123	10.9123
17	12.2352	12.2352	12.2354	12.2354
18	13.6272	13.6272	13.6276	13.6276
19	14.7229	14.7229	14.7233	14.7233
20	15.851	15.851	15.8513	15.8513
21	17.1577	17.1577	17.1581	17.1581
22	18.5689	18.5689	18.5695	18.5695
23	19.6318	19.6318	19.6324	19.6324
24	20.7411	20.7411	20.7417	20.7417
25	22.0543	22.0543	22.0551	22.0551
26	23.3135	23.3135	23.3144	23.3144
27	24.6009	24.6009	24.602	24.602
28	25.8246	25.8246	25.8258	25.8258
29	26.9688	26.9688	26.9701	26.9701
30	28.115	28.115	28.1164	28.1164
31	29.3481	29.3481	29.3496	29.3496
32	30.6469	30.6469	30.6486	30.6486
33	31.8941	31.8941	31.896	31.896
34	33.0328	33.0328	33.0347	33.0347
35	34.1392	34.1392	34.1413	34.1413
36	35.3336	35.3336	35.3359	35.3359
37	36.6355	36.6355	36.6379	36.6379
38	37.78	37.78	37.7826	37.7826
39	38.9452	38.9452	38.9479	38.9479
40	40.1699	40.1699	40.1729	40.1729
41	41.4141	41.4141	41.4172	41.4172
42	42.6031	42.6031	42.6063	42.6063
43	43.7274	43.7274	43.7308	43.7308
44	44.8543	44.8543	44.8578	44.8578
45	46.0478	46.0478	46.0516	46.0516
46	47.2835	47.2835	47.2875	47.2875
47	48.4711	48.4711	48.4752	48.4752
48	49.5759	49.5759	49.5801	49.5801
49	50.6621	50.6621	50.6666	50.6666
50	51.8148	51.8148	51.8194	51.8194
51	53.0328	53.0328	53.0376	53.0376
52	54.2214	54.2214	54.2264	54.2264
53	55.3204	55.3204	55.3256	55.3256
54	56.3813	56.3813	56.3867	56.3867
55	57.5035	57.5035	57.5091	57.5091
56	58.7155	58.7155	58.7212	58.7212
57	59.9269	59.9269	59.9328	59.9328
58	61.0457	61.0457	61.0518	61.0518
59	62.1001	62.1001	62.1064	62.1064
60	63.2025	63.2025	63.209	63.209
61	64.4225	64.4225	64.4292	64.4292
62	65.6858	65.6858	65.6927	65.6927
63	66.8551	66.8551	66.8623	66.8623
64	67.9178	67.9178	67.9251	67.9251
65	68.9983	68.9983	69.0058	69.0058
66	70.2219	70.2219	70.2296	70.2296
67	71.5529	71.5529	71.5609	71.5609
68	72.6376	72.6376	72.6457	72.6457
69	73.753	73.753	73.7613	73.7613
70	75.0101	75.0101	75.0187	75.0187
71	76.3501	76.3501	76.359	76.359
72	77.4677	77.4677	77.4767	77.4767
73	78.6051	78.6051	78.6142	78.6142
74	79.8745	79.8745	79.8839	79.8839
75	80.9865	80.9865	80.991	80.991
76	82.1535	82.1535	82.1547	82.1547
77	83.2792	83.2792	83.2836	83.2836
78	84.3044	84.3044	84.3148	84.3148
79	85.2883	85.2883	85.3001	85.3001
80	86.3261	86.3261	86.3326	86.3326
81	87.4396	87.4396	87.4406	87.4406
82	88.5436	88.5436	88.5462	88.5462
83	89.5598	89.5598	89.5691	89.5691
84	90.5198	90.5198	90.5322	90.5322
85	91.5231	91.5231	91.5311	91.5311
86	92.6245	92.6245	92.6249	92.6249
87	93.7549	93.7549	93.7549	93.7549
88	94.7977	94.7977	94.8055	94.8055
89	95.743	95.743	95.7573	95.7573
90	96.6996	96.6996	96.7109	96.7109
91	97.7879	97.7879	97.7872	97.7872
92	99.0107	99.0107	99.001	99.001
93	99.9143	99.9143	99.9222	99.9222
94	100.88	100.88	100.903	100.903
95	101.994	101.994	102.008	102.008
96	103.001	103.001	103.007	103.007
97	104.038	104.038	104.03	104.03
98	105.071	105.071	105.061	105.061
99	106.063	106.063	106.067	106.067
100	107.022	107.022	107.04	107.04
101	107.994	107.994	108.008	108.008
102	109.015	109.015	109.009	109.009
103	110.058	110.058	110.038	110.038
104	111.057	111.057	111.051	111.051
105	111.992	111.992	112.011	112.011
106	112.919	112.919	112.945	112.945
107	113.91	113.91	113.911	113.911
108	114.968	114.968	114.937	114.937
109	115.998	115.998	115.971	115.971
110	116.926	116.926	116.938	116.938
111	117.798	117.798	117.837	117.837
112	118.733	118.733	118.751	118.751
113	119.795	119.795	119.758	119.758
114	120.743	120.743	120.828	120.828
115	121.629	121.629	121.804	121.804
116	122.471	122.471	122.687	122.687
117	123.596	123.596	123.563	123.563
118	124.602	124.602	124.537	124.537
119	125.639	125.639	125.608	125.608
120	126.499	126.499	126.473	126.473
121	127.373	127.373	127.371	127.371
122	128.36	128.36	128.375	128.375
123	129.431	129.431	129.427	129.427
124	130.267	130.267	130.262	130.262
125	131.136	131.136	131.12	131.12
126	132.143	132.143	132.118	132.118
127	133.233	133.233	133.215	133.215
128	134.031	134.031	134.016	134.016
129	134.871	134.871	134.862	134.862
130	135.893	135.893	135.887	135.887
131	136.885	136.885	136.871	136.871
132	137.907	137.907	137.884	137.884
133	138.75	138.75	138.827	138.827
134	139.606	139.606	139.682	139.682
135	140.583	140.583	140.538	140.538
136	141.654	141.654	141.497	141.497
137	142.472	142.472	142.552	142.552
138	143.328	143.328	143.393	143.393
139	144.334	144.334	144.268	144.268
140	145.305	145.305	145.26	145.26
141	146.297	146.297	146.317	146.317
142	147.23	147.23	147.126	147.126
143	148.094	148.094	147.966	147.966
144	148.963	148.963	148.965	148.965
145	149.92	149.92	149.956	149.956
146	150.95	150.023	150.966	150.057
147	151.805	150.074	151.89	150.109
148	152.683	150.332	152.728	150.37
149	153.659	150.344	153.584	150.386
150	154.695	150.407	154.562	150.4
151	155.53	150.413	155.631	150.404
152	156.39	150.419	156.444	150.408
153	157.373	150.421	157.295	150.41
154	158.444	150.424	158.3	150.413
155	159.253	150.435	159.279	150.416
156	160.1	150.446	160.278	150.431
157	161.107	150.494	161.209	150.444
158	162.091	150.538	162.066	150.484
159	163.097	150.688	162.934	150.521
160	164.03	150.886	163.901	150.672
161	164.882	151.132	164.948	150.867
162	165.746	151.216	165.793	151.11
163	166.718	151.297	166.666	151.191
164	167.776	151.346	167.656	151.284
165	168.614	151.407	168.719	151.337
166	169.483	151.476	169.54	151.399
167	170.482	151.821	170.393	151.461
168	171.561	152.478	171.398	151.769
169	172.37	153.168	172.393	152.423
170	173.215	153.931	173.406	153.111
171	174.232	154.827	174.339	153.867
172	175.232	155.923	175.192	154.752
173	176.256	157.328	176.065	155.832
174	177.195	158.475	177.053	157.212
175	178.045	159.391	178.124	158.428
176	178.91	160.407	178.958	159.294
177	179.898	161.311	179.825	160.289
178	180.983	162.234	180.836	161.357
179	181.814	163.191	181.941	162.159
180	182.683	164.154	182.743	162.997
181	183.703	165.083	183.589	164.005
182	184.696	165.977	184.624	164.998
183	185.708	166.881	185.631	166.015
184	186.656	167.838	186.669	166.946
185	187.533	168.827	187.524	167.786
186	188.421	169.781	188.393	168.643
187	189.406	170.671	189.387	169.624
188	190.465	171.547	190.482	170.702
189	191.332	172.485	191.318	171.522
190	192.224	173.501	192.194	172.381
191	193.228	174.503	193.223	173.394
192	194.304	175.407	194.22	174.378
193	195.15	176.247	195.237	175.382
194	196.026	177.141	196.193	176.323
195	197.044	178.167	197.079	177.191
196	198.159	179.115	197.973	178.069
197	198.975	180.084	198.96	179.043
198	199.834	181.044	200.021	180.095
199	200.879	181.97	200.899	180.954
200	201.892	182.88	201.8	181.839
201	202.935	183.818	202.805	182.835
202	203.898	184.798	203.877	183.902
203	204.768	185.784	204.735	184.739
204	205.646	186.724	205.619	185.606
205	206.641	187.621	206.636	186.617
206	207.738	188.534	207.744	187.725
207	208.548	188.985	208.552	188.532
208	209.175	189.278	209.175	188.939
209	209.715	189.491	209.712	189.233
210	210.211	189.801	210.207	189.369
211	210.721	190.081	210.715	189.673
212	211.196	191.481	211.19	189.949
213	211.668	192.41	211.662	191.329
214	212.148	193.358	212.142	192.28
215	212.64	194.283	212.635	193.241
216	213.145	195.179	213.14	194.15
217	213.661	196.078	213.657	195.018
218	214.187	197.02	214.184	195.912
219	214.722	197.999	214.719	196.884
220	215.265	198.961	215.261	197.9
221	215.813	199.864	215.81	198.754
222	216.367	200.736	216.364	199.623
223	216.925	201.654	216.922	200.6
224	217.486	202.662	217.483	201.677
225	218.049	203.696	218.046	202.5
226	218.613	204.149	218.61	203.366
227	219.177	204.416	219.174	203.851
228	219.74	204.511	219.736	204.179
229	220.301	204.809	220.297	204.379
230	220.861	205.082	220.859	204.695
231	221.419	206.445	221.417	204.982
232	221.973	207.635	221.971	206.421
233	222.525	208.512	222.522	207.72
234	223.075	209.485	223.071	208.625
235	223.62	210.557	223.623	209.55
236	224.163	211.436	224.17	210.539
237	224.705	212.346	224.708	211.563
238	225.245	213.356	225.241	212.535
239	225.781	214.418	225.777	213.428
240	226.312	215.272	226.314	214.312
241	226.841	216.149	226.847	215.28
242	227.369	217.159	227.371	216.338
243	227.895	218.267	227.891	217.231
244	228.417	219.091	228.412	218.148
245	228.935	219.957	228.935	219.148
246	229.451	220.997	229.456	220.189
247	229.966	222	229.969	221.064
248	230.48	223.031	230.476	221.953
249	230.99	223.991	230.983	222.947
250	231.497	224.865	231.494	224.022
251	232	225.744	232.005	224.877
252	232.503	226.73	232.509	225.763
253	233.007	227.816	233.004	226.781
254	233.508	228.817	233.498	227.858
255	234.005	229.784	233.998	228.853
256	234.498	229.883	234.502	229.82
257	234.99	230.376	234.999	229.919
258	235.485	230.487	235.485	230.414
259	235.978	230.542	235.966	230.526
260	236.468	230.569	236.455	230.581
261	236.951	230.708	236.952	230.618
262	237.434	230.723	237.447	230.645
263	237.92	230.728	237.926	230.663
264	238.407	230.732	238.395	230.679
265	238.891	230.755	238.871	230.683
266	239.368	230.87	239.362	230.686
267	239.841	231.177	239.857	230.689
268	240.318	231.68	240.335	230.704
269	240.801	232.471	240.793	230.778
270	241.282	233.632	241.252	231.038
271	241.753	234.074	241.735	231.473
272	242.218	234.413	242.234	232.176
273	242.685	234.707	242.717	233.225
274	243.162	234.961	243.168	233.959
275	243.643	235.196	243.608	234.295
276	244.113	235.439	244.075	234.599
277	244.57	235.672	244.577	234.861
278	245.026	235.915	245.076	235.098
279	245.496	236.181	245.529	235.348
280	245.978	236.473	245.948	235.58
281	246.452	236.792	246.388	235.82
282	246.905	237.13	246.887	236.08
283	247.348	237.481	247.358	236.367
284	247.805	237.842	247.838	236.68
285	248.287	238.209	248.304	237.015
286	248.772	238.583	248.749	237.363
287	249.228	238.961	249.19	237.722
288	249.657	239.342	249.652	238.088
289	250.095	239.725	250.137	238.46
290	250.572	240.11	250.614	238.837
291	251.074	240.501	251.058	239.218
292	251.493	240.888	251.482	239.6
293	251.921	241.271	251.927	239.985
294	252.398	241.654	252.414	240.377
295	252.911	242.04	252.912	240.764
296	253.318	242.427	253.321	241.146
297	253.739	242.81	253.736	241.529
298	254.225	243.189	254.213	241.916
299	254.751	243.567	254.741	242.302
300	255.14	243.946	255.135	242.686
301	255.548	244.325	255.551	243.065
302	256.044	244.702	256.046	243.443
303	256.525	245.075	256.52	243.822
304	257.021	245.446	257.006	244.201
305	257.429	245.818	257.463	244.577
306	257.844	246.191	257.882	244.95
307	258.318	246.562	258.301	245.322
308	258.842	246.93	258.765	245.695
309	259.237	247.295	259.272	246.068
310	259.652	247.66	259.686	246.439
311	260.144	248.028	260.114	246.806
312	260.618	248.397	260.593	247.171
313	261.103	248.761	261.102	247.538
314	261.558	249.121	261.501	247.907
315	261.975	249.481	261.915	248.274
316	262.395	249.845	262.397	248.637
317	262.861	250.212	262.931	248.998
318	263.37	250.576	263.313	249.359
319	263.782	250.933	263.719	249.724
320	264.208	251.286	264.219	250.09
321	264.689	251.645	264.7	250.452
322	265.204	252.012	265.198	250.808
323	265.6	252.378	265.605	251.164
324	266.012	252.734	266.02	251.526
325	266.5	253.082	266.497	251.891
326	266.987	253.434	267.026	252.253
327	267.482	253.799	267.42	252.607
328	267.934	254.169	267.836	252.958
329	268.341	254.527	268.332	253.315
330	268.759	254.871	268.812	253.68
331	269.242	255.213	269.304	254.045
332	269.774	255.573	269.763	254.399
333	270.167	255.948	270.181	254.744
334	270.582	256.314	270.603	255.094
335	271.083	256.656	271.077	255.457
336	271.569	256.987	271.598	255.827
337	272.068	257.336	272.01	256.185
338	272.529	257.714	272.44	256.525
339	272.946	258.094	272.932	256.864
340	273.367	258.441	273.463	257.222
341	273.848	258.759	273.86	257.598
342	274.381	259.09	274.275	257.964
343	274.79	259.464	274.777	258.303
344	275.219	259.863	275.277	258.63
345	275.721	260.17	275.788	258.976
346	276.209	260.488	276.2	259.355
347	276.706	260.865	276.619	259.737
348	277.173	261.237	277.111	260.082
349	277.605	261.615	277.667	260.396
350	278.044	261.965	278.066	260.721
351	278.53	262.283	278.492	261.096
352	279.056	262.607	279.012	261.5
353	279.485	262.972	279.508	261.8
354	279.928	263.369	280.021	262.115
355	280.428	263.679	280.499	262.495
356	280.967	264.001	280.933	262.865
357	281.387	264.375	281.368	263.245
358	281.823	264.74	281.859	263.595
359	282.334	265.111	282.405	263.912
360	282.901	265.46	282.837	264.231
361	283.306	265.782	283.288	264.594
362	283.736	266.109	283.804	264.993
363	284.268	266.47	284.357	265.302
364	284.788	266.857	284.776	265.625
365	285.325	267.175	285.213	266
366	285.757	267.502	285.738	266.363
367	286.199	267.869	286.267	266.733
368	286.715	268.262	286.806	267.082
369	287.295	268.571	287.241	267.407
370	287.719	268.891	287.683	267.734
371	288.17	269.263	288.202	268.093
