dTime	dValue	-1
0	17.45127012	-1
1	17.45127012	-1
2	11.95127012	-1
3	14.95127012	-1
4	15.15127012	-1
5	25.35127012	-1
6	13.95127012	-1
7	11.95127012	-1
8	13.95127012	-1
9	11.95127012	-1
10	11.95127012	-1
11	11.95127012	-1
12	11.95127012	-1
13	11.95127012	-1
14	11.95127012	-1
15	11.95127012	-1
16	11.95127012	-1
17	11.95127012	-1
18	12.15127012	-1
19	11.95127012	-1
20	12.65127012	-1
21	14.15127012	-1
22	13.25127012	-1
23	14.55127012	-1
24	14.55127012	-1
25	13.65127012	-1
26	12.85127012	-1
27	17.85127012	-1
28	17.85127012	-1
29	11.95127012	-1
30	11.95127012	-1
31	11.95127012	-1
32	11.95127012	-1
33	15.35127012	-1
34	20.65127012	-1
35	34.75127012	-1
36	16.65127012	-1
37	20.45127012	-1
38	15.15127012	-1
39	27.55127012	-1
40	11.95127012	-1
41	12.45127012	-1
42	12.05127012	-1
43	15.45127012	-1
44	11.95127012	-1
45	11.95127012	-1
46	11.95127012	-1
47	13.35127012	-1
48	11.95127012	-1
49	11.95127012	-1
50	12.35127012	-1
51	11.95127012	-1
52	13.15127012	-1
53	14.95127012	-1
54	15.25127012	-1
55	13.55127012	-1
56	13.15127012	-1
57	11.95127012	-1
58	11.95127012	-1
59	12.35127012	-1
60	11.95127012	-1
61	11.95127012	-1
62	11.95127012	-1
63	11.95127012	-1
64	11.95127012	-1
65	11.95127012	-1
66	14.45127012	-1
67	14.05127012	-1
68	11.95127012	-1
69	13.95127012	-1
70	15.95127012	-1
71	14.95127012	-1
72	13.75127012	-1
73	11.95127012	-1
74	11.95127012	-1
75	11.95127012	-1
76	22.15127012	-1
77	16.15127012	-1
78	15.15127012	-1
79	11.95127012	-1
80	19.25127012	-1
81	11.95127012	-1
82	31.45127012	-1
83	11.95127012	-1
84	11.95127012	-1
85	11.95127012	-1
86	11.95127012	-1
87	12.75127012	-1
88	15.55127012	-1
89	11.95127012	-1
90	11.95127012	-1
91	18.49601328	-1
92	47.0709334	-1
93	89.5408341	-1
94	94.99673119	-1
95	96.09754454	-1
96	94.29673119	-1
97	94.39754454	-1
98	77.29880369	-1
99	91.00242464	-1
100	85.68436138	-1
101	91.29673119	-1
102	91.39754454	-1
103	90.99673119	-1
104	99.04073628	-1
105	80.65479859	-1
106	95.99591784	-1
107	94.4898183	-1
108	100.0975445	-1
109	55.61331179	-1
110	21.38462815	-1
111	17.78462815	-1
112	17.78462815	-1
113	17.78462815	-1
114	18.18462815	-1
115	36.78462815	-1
116	21.68462815	-1
117	25.28462815	-1
118	21.58462815	-1
119	17.78462815	-1
120	22.28462815	-1
121	17.78462815	-1
122	17.78462815	-1
123	22.18462815	-1
124	20.18462815	-1
125	17.78462815	-1
126	17.78462815	-1
127	17.78462815	-1
128	17.78462815	-1
129	17.78462815	-1
130	17.78462815	-1
131	17.78462815	-1
132	17.78462815	-1
133	17.78462815	-1
134	25.68462815	-1
135	20.78462815	-1
136	41.48462815	-1
137	21.38462815	-1
138	18.88462815	-1
139	17.78462815	-1
140	17.78462815	-1
141	17.78462815	-1
142	17.78462815	-1
