lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1		Open water	Sediment	Marsh	Marsh sediment	Total	Depth	NH4	N)3	PO4	Adsorbed P	SiO4	Oxygen	Detritus	Humus	Inorganic matter	Diatoms	Green algae	Blue greens	Vegetation	Phragmites	Zooplankton	Zoobethos	Zoop/benth fish	Predatory fish	Mass balance	Hydrology	Inorganic matter	Dry weight	Nitrogen	Phosphorus	Silica	Oxygen	Main module	Transport processes	Abiotic and microbial module	Algal module	Vegetation module	Food web module	Marsh water module	Marsh vegetation module	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	iSensitivity	shortName	Duflow
100	0	0	0	0	_cTmVar_	oC	0	0	10	10	10	10	TRUE	TRUE	TRUE	annual_temperature_variation	-	-1	annual_temperature_variation																																																cTmVar	PARM
101	0	0	0	0	_cTimeLag_	day	0	0	40	40	40	40	TRUE	TRUE	TRUE	time_lag_for_temperature	-	-1	time_lag_for_temperature																																																cTimeLag	PARM
102	0	0	0	0	_cVWind_	m/s	0	0	5	5	5	5	TRUE	TRUE	TRUE	average_wind_speed_needed_to_calculate_reaeration	-	-1	average_wind_speed_needed_to_calculate_reaeration																																																cVWind	PARM
103	0	0	0	0	_cLDayAve_	J/m2/day	0	0	10000000	10000000	10000000	10000000	TRUE	TRUE	TRUE	annual_average_radiation	-	-1	annual_average_radiation																																																cLDayAve	PARM
104	0	0	0	0	_cLDayVar_	J/m2/day	0	0	8000000	8000000	8000000	8000000	TRUE	TRUE	TRUE	annual_variation_in_radiation	-	-1	annual_variation_in_radiation																																																cLDayVar	PARM
105	0	0	0	0	_cfDayAve_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	average_day_length	-	-1	average_day_length																																																cfDayAve	PARM
106	0	0	0	0	_cfDayVar_	-	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	annual_variation_in_day_length	-	-1	annual_variation_in_day_length																																																cfDayVar	PARM
107	0	0	0	0	_fRefl_	-	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	the_fraction_photosynthetically_active_radiation_reflected_at_the_surface	-	-1	the_fraction_photosynthetically_active_radiation_reflected_at_the_surface																																																fRefl	PARM
108	0	0	0	0	_fPAR_	-	0	0	0.48	0.48	0.48	0.48	TRUE	TRUE	TRUE	fraction_photosynthetically_active_radiation_(PAR)	-	-1	fraction_photosynthetically_active_radiation_(PAR)																																																fPAR	PARM
109	0	0	0	0	_cDayManVeg1_	day	0	0	-9999000	-9999000	-9999000	-9999000	TRUE	TRUE	TRUE	first_mowing_day_(default_non-existent)	-	-1	first_mowing_day_(default_non-existent)																																																cDayVeg1	PARM
110	0	0	0	0	_cDayManVeg2_	day	0	0	-9999000	-9999000	-9999000	-9999000	TRUE	TRUE	TRUE	second_mowing_day_(_259_=_16_Sep)	-	-1	second_mowing_day_(_259_=_16_Sep)																																																cDayVeg2	PARM
111	0	0	0	0	_fManVeg_	-	0	0	0.8	0.8	0.8	0.8	TRUE	TRUE	TRUE	fraction_removed_by_management_for_submerged_plants	-	-1	fraction_removed_by_management_for_submerged_plants																																																fManVeg	PARM
112	0	0	0	0	_fManLemn_	-	0	0	0.4	0.4	0.4	0.4	TRUE	TRUE	TRUE	fraction_of_Lemnacae_removed_by_management	-	-1	fraction_of_Lemnacae_removed_by_management																																																fManLemn	PARM
113	0	0	0	0	_fManHelo_	-	0	0	0.8	0.8	0.8	0.8	TRUE	TRUE	TRUE	fraction_of_helophytes_and_Nymphaeids_removed_by_management	-	-1	fraction_of_helophytes_and_Nymphaeids_removed_by_management																																																fManHelo	PARM
114	0	0	0	0	_cLengMan_	day	0	0	10	10	10	10	TRUE	TRUE	TRUE	length_of_mowing_period	-	-1	length_of_mowing_period																																																cLengMan	PARM
115	0	0	0	0	_cYearStartBirds_	year	0	0	0	0	0	0	TRUE	TRUE	TRUE	first_year_of_birds_presence	-	-1	first_year_of_birds_presence																																																cYeairds	PARM
116	0	0	0	0	_cDayStartBirds_	day	0	0	46	46	46	46	TRUE	TRUE	TRUE	yearly_first_day_of_birds_presence	-	-1	yearly_first_day_of_birds_presence																																																cDStbirds	PARM
117	0	0	0	0	_cDayEndBirds_	day	0	0	288	288	288	288	TRUE	TRUE	TRUE	yearly_last_day_of_birds_presence	-	-1	yearly_last_day_of_birds_presence																																																cDFibirds	PARM
118	0	0	0	0	_cBirdsPerha_	n/ha	0	0	0	0	0	0	TRUE	TRUE	TRUE	number_of_birds_per_ha	-	-1	number_of_birds_per_ha																																																cBirerha	PARM
119	0	0	0	0	_cDGrazPerBird_	gDW/coot/day	0	0	45	45	45	45	TRUE	TRUE	TRUE	daily_grazing_of_birds	-	-1	daily_grazing_of_birds																																																cDGrBird	PARM
120	0	0	0	0	_hDVegBird_	gDW/m2	0	0	5	5	5	5	TRUE	TRUE	TRUE	half-sat_vegetation_biomass_for_birds_grazing	-	-1	half-sat_vegetation_biomass_for_birds_grazing																																																hDVeBird	PARM
121	0	0	0	0	_fDAssBird_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	birds_assim_efficiency	-	-1	birds_assim_efficiency																																																fDAsBird	PARM
122	0	0	0	0	_fDissEgesBird_	-	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	fraction_dissolved_nutrient_of_coot_egestion	-	-1	fraction_dissolved_nutrient_of_coot_egestion																																																fDisBird	PARM
123	0	0	0	0	_cDErosTot_	gDW/m2/day	0	0	10	10	10	10	TRUE	TRUE	TRUE	DW_input_by_erosion	-	-1	DW_input_by_erosion																																																cDErsTot	PARM
124	0	0	0	0	_cExtWat_	m-1	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	background_extinction	-	-1	background_extinction																																																cExtWat	PARM
125	0	0	0	0	_cExtSpDet_	m2/gDW	0	0	0.15	0.15	0.15	0.15	TRUE	TRUE	TRUE	specific_extinction_detritus	-	-1	specific_extinction_detritus																																																cExtpDet	PARM
126	0	0	0	0	_cExtSpIM_	m2/gDW	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	specific_extinction_inert_matter	-	-1	specific_extinction_inert_matter																																																cExtSpIM	PARM
127	0	0	0	0	_cExtSpPhyt_	m2/gDW	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	specific_extinction_phytoplankton	-	-1	specific_extinction_phytoplankton																																																cExtPhyt	PARM
128	0	0	0	0	_fDOrgSoil_	-	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	fraction_soil_organic_matter	-	-1	fraction_soil_organic_matter																																																fDOrSoil	PARM
129	0	0	0	0	_cPDSoilOM_	gP/gDW	0	0	0.001	0.001	0.001	0.001	TRUE	TRUE	TRUE	P/DW_ratio_of_soil_organic_matter	-	-1	P/DW_ratio_of_soil_organic_matter																																																cPDSilOM	PARM
130	0	0	0	0	_cNDSoilOM_	gN/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	N/DW_ratio_of_soil_organic_matter	-	-1	N/DW_ratio_of_soil_organic_matter																																																cNDSilOM	PARM
131	0	0	0	0	_cDepthS_	m	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	sediment_depth	-	-1	sediment_depth																																																cDepthS	PARM
132	0	0	0	0	_fLutum_	-	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	lutum_content_of_inorganic_matter	-	-1	lutum_content_of_inorganic_matter																																																fLutum	PARM
133	0	0	0	0	_fFeDIM_	gFe/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Fe_content_of_inorganic_matter	-	-1	Fe_content_of_inorganic_matter																																																fFeDIM	PARM
134	0	0	0	0	_fAlDIM_	gAl/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Al_content_of_inorganic_matter	-	-1	Al_content_of_inorganic_matter																																																fAlDIM	PARM
135	0	0	0	0	_cCPerDW_	gC/gDW	0	0	0.4	0.4	0.4	0.4	TRUE	TRUE	TRUE	C_content_of_organic_matter	-	-1	C_content_of_organic_matter																																																cCPerDW	PARM
136	0	0	0	0	_cRhoIM_	g/m3_solid	0	0	2500000	2500000	2500000	2500000	TRUE	TRUE	TRUE	density_of_sediment_inorganic_matter	-	-1	density_of_sediment_inorganic_matter																																																cRhoIM	PARM
137	0	0	0	0	_cRhoOM_	g/m3	0	0	1400000	1400000	1400000	1400000	TRUE	TRUE	TRUE	density_of_sediment_detritus	-	-1	density_of_sediment_detritus																																																cRhoOM	PARM
138	0	0	0	0	_cAerRoot_	-	0	0	0.727	0.727	0.727	0.727	TRUE	TRUE	TRUE	reaeration_coefficient_for_sqrt(VWind)	-	-1	reaeration_coefficient_for_sqrt(VWind)																																																cAerRoot	PARM
139	0	0	0	0	_cAerLin_	s/day	0	0	-0.371	-0.371	-0.371	-0.371	TRUE	TRUE	TRUE	reaeration_coefficient_for_Vwind	-	-1	reaeration_coefficient_for_Vwind																																																cAerLin	PARM
140	0	0	0	0	_cAerSquare_	-	0	0	0.0376	0.0376	0.0376	0.0376	TRUE	TRUE	TRUE	reaeration_coefficient_for_Vwind^2	-	-1	reaeration_coefficient_for_Vwind^2																																																cAeruare	PARM
141	0	0	0	0	_cThetaAer_	1/e^oC	0	0	1.024	1.024	1.024	1.024	TRUE	TRUE	TRUE	temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)	-	-1	temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)																																																cTheaAer	PARM
142	0	0	0	0	_kLemnAer_	m2/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Reaeration_reduction_coeff_for_duckweed	-	-1	Reaeration_reduction_coeff_for_duckweed																																																kLemnAer	PARM
143	0	0	0	0	_fSedErosIM_	-	0	0	0.95	0.95	0.95	0.95	TRUE	TRUE	TRUE	instantly_sedimentating_fraction_of_inorganic_matter	-	-1	instantly_sedimentating_fraction_of_inorganic_matter																																																fSedosIM	PARM
144	0	0	0	0	_cVSetIM_	m/day	0	0	1	1	1	1	TRUE	TRUE	TRUE	maximum_sedimentation_velocity_of_inert_organic_matter	-	-1	maximum_sedimentation_velocity_of_inert_organic_matter																																																cVSetIM	PARM
145	0	0	0	0	_cVSetDet_	m/day	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	maximum_sedimentation_velocity_of_detritus	-	-1	maximum_sedimentation_velocity_of_detritus																																																cVSetDet	PARM
146	0	0	0	0	_cThetaSet_	1/e^oC	0	0	1.01	1.01	1.01	1.01	TRUE	TRUE	TRUE	temperature_parameter_of_sedimentation	-	-1	temperature_parameter_of_sedimentation																																																cTheaSet	PARM
147	0	0	0	0	_cSuspRef_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	reference_suspended_matter_function	-	-1	reference_suspended_matter_function																																																cSuspRef	PARM
148	0	0	0	0	_cSuspMin_	-	0	0	6.1	6.1	6.1	6.1	TRUE	TRUE	TRUE	minimum_value_of_logistic_empirical_suspended_matter_function	-	-1	minimum_value_of_logistic_empirical_suspended_matter_function																																																cSuspMin	PARM
149	0	0	0	0	_cSuspMax_	-	0	0	25.2	25.2	25.2	25.2	TRUE	TRUE	TRUE	maximum_value_of_logistic_empirical_suspended_matter_function	-	-1	maximum_value_of_logistic_empirical_suspended_matter_function																																																cSuspMax	PARM
150	0	0	0	0	_cSuspSlope_	-	0	0	2.1	2.1	2.1	2.1	TRUE	TRUE	TRUE	slope_of_logistic_empirical_suspended_matter_function	-	-1	slope_of_logistic_empirical_suspended_matter_function																																																cSuslope	PARM
151	0	0	0	0	_hDepthSusp_	-	0	0	2	2	2	2	TRUE	TRUE	TRUE	half_sat_value_of_depth_in_logistic_empirical_suspended_matter_function	-	-1	half_sat_value_of_depth_in_logistic_empirical_suspended_matter_function																																																hDepSusp	PARM
152	0	0	0	0	_cFetchRef_	m	0	0	1000	1000	1000	1000	TRUE	TRUE	TRUE	reference_fetch	-	-1	reference_fetch																																																cFethRef	PARM
153	0	0	0	0	_fLutumRef_	-	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	reference_lutum_fraction_of_sediment	-	-1	reference_lutum_fraction_of_sediment																																																fLutmRef	PARM
154	0	0	0	0	_kVegResus_	m2/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	resuspension_reduction_per_g_vegetation	-	-1	resuspension_reduction_per_g_vegetation																																																kVegesus	PARM
155	0	0	0	0	_kResusPhytMax_	day-1	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	maximum_resuspension_of_phytoplankton	-	-1	maximum_resuspension_of_phytoplankton																																																kRestMax	PARM
156	0	0	0	0	_cResusPhytExp_	(gDW/m2/day)-1	0	0	-0.379	-0.379	-0.379	-0.379	TRUE	TRUE	TRUE	coefficient_for_phytoplankton_resuspension	-	-1	coefficient_for_phytoplankton_resuspension																																																cRestExp	PARM
157	0	0	0	0	_kPDifPO4_	m2/day	0	0	0.000072	0.000072	0.000072	0.000072	TRUE	TRUE	TRUE	mol_PO4_diffusion_constant	-	-1	mol_PO4_diffusion_constant																																																kPDifPO4	PARM
158	0	0	0	0	_kNDifNO3_	m2/day	0	0	0.000086	0.000086	0.000086	0.000086	TRUE	TRUE	TRUE	mol_NO3_diffusion_constant	-	-1	mol_NO3_diffusion_constant																																																kNDifNO3	PARM
159	0	0	0	0	_kNDifNH4_	m2/day	0	0	0.000112	0.000112	0.000112	0.000112	TRUE	TRUE	TRUE	mol_NH4_diffusion_constant	-	-1	mol_NH4_diffusion_constant																																																kNDifNH4	PARM
160	0	0	0	0	_kO2Dif_	m2/day	0	0	0.000026	0.000026	0.000026	0.000026	TRUE	TRUE	TRUE	mol_O2_diffusion_constant	-	-1	mol_O2_diffusion_constant																																																kO2Dif	PARM
161	0	0	0	0	_cThetaDif_	1/eoC	0	0	1.02	1.02	1.02	1.02	TRUE	TRUE	TRUE	Temperature_coefficient_for_diffusion	-	-1	Temperature_coefficient_for_diffusion																																																cTheaDif	PARM
162	0	0	0	0	_fDepthDifS_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	nutrient_diffusion_distance_as_fraction_of_sediment_depth	-	-1	nutrient_diffusion_distance_as_fraction_of_sediment_depth																																																fDepDifS	PARM
163	0	0	0	0	_cTurbDifNut_	-	0	0	5	5	5	5	TRUE	TRUE	TRUE	bioturbation_factor_for_diffusion	-	-1	bioturbation_factor_for_diffusion																																																cTurfNut	PARM
164	0	0	0	0	_cTurbDifO2_	-	0	0	5	5	5	5	TRUE	TRUE	TRUE	bioturbation_factor_for_diffusion	-	-1	bioturbation_factor_for_diffusion																																																cTurifO2	PARM
165	0	0	0	0	_kPSorp_	day-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	P_sorption_rate_constant_(not_too_high_->_model_speed)	-	-1	P_sorption_rate_constant_(not_too_high_->_model_speed)																																																kPSorp	PARM
166	0	0	0	0	_cRelPAdsD_	gP/gDW	0	0	0.00003	0.00003	0.00003	0.00003	TRUE	TRUE	TRUE	maximum_P_adsorption_per_g_DW	-	-1	maximum_P_adsorption_per_g_DW																																																cRelAdsD	PARM
167	0	0	0	0	_cRelPAdsFe_	gP/gFe	0	0	0.065	0.065	0.065	0.065	TRUE	TRUE	TRUE	maximum_P_adsorption_per_g_Fe	-	-1	maximum_P_adsorption_per_g_Fe																																																cReldsFe	PARM
168	0	0	0	0	_cRelPAdsAl_	gP/gAl	0	0	0.134	0.134	0.134	0.134	TRUE	TRUE	TRUE	maximum_P_adsorption_per_g_Al	-	-1	maximum_P_adsorption_per_g_Al																																																cReldsAl	PARM
169	0	0	0	0	_cKPAdsOx_	m3/gP	0	0	0.6	0.6	0.6	0.6	TRUE	TRUE	TRUE	P_adsorption_affinity_at_oxidized_conditions	-	-1	P_adsorption_affinity_at_oxidized_conditions																																																cKPAdsOx	PARM
170	0	0	0	0	_fRedMax_	-	0	0	0.9	0.9	0.9	0.9	TRUE	TRUE	TRUE	maximum_reduction_factor_of_P_adsorption_affinity	-	-1	maximum_reduction_factor_of_P_adsorption_affinity																																																fRedMax	PARM
171	0	0	0	0	_coPO4Max_	gP/m3	0	0	1	1	1	1	TRUE	TRUE	TRUE	maximum_SRP_concentration_in_pore_water	-	-1	maximum_SRP_concentration_in_pore_water																																																coPO4Max	PARM
172	0	0	0	0	_kPChemPO4_	day-1	0	0	0.03	0.03	0.03	0.03	TRUE	TRUE	TRUE	chemical_PO4_loss_rate_by_precipitation	-	-1	chemical_PO4_loss_rate_by_precipitation																																																kPChmPO4	PARM
173	0	0	0	0	_cTmRef_	oC	0	0	20	20	20	20	TRUE	TRUE	TRUE	reference_temperature	-	-1	reference_temperature																																																cTmRef	PARM
174	0	0	0	0	_fRefrDetS_	-	0	0	0.15	0.15	0.15	0.15	TRUE	TRUE	TRUE	refractory_fraction_of_sediment_detritus	-	-1	refractory_fraction_of_sediment_detritus																																																fRefDetS	PARM
175	0	0	0	0	_cThetaMinW_	-	0	0	1.07	1.07	1.07	1.07	TRUE	TRUE	TRUE	exponential_temperature_constant_of_mineralization_in_water	-	-1	exponential_temperature_constant_of_mineralization_in_water																																																cTheMinW	PARM
176	0	0	0	0	_kDMinDetW_	day-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	decomposition_constant_of_detritus	-	-1	decomposition_constant_of_detritus																																																kDMiDetW	PARM
177	0	0	0	0	_hO2BOD_	gO2/m3	0	0	1	1	1	1	TRUE	TRUE	TRUE	half-sat_oxygen_conc_for_BOD	-	-1	half-sat_oxygen_conc_for_BOD																																																hO2BOD	PARM
178	0	0	0	0	_cThetaMinS_	-	0	0	1.07	1.07	1.07	1.07	TRUE	TRUE	TRUE	exponential_temperature_constant_of_sediment_mineralization	-	-1	exponential_temperature_constant_of_sediment_mineralization																																																cTheMinS	PARM
179	0	0	0	0	_kDMinDetS_	day-1	0	0	0.002	0.002	0.002	0.002	TRUE	TRUE	TRUE	decomposition_constant_of_sediment_detritus	-	-1	decomposition_constant_of_sediment_detritus																																																kDMiDetS	PARM
180	0	0	0	0	_kDMinHum_	day-1	0	0	0.00001	0.00001	0.00001	0.00001	TRUE	TRUE	TRUE	maximum_decomposition_constant_of_humic_material	-	-1	maximum_decomposition_constant_of_humic_material																																																kDMinHum	PARM
181	0	0	0	0	_hNO3Denit_	gN/m3	0	0	2	2	2	2	TRUE	TRUE	TRUE	quadratic_half-sat_NO3_concentration_for_denitrification	-	-1	quadratic_half-sat_NO3_concentration_for_denitrification																																																hNO3enit	PARM
182	0	0	0	0	_NO3PerC_	-	0	0	0.8	0.8	0.8	0.8	TRUE	TRUE	TRUE	mol_NO3_denitrified_per_mol_C_mineralised	-	-1	mol_NO3_denitrified_per_mol_C_mineralised																																																NO3PerC	PARM
183	0	0	0	0	_kNitrW_	day-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	nitrification_rate_constant_in_water	-	-1	nitrification_rate_constant_in_water																																																kNitrW	PARM
184	0	0	0	0	_kNitrS_	day-1	0	0	1	1	1	1	TRUE	TRUE	TRUE	nitrification_rate_constant_in_sediment	-	-1	nitrification_rate_constant_in_sediment																																																kNitrS	PARM
185	0	0	0	0	_cThetaNitr_	1/eoC	0	0	1.08	1.08	1.08	1.08	TRUE	TRUE	TRUE	temperature_coefficient_of_nitrification	-	-1	temperature_coefficient_of_nitrification																																																cTheNitr	PARM
186	0	0	0	0	_O2PerNH4_	-	0	0	2	2	2	2	TRUE	TRUE	TRUE	mol_O2_used_per_mol_NH4+_nitrified	-	-1	mol_O2_used_per_mol_NH4+_nitrified																																																O2PerNH4	PARM
187	0	0	0	0	_hO2Nitr_	gO2/m3	0	0	2	2	2	2	TRUE	TRUE	TRUE	half-sat_O2_concentration_for_nitrification_in_water	-	-1	half-sat_O2_concentration_for_nitrification_in_water																																																hO2Nitr	PARM
188	0	0	0	0	_fDissMortVeg_	-	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	fraction_dissolved_nutrients_from_died_plants	-	-1	fraction_dissolved_nutrients_from_died_plants																																																fDistVeg	PARM
189	0	0	0	0	_cLengAllo_	day	0	0	15	15	15	15	TRUE	TRUE	TRUE	duration_of_allocation_and_reallocation_phase	-	-1	duration_of_allocation_and_reallocation_phase																																																cLenAllo	PARM
190	0	0	0	0	_cLengMort_	day	0	0	15	15	15	15	TRUE	TRUE	TRUE	duration_of_autumn_mortality_period	-	-1	duration_of_autumn_mortality_period																																																cLenMort	PARM
191	0	0	0	0	_fRootElodSum_	gDW_Root/gDW	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	root_fraction_in_growing_season	-	-1	root_fraction_in_growing_season																																																fRoodSum	PARM
192	0	0	0	0	_fRootElodWin_	gDW_Root/gDW	0	0	0.6	0.6	0.6	0.6	TRUE	TRUE	TRUE	root_fraction_outside_growing_season	-	-1	root_fraction_outside_growing_season																																																fRoodWin	PARM
193	0	0	0	0	_fFloatElod_	gDW_Floating/gDW_Shoot	0	0	0	0	0	0	TRUE	TRUE	TRUE	floating_fraction_of_shoot	-	-1	floating_fraction_of_shoot																																																fFloElod	PARM
194	0	0	0	0	_fEmergElod_	gDW_Emergent/gDW_Shoot	0	0	0	0	0	0	TRUE	TRUE	TRUE	emergent_fraction_of_shoot	-	-1	emergent_fraction_of_shoot																																																fEmeElod	PARM
195	0	0	0	0	_fDepth1Elod_	-	0	0	0	0	0	0	TRUE	TRUE	TRUE	maximum_upper_depth_of_submerged_vegetation_layer_as_fraction_of_water_depth	-	-1	maximum_upper_depth_of_submerged_vegetation_layer_as_fraction_of_water_depth																																																fDep1Eld	PARM
196	0	0	0	0	_fDepth2Elod_	-	0	0	1	1	1	1	TRUE	TRUE	TRUE	maximum_lower_depth_of_submerged_vegetation_layer_as_fraction_of_water_depth	-	-1	maximum_lower_depth_of_submerged_vegetation_layer_as_fraction_of_water_depth																																																fDep2Eld	PARM
197	0	0	0	0	_cDLayerElod_	gDW/m2	0	0	0	0	0	0	TRUE	TRUE	TRUE	biomass_of_a_single_layer_floating_leaves	-	-1	biomass_of_a_single_layer_floating_leaves																																																cDLaElod	PARM
198	0	0	0	0	_cCovSpElod_	%_cover_per_gDW_Shoot/m2	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	specific_cover	-	-1	specific_cover																																																cCovElod	PARM
199	0	0	0	0	_kMigrElod_	day-1	0	0	0.00001	0.00001	0.00001	0.00001	TRUE	TRUE	TRUE	vegetation_migration_rate	-	-1	vegetation_migration_rate																																																kMigElod	PARM
200	0	0	0	0	_cDElodIn_	gDW/m2	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	external_vegetation_density	-	-1	external_vegetation_density																																																cDElodIn	PARM
201	0	0	0	0	_cTmInitElod_	oC	0	0	10	10	10	10	TRUE	TRUE	TRUE	temperature_for_start_of_growing_season	-	-1	temperature_for_start_of_growing_season																																																cTmIElod	PARM
202	0	0	0	0	_cDCarrElod_	gDW/m2	0	0	500	500	500	500	TRUE	TRUE	TRUE	maximum_vegetation_biomass	-	-1	maximum_vegetation_biomass																																																cDCaElod	PARM
203	0	0	0	0	_cMuMaxElod_	gDW/gDW_Shoot/day	0	0	0.32	0.32	0.32	0.32	TRUE	TRUE	TRUE	maximum_growth_rate_of_vegetation_at_20oC	-	-1	maximum_growth_rate_of_vegetation_at_20oC																																																cMuMElod	PARM
204	0	0	0	0	_cQ10ProdElod_	-	0	0	1.2	1.2	1.2	1.2	TRUE	TRUE	TRUE	temperature_quotient_of_production	-	-1	temperature_quotient_of_production																																																cQ10PEld	PARM
205	0	0	0	0	_hLRefElod_	W/m2_PAR	0	0	32	32	32	32	TRUE	TRUE	TRUE	half-sat_light_intensity_at_20_oC	-	-1	half-sat_light_intensity_at_20_oC																																																hLReElod	PARM
206	0	0	0	0	_cExtSpElod_	m2/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	specific_ligth_extinction	-	-1	specific_ligth_extinction																																																cExtElod	PARM
207	0	0	0	0	_kDRespElod_	day-1	0	0	0.024	0.024	0.024	0.024	TRUE	TRUE	TRUE	dark_respiration_rate_of_vegetation	-	-1	dark_respiration_rate_of_vegetation																																																kDReElod	PARM
208	0	0	0	0	_cQ10RespElod_	-	0	0	1.5	1.5	1.5	1.5	TRUE	TRUE	TRUE	temperature_quotient_of_respiration	-	-1	temperature_quotient_of_respiration																																																cQ10RElo	PARM
209	0	0	0	0	_cDayWinElod_	day	0	0	259	259	259	259	TRUE	TRUE	TRUE	end_of_growing_season_(259_=_16_Sep)	-	-1	end_of_growing_season_(259_=_16_Sep)																																																cDayElod	PARM
210	0	0	0	0	_kMortElodSum_	day-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	vegetation_mortality_rate_in_Spring_and_Summer_(low)	-	-1	vegetation_mortality_rate_in_Spring_and_Summer_(low)																																																kMordSum	PARM
211	0	0	0	0	_fWinElod_	-	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	fraction_of_vegetation_DW_surviving_in_winter	-	-1	fraction_of_vegetation_DW_surviving_in_winter																																																fWinElod	PARM
212	0	0	0	0	_fDetWMortElod_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	fraction_of_shoot_mortality_becoming_water_detritus	-	-1	fraction_of_shoot_mortality_becoming_water_detritus																																																fDetElod	PARM
213	0	0	0	0	_cPrefElodBird_	-	0	0	1	1	1	1	TRUE	TRUE	TRUE	edibility_for_birds	-	-1	edibility_for_birds																																																cEldBird	PARM
214	0	0	0	0	_cVPUptMaxElod_	gP/gDW/day	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	maximum_P_uptake_capacity_of_vegetation_at_20_oC	-	-1	maximum_P_uptake_capacity_of_vegetation_at_20_oC																																																cVPUElod	PARM
215	0	0	0	0	_cAffPUptElod_	m3/gDW	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	initial_P_uptake_affinity_vegetation	-	-1	initial_P_uptake_affinity_vegetation																																																cAffPEld	PARM
216	0	0	0	0	_cPDElodMin_	gP/gDW	0	0	0.0008	0.0008	0.0008	0.0008	TRUE	TRUE	TRUE	minimum_P/D_ratio_vegetation	-	-1	minimum_P/D_ratio_vegetation																																																cPDEdMin	PARM
217	0	0	0	0	_cPDElodMax_	gP/gDW	0	0	0.0035	0.0035	0.0035	0.0035	TRUE	TRUE	TRUE	maximum_P/D_ratio_vegetation	-	-1	maximum_P/D_ratio_vegetation																																																cPDEdMax	PARM
218	0	0	0	0	_cVNUptMaxElod_	gN/gDW/day	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	maximum_N_uptake_capacity_of_vegetation_at_20oC	-	-1	maximum_N_uptake_capacity_of_vegetation_at_20oC																																																cVNUElod	PARM
219	0	0	0	0	_cAffNUptElod_	m3/gDW	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	initial_N_uptake_affinity_vegetation	-	-1	initial_N_uptake_affinity_vegetation																																																cAffNEld	PARM
220	0	0	0	0	_cNDElodMin_	gN/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	minimum_N/D_ratio_vegetation	-	-1	minimum_N/D_ratio_vegetation																																																cNDEdMin	PARM
221	0	0	0	0	_cNDElodMax_	gN/gDW	0	0	0.035	0.035	0.035	0.035	TRUE	TRUE	TRUE	maximum_N/D_ratio_vegetation	-	-1	maximum_N/D_ratio_vegetation																																																cNDEdMax	PARM
