RunId	Time	_sDDetS_	_sDDetW_	_sDHumS_	_sDIMS_	_sDIMW_	_sNH4S_	_sNH4W_	_sNO3S_	_sNO3W_	_sO2W_	_sPAIMS_	_sPAIMW_	_sPO4S_	_sPO4W_	_sDPhytW_	_sDPhytS_	_sDElod_	_sDChar_	_sDCera_	_sDLemn_	_sDNymp_	_sDHelo_	_oChla_	_aSecchi_	-1
0	581	1083.99	17.5375	3244.93	31465.7	0.510344	0.748068	0.206061	0.0201266	0.04227	0.600903	3.97511	7.23416e-008	0.12024	0.0200968	0.00429975	0.00285039	0.198785	0.000246857	0.00787576	105.773	0.0365984	5.74023	0.0509795	0.5	-1
0	582	1088.06	17.4262	3244.83	31458.6	0.510437	0.751025	0.206985	0.0201251	0.04235	0.602138	3.9584	7.24166e-008	0.119812	0.0200872	0.00429917	0.00285134	0.18959	0.000236958	0.00749552	105.616	0.0366512	5.9015	0.0509633	0.5	-1
0	583	1089.64	17.383	3244.79	31455.9	0.510482	0.752098	0.207321	0.020125	0.0423792	0.602717	3.95196	7.24493e-008	0.119645	0.0200819	0.00429881	0.00285163	0.186122	0.000233223	0.00735238	105.561	0.0366703	5.9651	0.0509551	0.5	-1
0	584	1093.21	17.2841	3244.72	31449.6	0.510606	0.754387	0.208034	0.0201261	0.042442	0.604253	3.93734	7.25333e-008	0.119259	0.0200666	0.00429771	0.00285209	0.178406	0.00022491	0.00703455	105.447	0.036711	6.11248	0.0509344	0.5	-1
0	585	1095.12	17.2308	3244.68	31446.3	0.510684	0.755524	0.208387	0.0201273	0.0424735	0.605205	3.92954	7.25835e-008	0.11905	0.0200565	0.00429695	0.00285223	0.174375	0.000220566	0.00686885	105.392	0.0367312	6.1929	0.0509212	0.5	-1
0	586	1097.06	17.1763	3244.64	31442.9	0.510772	0.756614	0.208726	0.020129	0.042504	0.606267	3.92162	7.26384e-008	0.118836	0.0200449	0.00429606	0.0028523	0.17035	0.000216226	0.00670365	105.34	0.0367504	6.27569	0.0509066	0.5	-1
0	587	1100.39	17.0819	3244.58	31437.1	0.510945	0.758333	0.209257	0.0201331	0.0425529	0.608326	3.90802	7.27422e-008	0.118463	0.0200216	0.00429423	0.00285222	0.163585	0.00020893	0.0064266	105.262	0.0367805	6.42078	0.0508778	0.5	-1
0	588	1101.98	17.0362	3244.56	31434.2	0.511038	0.759087	0.209489	0.0201356	0.0425749	0.609422	3.90151	7.27966e-008	0.118282	0.020009	0.00429322	0.0028521	0.160408	0.000205502	0.00629675	105.23	0.0367936	6.49165	0.0508626	0.5	-1
0	589	1105.8	16.9259	3244.5	31427.5	0.511285	0.760692	0.20998	0.020143	0.0426232	0.612334	3.88597	7.29391e-008	0.117843	0.0199747	0.00429043	0.00285157	0.153003	0.000197507	0.00599486	105.165	0.0368209	6.6641	0.0508228	0.5	-1
0	590	1107.29	16.8823	3244.48	31424.9	0.511392	0.761244	0.210148	0.0201465	0.0426405	0.61359	3.87989	7.29993e-008	0.117669	0.0199597	0.0042892	0.00285127	0.150176	0.000194453	0.00587985	105.144	0.0368301	6.73279	0.0508046	0.5	-1
0	591	1110.68	16.7822	3244.44	31418.9	0.511658	0.762334	0.210475	0.0201557	0.0426766	0.616703	3.8661	7.3148e-008	0.117267	0.0199224	0.00428609	0.0028504	0.143886	0.000187653	0.00562458	105.108	0.0368477	6.89168	0.0507621	0.5	-1
0	592	1112.45	16.7294	3244.42	31415.8	0.51181	0.76281	0.210616	0.0201612	0.0426936	0.618469	3.85892	7.32315e-008	0.117055	0.0199011	0.0042843	0.00284984	0.140685	0.000184192	0.00549503	105.094	0.0368549	6.97591	0.0507377	0.5	-1
0	593	1114.24	16.6753	3244.41	31412.6	0.511972	0.763226	0.210737	0.0201673	0.0427096	0.620369	3.85163	7.33208e-008	0.116838	0.0198782	0.00428235	0.00284919	0.137488	0.000180733	0.00536583	105.085	0.0368609	7.06247	0.0507116	0.5	-1
0	594	1117.43	16.5779	3244.38	31407	0.512284	0.763798	0.210899	0.0201794	0.0427349	0.624018	3.83868	7.34909e-008	0.116446	0.0198342	0.00427858	0.00284785	0.131937	0.000174723	0.00514204	105.078	0.036868	7.21887	0.050661	0.5	-1
0	595	1118.97	16.5306	3244.37	31404.3	0.512445	0.763994	0.210952	0.0201858	0.0427457	0.625896	3.83247	7.3578e-008	0.116256	0.0198116	0.00427663	0.00284712	0.129332	0.000171901	0.00503728	105.079	0.0368698	7.29506	0.0506353	0.5	-1
0	596	1122.49	16.4205	3244.35	31398	0.512841	0.764245	0.211009	0.0202021	0.0427669	0.630537	3.81822	7.37923e-008	0.115812	0.0197559	0.00427178	0.00284521	0.12349	0.000165568	0.00480299	105.093	0.0368696	7.47291	0.0505728	0.5	-1
0	597	1123.96	16.3738	3244.34	31395.4	0.513018	0.764267	0.211007	0.0202095	0.0427744	0.632616	3.81227	7.38876e-008	0.115624	0.0197311	0.0042696	0.00284433	0.121107	0.000162982	0.00470764	105.104	0.0368677	7.54841	0.0505438	0.5	-1
0	598	1127.17	16.2708	3244.33	31389.7	0.513428	0.76414	0.210948	0.0202271	0.0427878	0.63744	3.79932	7.41081e-008	0.115209	0.0196739	0.00426454	0.00284221	0.116034	0.000157476	0.00450526	105.136	0.0368597	7.7151	0.0504793	0.5	-1
0	599	1128.98	16.2119	3244.32	31386.5	0.513674	0.763961	0.21088	0.0202378	0.0427937	0.640341	3.79203	7.42402e-008	0.114972	0.0196398	0.00426149	0.00284091	0.113248	0.00015445	0.00439441	105.161	0.0368528	7.81035	0.0504408	0.5	-1
0	600	1130.38	16.1658	3244.32	31384	0.513872	0.763768	0.210812	0.0202466	0.0427975	0.642686	3.78637	7.43464e-008	0.114786	0.0196124	0.00425903	0.00283985	0.111122	0.000152139	0.00430996	105.182	0.0368462	7.8849	0.0504084	0.5	-1
0	601	1133.51	16.0615	3244.32	31378.4	0.514337	0.763165	0.210606	0.0202674	0.0428033	0.648218	3.77379	7.45968e-008	0.114367	0.0195482	0.00425323	0.00283731	0.106491	0.000147103	0.00412649	105.24	0.0368277	8.05312	0.0503358	0.5	-1
0	602	1135.35	15.9992	3244.32	31375.1	0.514627	0.762696	0.21045	0.0202805	0.0428051	0.651678	3.76639	7.4753e-008	0.114116	0.0195085	0.00424962	0.00283571	0.103835	0.000144213	0.00402158	105.279	0.0368142	8.15339	0.0502908	0.5	-1
0	603	1136.68	15.954	3244.32	31372.7	0.514843	0.762307	0.210324	0.0202904	0.0428057	0.654257	3.76108	7.48687e-008	0.113935	0.0194792	0.00424693	0.00283451	0.101959	0.000142172	0.00394765	105.31	0.0368032	8.22596	0.0502553	0.5	-1
0	604	1139.76	15.847	3244.33	31367.2	0.515371	0.761225	0.209975	0.0203147	0.0428049	0.660598	3.74871	7.51532e-008	0.113507	0.0194078	0.00424035	0.00283156	0.0976849	0.000137516	0.00377957	105.392	0.0367737	8.39706	0.0501741	0.5	-1
0	605	1141.4	15.7894	3244.33	31364.3	0.515664	0.760552	0.209762	0.0203284	0.0428032	0.664143	3.74217	7.53118e-008	0.113277	0.0193685	0.00423669	0.00282991	0.0954782	0.000135111	0.00369304	105.44	0.0367557	8.48866	0.0501281	0.5	-1
0	606	1144.61	15.6749	3244.34	31358.5	0.516269	0.759031	0.209286	0.0203567	0.0427975	0.671482	3.72937	7.56391e-008	0.11282	0.0192881	0.00422916	0.00282651	0.0912669	0.000130518	0.00352839	105.543	0.0367155	8.67003	0.0500339	0.5	-1
0	607	1145.98	15.625	3244.35	31356.1	0.51654	0.758296	0.209059	0.0203695	0.0427942	0.674789	3.72389	7.57862e-008	0.112622	0.0192525	0.00422579	0.00282499	0.089508	0.000128599	0.00345982	105.592	0.0366962	8.74846	0.0499913	0.5	-1
0	608	1147.36	15.5743	3244.36	31353.6	0.516821	0.757505	0.208816	0.0203829	0.0427904	0.678222	3.71838	7.59387e-008	0.112421	0.0192158	0.0042223	0.00282343	0.0877634	0.000126695	0.00339193	105.643	0.0366756	8.82787	0.049948	0.5	-1
0	609	1150.66	15.4516	3244.38	31347.6	0.517521	0.755409	0.208181	0.0204162	0.0427792	0.686833	3.70527	7.63206e-008	0.111934	0.0191252	0.00421362	0.00281954	0.0837124	0.00012227	0.00323472	105.774	0.0366213	9.01885	0.0498418	0.5	-1
0	610	1151.99	15.4015	3244.39	31345.3	0.517814	0.754484	0.207905	0.0204303	0.042774	0.690465	3.70001	7.64809e-008	0.111736	0.0190877	0.00420999	0.00281793	0.0821281	0.000120539	0.00317342	105.83	0.0365973	9.09615	0.0497951	0.5	-1
0	611	1154.97	15.2872	3244.41	31339.9	0.518499	0.752229	0.207238	0.0204632	0.042761	0.699001	3.68822	7.68576e-008	0.111286	0.019001	0.00420153	0.0028142	0.0786561	0.000116744	0.00303945	105.965	0.0365391	9.27097	0.0496916	0.5	-1
0	612	1156.52	15.2267	3244.42	31337.1	0.518871	0.750958	0.206867	0.0204812	0.0427536	0.703657	3.6821	7.70626e-008	0.111049	0.0189545	0.00419696	0.0028122	0.0768957	0.000114819	0.00297171	106.039	0.0365063	9.36259	0.0496349	0.5	-1
0	613	1158.08	15.165	3244.44	31334.3	0.519257	0.749607	0.206477	0.0204998	0.0427458	0.708509	3.67592	7.7276e-008	0.110808	0.0189068	0.00419222	0.00281016	0.0751508	0.00011291	0.00290471	106.117	0.0364715	9.45546	0.0495765	0.5	-1
0	614	1159.55	15.1068	3244.45	31331.6	0.519627	0.748283	0.206097	0.0205178	0.0427381	0.713184	3.67016	7.74812e-008	0.11058	0.0188614	0.00418769	0.00280821	0.0735493	0.000111158	0.00284334	106.192	0.0364372	9.54256	0.0495201	0.5	-1
0	615	1162.28	14.9962	3244.48	31326.7	0.520343	0.745646	0.205353	0.0205525	0.0427232	0.722298	3.65941	7.78806e-008	0.110149	0.0187746	0.00417894	0.00280452	0.0706304	0.000107964	0.00273178	106.338	0.036369	9.70611	0.0494117	0.5	-1
0	616	1163.79	14.9343	3244.5	31324	0.520753	0.7441	0.204922	0.0205724	0.0427147	0.727543	3.65349	7.81102e-008	0.109908	0.0187256	0.00417396	0.00280244	0.0690602	0.000106245	0.00267193	106.423	0.0363289	9.79675	0.049351	0.5	-1
0	617	1165.39	14.8678	3244.52	31321.1	0.5212	0.742388	0.20445	0.0205942	0.0427057	0.733284	3.64722	7.83613e-008	0.109651	0.0186729	0.00416855	0.00280022	0.0674247	0.000104455	0.00260971	106.515	0.0362844	9.89321	0.0492848	0.5	-1
0	618	1168.07	14.7551	3244.55	31316.3	0.521971	0.73937	0.203633	0.0206317	0.0426904	0.743267	3.63678	7.87968e-008	0.109215	0.0185832	0.00415923	0.00279648	0.064767	0.000101545	0.0025089	106.675	0.0362057	10.0546	0.0491688	0.5	-1
0	619	1169.57	14.691	3244.57	31313.5	0.522418	0.737589	0.203158	0.0206534	0.0426821	0.749093	3.63094	7.90509e-008	0.108969	0.0185319	0.00415386	0.00279437	0.0633147	9.99552e-005	0.00245396	106.767	0.0361592	10.1453	0.0491034	0.5	-1
0	620	1171.17	14.6217	3244.59	31310.6	0.522909	0.735613	0.202638	0.0206772	0.0426734	0.755511	3.62471	7.93305e-008	0.108702	0.0184765	0.00414799	0.0027921	0.0617915	9.82876e-005	0.00239645	106.868	0.0361073	10.2425	0.0490318	0.5	-1
0	621	1173.77	14.5075	3244.63	31305.9	0.523731	0.732248	0.20177	0.0207171	0.0426598	0.766354	3.61463	7.9802e-008	0.108265	0.0183851	0.00413818	0.00278841	0.0593826	9.56507e-005	0.00230575	107.037	0.0360187	10.4004	0.0489096	0.5	-1
0	622	1175.27	14.4409	3244.65	31303.2	0.524219	0.730227	0.201259	0.0207408	0.0426527	0.772828	3.60885	8.00834e-008	0.10801	0.0183318	0.00413239	0.0027863	0.058034	9.41747e-005	0.00225511	107.137	0.0359653	10.4912	0.0488395	0.5	-1
0	623	1176.88	14.3682	3244.67	31300.3	0.524758	0.727972	0.200697	0.0207669	0.0426456	0.780025	3.60262	8.03963e-008	0.107733	0.0182738	0.00412602	0.00278402	0.056606	9.26122e-005	0.00220159	107.247	0.0359054	10.5892	0.0487619	0.5	-1
0	624	1178.63	14.3169	3244.68	31297.2	0.525327	0.72594	0.200719	0.0207945	0.0426403	0.787652	3.59621	8.08439e-008	0.107525	0.0183562	0.00411932	0.00278169	0.0544052	9.10123e-005	0.00210487	107.362	0.0355106	10.5915	0.0486773	0.5	-1
0	625	1181.22	14.3613	3244.61	31292.7	0.526009	0.725974	0.201121	0.0208377	0.0426465	0.796293	3.58904	8.25119e-008	0.107463	0.0184815	0.00411133	0.002779	0.0472637	8.90262e-005	0.00174182	107.505	0.0329106	9.94567	0.0486157	0.5	-1
0	626	1184.85	14.3079	3244.51	31286.3	0.527003	0.726067	0.20016	0.0209108	0.0426308	0.808423	3.57927	8.29902e-008	0.107121	0.0183318	0.00409976	0.00277527	0.0386843	8.63196e-005	0.0013307	107.734	0.0295103	9.08126	0.0484975	0.5	-1
0	627	1187.45	14.2256	3244.45	31281.8	0.527748	0.726312	0.199384	0.0209689	0.0426164	0.817552	3.57233	8.32006e-008	0.106868	0.0182092	0.00409114	0.00277263	0.0334063	8.4424e-005	0.00109285	107.912	0.0272194	8.48327	0.048398	0.5	-1
0	628	1189.28	14.1551	3244.41	31278.6	0.52829	0.726616	0.198829	0.0210131	0.0426048	0.824276	3.56747	8.33176e-008	0.106694	0.0181216	0.0040849	0.00277079	0.0300756	8.31099e-005	0.000949276	108.042	0.0256729	8.07136	0.048317	0.5	-1
0	629	1191.08	14.0791	3244.37	31275.5	0.528839	0.727028	0.198277	0.0210595	0.0425944	0.83116	3.56271	8.34444e-008	0.106527	0.0180326	0.0040786	0.002769	0.0270778	8.18313e-005	0.000824711	108.173	0.0242002	7.67236	0.0482376	0.5	-1
0	630	1192.75	14.0039	3244.34	31272.6	0.529366	0.727504	0.197766	0.0211056	0.0425862	0.837819	3.55831	8.35716e-008	0.106372	0.0179486	0.00407258	0.00276735	0.024517	8.06529e-005	0.000722043	108.297	0.0228712	7.30629	0.0481605	0.5	-1
0	631	1194.34	13.9298	3244.31	31269.8	0.529879	0.728022	0.197289	0.0211518	0.0425803	0.84436	3.55416	8.37024e-008	0.106225	0.0178686	0.00406674	0.00276581	0.02228	7.95462e-005	0.000635362	108.414	0.0216482	6.96413	0.0480854	0.5	-1
0	632	1197.71	13.7665	3244.25	31263.9	0.531014	0.729224	0.196324	0.0212572	0.0425759	0.858964	3.54544	8.40212e-008	0.105903	0.0177009	0.0040539	0.00276262	0.0181001	7.72351e-005	0.000481574	108.661	0.0191761	6.25653	0.0479222	0.5	-1
0	633	1199.48	13.6784	3244.23	31260.7	0.531636	0.729829	0.195851	0.0213159	0.0425789	0.867045	3.5409	8.42175e-008	0.105724	0.0176152	0.0040469	0.002761	0.0161833	7.60405e-005	0.000414947	108.789	0.0179447	5.89591	0.0478331	0.5	-1
0	634	1201.4	13.5819	3244.2	31257.4	0.532333	0.730383	0.195369	0.0213815	0.0425874	0.876132	3.53601	8.44564e-008	0.105518	0.0175251	0.0040391	0.00275931	0.0143019	7.47612e-005	0.000352175	108.925	0.0166637	5.5151	0.0477349	0.5	-1
0	635	1203.4	13.4801	3244.18	31253.8	0.533088	0.730772	0.194902	0.0214515	0.042603	0.886027	3.53091	8.47382e-008	0.105287	0.0174347	0.00403069	0.0027576	0.0125333	7.34393e-005	0.000295729	109.064	0.0153841	5.12898	0.0476293	0.5	-1
0	636	1204.55	13.4217	3244.17	31251.8	0.533531	0.730868	0.194654	0.0214919	0.0426142	0.891868	3.52799	8.49298e-008	0.105146	0.017384	0.00402576	0.00275666	0.0116076	7.26915e-005	0.000267252	109.142	0.0146813	4.91458	0.0475616	0.5	-1
0	637	1207.51	13.271	3244.16	31246.5	0.534713	0.730589	0.194079	0.0215956	0.0426567	0.907543	3.52046	8.54631e-008	0.104756	0.0172622	0.00401271	0.00275438	0.00948768	7.07958e-005	0.000205048	109.334	0.0129725	4.38683	0.047402	0.5	-1
0	638	1209.16	13.1867	3244.15	31243.6	0.5354	0.730033	0.193797	0.0216526	0.0426886	0.91672	3.51624	8.58029e-008	0.104519	0.0171985	0.00400517	0.00275321	0.0084549	6.97563e-005	0.000176395	109.437	0.0120826	4.10862	0.0473081	0.5	-1
0	639	1210.28	13.1238	3244.15	31241.6	0.535893	0.729216	0.193519	0.0216919	0.0427142	0.923352	3.51326	8.60414e-008	0.104295	0.0171325	0.00399977	0.00275244	0.0079046	6.90555e-005	0.000161972	109.507	0.0115995	3.95965	0.0472307	0.5	-1
0	640	1212.59	12.9626	3244.2	31237.4	0.537068	0.725121	0.192883	0.0217695	0.0427828	0.939534	3.50605	8.64422e-008	0.103721	0.0170048	0.00398696	0.00275083	0.00760205	6.76215e-005	0.00015766	109.66	0.0114109	3.9305	0.0470738	0.5	-1
0	641	1214.09	12.8676	3244.24	31234.6	0.537847	0.722301	0.192614	0.0218146	0.042839	0.950466	3.50135	8.69002e-008	0.103429	0.0169482	0.00397854	0.00274994	0.00741197	6.67231e-005	0.000154965	109.751	0.0112902	3.91146	0.046973	0.5	-1
0	642	1216.15	12.7406	3244.29	31230.9	0.538955	0.718164	0.192308	0.0218757	0.0429369	0.966226	3.49486	8.75571e-008	0.103025	0.0168748	0.00396662	0.00274891	0.00715445	6.55095e-005	0.000151334	109.868	0.0111238	3.88472	0.0468317	0.5	-1
0	643	1216.15	12.7406	3244.29	31230.9	0.538955	0.718164	0.192308	0.0218757	0.0429369	0.966226	3.49486	8.75571e-008	0.103025	0.0168748	0.00396662	0.00274891	0.00715445	6.55095e-005	0.000151334	109.868	0.0111238	3.88472	0.0468317	0.5	-1
0	644	1218.54	12.596	3244.35	31226.5	0.540269	0.713081	0.192059	0.0219459	0.0430603	0.985236	3.48739	8.84477e-008	0.102548	0.0167894	0.00395252	0.00274806	0.0068661	6.4156e-005	0.000147297	109.988	0.0109334	3.85338	0.0466534	0.5	-1
0	645	1220.18	12.4965	3244.39	31223.5	0.541199	0.709407	0.191959	0.0219941	0.0431674	0.9988	3.48228	8.9064e-008	0.102215	0.0167346	0.00394262	0.00274768	0.00667341	6.32553e-005	0.000144616	110.063	0.0108036	3.83156	0.0465366	0.5	-1
0	646	1221.38	12.4231	3244.42	31221.3	0.541894	0.706619	0.191931	0.0220296	0.0432492	1.00903	3.47855	8.95411e-008	0.101968	0.0166951	0.00393523	0.00274753	0.00653465	6.26085e-005	0.000142694	110.114	0.0107088	3.81538	0.0464435	0.5	-1
0	647	1222.68	12.3438	3244.45	31218.9	0.542653	0.703543	0.191943	0.0220678	0.0433481	1.02025	3.47455	9.00657e-008	0.101699	0.0166542	0.0039272	0.00274749	0.00638825	6.19281e-005	0.000140676	110.163	0.0106074	3.79787	0.0463476	0.5	-1
0	648	1224.12	12.2549	3244.49	31216.3	0.543515	0.700017	0.192011	0.0221104	0.0434723	1.03307	3.47011	9.06697e-008	0.101396	0.0166102	0.00391811	0.00274758	0.00622811	6.11864e-005	0.000138479	110.214	0.0104951	3.77817	0.0462398	0.5	-1
0	649	1225.4	12.1753	3244.52	31213.9	0.544295	0.6968	0.19213	0.0221484	0.0435913	1.04474	3.46618	9.12262e-008	0.101124	0.0165724	0.00390991	0.00274781	0.00608846	6.05418e-005	0.000136572	110.253	0.0103957	3.76049	0.0461402	0.5	-1
0	650	1226.7	12.0944	3244.56	31211.5	0.545095	0.693473	0.192308	0.0221867	0.0437235	1.0568	3.46222	9.1806e-008	0.100846	0.0165357	0.00390151	0.00274818	0.00594995	5.99047e-005	0.00013469	110.288	0.0102958	3.7425	0.04604	0.5	-1
0	651	1227.95	12.0155	3244.59	31209.2	0.545886	0.690173	0.192543	0.022224	0.0438635	1.06875	3.4584	9.23867e-008	0.100573	0.0165014	0.00389324	0.00274867	0.00581793	5.92996e-005	0.000132905	110.317	0.0101994	3.72488	0.0459412	0.5	-1
0	652	1229.15	11.9399	3244.62	31207	0.546651	0.686961	0.19283	0.0222596	0.0440086	1.08038	3.45478	9.29578e-008	0.100311	0.0164701	0.00388525	0.00274927	0.00569416	5.87345e-005	0.00013124	110.34	0.0101078	3.70795	0.0458458	0.5	-1
0	653	1230.34	11.8646	3244.66	31204.9	0.547422	0.683719	0.193179	0.0222949	0.0441656	1.09213	3.4512	9.35403e-008	0.100049	0.0164405	0.00387723	0.00274999	0.0055736	5.81861e-005	0.000129625	110.358	0.0100175	3.69104	0.0457508	0.5	-1
0	654	1231.61	11.9393	3244.69	31202.5	0.548243	0.680252	0.197022	0.0223319	0.0443473	1.10472	3.44746	9.41996e-008	0.0997706	0.0167328	0.00386869	0.00275089	0.00544917	5.76224e-005	0.000127968	110.276	0.00992309	3.67314	0.0456724	0.5	-1
0	655	1237.83	24.0626	3244.05	31192.6	0.549489	0.676088	0.34078	0.0223115	0.0528517	1.08422	3.44103	1.45031e-007	0.0995433	0.0264345	0.00385643	0.00275252	0.0052683	5.68078e-005	0.000125575	99.256	0.00978356	3.64626	0.0488005	0.393522	-1
0	656	1244.38	27.6221	3243.3	31182.2	0.550491	0.672761	0.386428	0.0229547	0.061627	1.58384	3.43732	1.76893e-007	0.0979067	0.0283739	0.00392501	0.00275713	0.00513487	5.62313e-005	0.000123895	91.3381	0.00967436	3.62487	0.0507486	0.343887	-1
0	657	1249.1	28.4179	3242.74	31174.8	0.55118	0.66904	0.41922	0.0245322	0.0700046	2.30664	3.43728	2.13877e-007	0.0950231	0.0296507	0.00402792	0.00276714	0.00505086	5.58878e-005	0.000122914	86.3275	0.00960071	3.61027	0.0523273	0.333595	-1
0	658	1253.75	28.4342	3242.2	31167.5	0.551864	0.664013	0.456112	0.0266815	0.0802973	3.18222	3.43864	2.50502e-007	0.091749	0.0309373	0.00416082	0.00278488	0.00497299	5.55846e-005	0.000122064	81.6741	0.00952877	3.59586	0.0540728	0.332527	-1
0	659	1263.02	27.1453	3241.12	31152.8	0.553298	0.650362	0.553823	0.0312849	0.109474	5.09266	3.44371	3.13703e-007	0.0857973	0.0338564	0.00451308	0.0028515	0.00482559	5.50618e-005	0.000120633	72.8319	0.00938136	3.5659	0.0581884	0.34634	-1
0	660	1267.63	26.0994	3240.59	31145.5	0.554071	0.642173	0.619587	0.0332692	0.131442	5.99378	3.44702	3.42241e-007	0.0833371	0.0356081	0.00473561	0.00290497	0.00475436	5.48409e-005	0.000120038	68.5334	0.00930391	3.54991	0.0606541	0.358984	-1
0	661	1272.22	24.8853	3240.08	31138.2	0.554895	0.633441	0.69994	0.0349168	0.161994	6.79352	3.45038	3.70929e-007	0.0810933	0.0376358	0.00499456	0.00297598	0.00468404	5.46497e-005	0.000119521	64.2641	0.00922267	3.53296	0.0634827	0.375037	-1
0	662	1276.72	23.5722	3239.6	31131.1	0.555766	0.624644	0.794769	0.0362154	0.204613	7.45417	3.45351	4.00896e-007	0.0792833	0.0399901	0.00529056	0.00306688	0.00461551	5.4495e-005	0.000119095	60.0708	0.00913822	3.51514	0.0666987	0.394233	-1
0	663	1281.05	22.215	3239.15	31124.1	0.556683	0.616232	0.901648	0.0372237	0.263076	7.96858	3.45639	4.33304e-007	0.0779002	0.04273	0.00562388	0.00317976	0.00454949	5.43825e-005	0.000118768	55.9916	0.00905107	3.49654	0.070317	0.416354	-1
0	664	1285.11	20.8749	3238.75	31117.6	0.557625	0.608663	1.01423	0.0380224	0.339151	8.34824	3.45905	4.68703e-007	0.0768779	0.0458679	0.00598853	0.00331417	0.00448743	5.4317e-005	0.000118548	52.114	0.00896309	3.47754	0.0742892	0.440895	-1
0	665	1288.85	19.5871	3238.39	31111.6	0.558583	0.602145	1.12629	0.0387037	0.432577	8.62392	3.46155	5.07706e-007	0.0761217	0.0494293	0.0063797	0.00346941	0.00442989	5.42989e-005	0.000118432	48.4737	0.00887533	3.45836	0.0785659	0.467439	-1
0	666	1292.26	18.365	3238.09	31106	0.559552	0.59669	1.23345	0.0393408	0.541469	8.82812	3.46396	5.51085e-007	0.0755461	0.0534646	0.00679471	0.00364521	0.00437679	5.43265e-005	0.000118413	45.0688	0.00878815	3.43907	0.0831171	0.495787	-1
0	667	1295.37	17.2119	3237.84	31100.9	0.560532	0.592208	1.33323	0.0399791	0.662977	8.98624	3.46631	5.99727e-007	0.0750881	0.058044	0.00723182	0.00384158	0.00432783	5.43975e-005	0.000118485	41.8842	0.00870155	3.41969	0.0879231	0.5	-1
0	668	1298.19	16.1268	3237.63	31096.3	0.561524	0.588571	1.42453	0.0406406	0.79393	9.11562	3.46866	6.54598e-007	0.0747051	0.0632525	0.00768935	0.00405858	0.00428265	5.45094e-005	0.00011864	38.9038	0.0086155	3.40021	0.0929656	0.5	-1
0	669	1299.27	15.3661	3237.56	31094.4	0.561951	0.587239	1.45211	0.0409326	0.852003	9.16504	3.46968	6.79477e-007	0.0745572	0.0646944	0.00789067	0.00415762	0.00426442	5.45693e-005	0.00011873	37.8891	0.00857887	3.39184	0.0956344	0.5	-1
0	670	1300.71	9.32555	3237.65	31091.7	0.563326	0.582676	1.36973	0.04187	1.02443	9.30299	3.47319	6.08543e-007	0.0740842	0.0545214	0.00851224	0.00449597	0.00421148	5.48339e-005	0.000119059	38.7668	0.00846292	3.3651	0.0997562	0.5	-1
0	671	1300.89	7.65954	3237.79	31091.2	0.564024	0.58007	1.33407	0.0423128	1.10222	9.36067	3.47501	5.76642e-007	0.0738549	0.051947	0.00878853	0.00467617	0.00418662	5.49927e-005	0.000119231	39.213	0.00840503	3.35159	0.102141	0.5	-1
0	672	1300.81	6.30113	3238	31090.9	0.564921	0.576492	1.29325	0.0428361	1.19363	9.42484	3.47732	5.52158e-007	0.0735739	0.0499733	0.00909153	0.00491078	0.00415552	5.5203e-005	0.000119447	39.7814	0.00833166	3.33432	0.105009	0.5	-1
0	673	1300.42	5.3276	3238.32	31091	0.566083	0.571553	1.24751	0.043441	1.29944	9.49581	3.48028	5.36563e-007	0.0732269	0.0486258	0.00939235	0.0052122	0.00411564	5.54727e-005	0.000119711	40.5054	0.00823818	3.31206	0.108092	0.5	-1
0	674	1299.75	4.78066	3238.74	31091.5	0.567479	0.565301	1.20148	0.0440737	1.4105	9.56937	3.48374	5.29144e-007	0.0728255	0.0478428	0.00962034	0.00555781	0.00406739	5.57794e-005	0.00012	41.3522	0.00812809	3.2855	0.110646	0.5	-1
0	675	1299.08	4.57501	3239.11	31092	0.568723	0.559551	1.16736	0.0445673	1.49703	9.62841	3.48674	5.27148e-007	0.0724756	0.0474792	0.00971183	0.00584018	0.00402368	5.6031e-005	0.00012023	42.0822	0.00803195	3.26198	0.111837	0.5	-1
0	676	1299.08	4.57501	3239.11	31092	0.568723	0.559551	1.16736	0.0445673	1.49703	9.62841	3.48674	5.27148e-007	0.0724756	0.0474792	0.00971183	0.00584018	0.00402368	5.6031e-005	0.00012023	42.0822	0.00803195	3.26198	0.111837	0.5	-1
0	677	1298.45	4.50008	3239.45	31092.5	0.569863	0.554203	1.14089	0.0449734	1.56775	9.67929	3.48941	5.27072e-007	0.0721584	0.0472779	0.00971552	0.00607185	0.00398287	5.62421e-005	0.000120417	42.7297	0.00794531	3.24053	0.112025	0.5	-1
0	678	1297.92	4.48119	3239.75	31093	0.57086	0.549508	1.12102	0.0452984	1.62381	9.72211	3.49168	5.27762e-007	0.0718829	0.0471647	0.00966519	0.00625031	0.00394662	5.64112e-005	0.000120563	43.2777	0.00787069	3.22186	0.111566	0.5	-1
0	679	1297.38	4.48636	3240.05	31093.4	0.571888	0.544679	1.10337	0.0456092	1.67674	9.76513	3.49397	5.2897e-007	0.0716002	0.047094	0.00956954	0.00640932	0.0039087	5.65706e-005	0.000120697	43.8244	0.00779482	3.20269	0.110599	0.5	-1
