t	tintnext	sstore	sstored	stry	sdid	snext	
2e-007	0.1	0.1	0.202156
0.1	0.202156	0.202156	0.213596
0.302157	0.213596	0.213596	0.231323
0.515753	0.231323	0.231323	0.247355
0.747075	0.247355	0.247355	0.266151
0.99443	0.266151	0.266151	0.289841
1.26058	0.289841	0.289841	0.321142
1.55042	0.321142	0.321142	0.363533
1.87157	0.363533	0.363533	0.422096
2.2351	0.422096	0.422096	0.504715
2.65719	0.504715	0.504715	0.623569
3.16191	0.623569	0.623569	0.78994
3.78548	0.78994	0.78994	0.963164
4.57542	0.963164	0.963164	1.04243
5.53858	1.04243	1.04243	1.08054
6.58101	1.08054	1.08054	1.12589
7.66155	1.12589	1.12589	1.17265
8.78744	1.17265	1.17265	1.21668
9.96009	1.21668	1.21668	1.19814
11.1768	1.19814	1.19814	1.14907
12.3749	1.14907	1.14907	1.14646
13.524	1.14646	1.14646	1.20613
14.6704	1.20613	1.20613	1.26541
15.8766	1.26541	1.26541	1.25489
17.142	1.25489	1.25489	1.19171
18.3969	1.19171	1.19171	1.1601
19.5886	1.1601	1.1601	1.2089
20.7487	1.2089	1.2089	1.29441
21.9576	1.29441	1.29441	1.31181
23.252	1.31181	1.31181	1.22646
24.5638	1.22646	1.22646	1.14058
25.7902	1.14058	1.14058	1.16264
26.9308	1.16264	1.16264	1.29009
28.0935	1.29009	1.29009	1.38557
29.3836	1.38557	1.38557	1.29919
30.7691	1.29919	1.11057	1.14817
31.8797	1.14817	1.14817	1.31778
33.0279	1.31778	1.31778	1.39802
34.3456	1.39802	1.17184	1.22064
35.5175	1.22064	1.22064	1.21852
36.7381	1.21852	1.21852	1.15855
37.9566	1.15855	1.15855	1.11128
39.1152	1.11128	1.11128	1.13801
40.2265	1.13801	1.13801	1.21848
41.3645	1.21848	1.21848	1.25518
42.583	1.25518	1.25518	1.18567
43.8381	1.18567	1.18567	1.08867
45.0238	1.08867	1.08867	1.08225
46.1125	1.08225	1.08225	1.18865
47.1947	1.18865	1.18865	1.29485
48.3834	1.29485	1.29485	1.24581
49.6782	1.24581	1.07736	1.10955
50.7556	1.10955	1.10955	1.2214
51.8651	1.2214	1.2214	1.27941
53.0865	1.27941	1.27941	1.18538
54.3659	1.18538	1.04384	1.0681
55.4098	1.0681	1.0681	1.21646
56.4779	1.21646	1.21646	1.32187
57.6943	1.32187	1.32187	1.21448
59.0162	1.21448	1.00274	1.04921
60.0189	1.04921	1.04921	1.24155
61.0682	1.24155	1.24155	1.3603
62.3097	1.3603	1.19701	1.2261
63.5067	1.2261	1.2261	1.14739
64.7328	1.14739	1.14739	1.05071
65.8802	1.05071	1.05071	1.05226
