RunId	Time	_sPO4W_	_sO2W_	_sDDiatW_	_sDZoo_	_sDFiAd_	_sDVeg_	_sDBent_	_oPTotW_	_oChla_	_aSecchi_	_aDError_	_aNError_	_aPError_	-1
0	41	0.106119	14.493	1.95343	0.13228	1.88651	0.816837	1.16703	0.19773	43.6752	0.674724	1.45519e-011	5.68434e-014	1.42109e-014	-1
0	42	0.107584	14.5518	2.07047	0.137494	1.88435	0.814307	1.17063	0.19953	44.6943	0.666273	1.45519e-011	5.68434e-014	7.10543e-015	-1
0	43	0.108867	14.6087	2.18478	0.142725	1.88236	0.811978	1.17397	0.20116	45.7111	0.658104	1.45519e-011	8.52651e-014	1.42109e-014	-1
0	44	0.111265	14.7318	2.43649	0.154792	1.87833	0.807245	1.18085	0.204318	47.9662	0.640825	1.45519e-011	5.68434e-014	1.42109e-014	-1
0	45	0.112485	14.8052	2.58922	0.16253	1.87608	0.804582	1.18476	0.206012	49.3513	0.630725	1.45519e-011	8.52651e-014	7.10543e-015	-1
0	46	0.113486	14.8724	2.73084	0.170022	1.8741	0.802223	1.18824	0.207505	50.6851	0.621333	1.45519e-011	5.68434e-014	0	-1
0	47	0.114427	14.9428	2.88075	0.178319	1.87209	0.799821	1.19179	0.20895	52.0862	0.61179	7.27596e-012	5.68434e-014	0	-1
0	48	0.115337	15.019	3.0452	0.187894	1.86999	0.797278	1.19557	0.210418	53.6303	0.601629	1.45519e-011	1.13687e-013	7.10543e-015	-1
0	49	0.116186	15.0994	3.22081	0.198722	1.86785	0.79465	1.19948	0.211879	55.2981	0.591038	1.45519e-011	1.13687e-013	0	-1
0	50	0.116925	15.1785	3.39618	0.210227	1.86578	0.792096	1.20328	0.21325	56.9898	0.580671	1.45519e-011	1.13687e-013	7.10543e-015	-1
0	51	0.117549	15.2543	3.56627	0.22212	1.86385	0.789671	1.20689	0.214499	58.6463	0.570856	7.27596e-012	1.13687e-013	1.42109e-014	-1
0	52	0.118627	15.4125	3.92884	0.250273	1.85991	0.784618	1.2144	0.216897	62.1632	0.551002	1.45519e-011	8.52651e-014	1.42109e-014	-1
