t	tintnext	sstore	sstored	stry	sdid	snext	
2e-007	0.001	0.001	0.005
0.0010002	0.005	0.005	0.025
0.0060002	0.025	0.025	0.125
0.0310002	0.125	0.125	0.43539
0.156	0.43539	0.43539	0.442834
0.59139	0.442834	0.442834	0.418359
1.03422	0.418359	0.418359	0.456094
1.45258	0.456094	0.456094	0.508847
1.90868	0.508847	0.508847	0.640722
2.41752	0.640722	0.640722	0.846425
3.05825	0.846425	0.846425	1.08392
3.90467	1.08392	1.08392	1.05714
4.98859	1.05714	0.817012	0.87616
5.8056	0.87616	0.87616	0.992166
6.68176	0.992166	0.992166	1.01651
7.67393	1.01651	0.90157	0.920862
8.5755	0.920862	0.920862	0.929503
9.49636	0.929503	0.929503	0.911816
10.4259	0.911816	0.911816	0.885883
11.3377	0.885883	0.885883	0.882086
12.2236	0.882086	0.882086	0.905608
13.1056	0.905608	0.905608	0.926778
14.0113	0.926778	0.926778	0.914179
14.938	0.914179	0.914179	0.87855
15.8522	0.87855	0.87855	0.861965
16.7308	0.861965	0.861965	0.885748
17.5927	0.885748	0.885748	0.922497
18.4785	0.922497	0.922497	0.922299
19.401	0.922299	0.922299	0.878922
20.3233	0.878922	0.878922	0.843757
21.2022	0.843757	0.843757	0.860615
22.046	0.860615	0.860615	0.913398
22.9066	0.913398	0.913398	0.935159
23.82	0.935159	0.935159	0.889937
24.7551	0.889937	0.889937	0.830946
25.6451	0.830946	0.830946	0.830518
26.476	0.830518	0.830518	0.895375
27.3065	0.895375	0.895375	0.949614
28.2019	0.949614	0.949614	0.914415
29.1515	0.914415	0.914415	0.828672
30.0659	0.828672	0.828672	0.797842
30.8946	0.797842	0.797842	0.864384
31.6924	0.864384	0.864384	0.959171
32.5568	0.959171	0.959171	0.953757
33.516	0.953757	0.840308	0.85998
34.3563	0.85998	0.85998	0.902003
35.2163	0.902003	0.902003	0.912934
36.1183	0.912934	0.912934	0.873318
37.0312	0.873318	0.873318	0.830785
37.9045	0.830785	0.830785	0.839318
38.7353	0.839318	0.839318	0.8955
39.5746	0.8955	0.8955	0.933047
40.4701	0.933047	0.933047	0.897223
41.4032	0.897223	0.897223	0.829659
42.3004	0.829659	0.829659	0.814763
43.1301	0.814763	0.814763	0.878717
43.9448	0.878717	0.878717	0.954468
44.8236	0.954468	0.954468	0.939535
45.778	0.939535	0.844779	0.858282
46.6228	0.858282	0.858282	0.905093
47.4811	0.905093	0.905093	0.930965
48.3862	0.930965	0.930965	0.899065
49.3171	0.899065	0.899065	0.847681
50.2162	0.847681	0.847681	0.843425
51.0639	0.843425	0.843425	0.902658
51.9073	0.902658	0.902658	0.965503
52.81	0.965503	0.965503	0.948993
53.7755	0.948993	0.948993	0.867309
54.7245	0.867309	0.867309	0.825174
55.5918	0.825174	0.825174	0.883966
56.417	0.883966	0.883966	1.00104
57.3009	1.00104	1.00104	1.03793
58.302	1.03793	0.924455	0.942116
59.2264	0.942116	0.942116	0.944928
60.1685	0.944928	0.944928	0.932918
61.1135	0.932918	0.932918	0.926214
62.0464	0.926214	0.926214	0.942426
62.9726	0.942426	0.942426	0.973867
63.915	0.973867	0.973867	0.990234
64.8889	0.990234	0.990234	0.972996
65.8791	0.972996	0.972996	0.945764
66.8521	0.945764	0.945764	0.949999
67.7979	0.949999	0.949999	0.995679
68.7479	0.995679	0.995679	1.04127
69.7436	1.04127	1.04127	1.03062
70.7848	1.03062	1.03062	0.973426
71.8154	0.973426	0.973426	0.944587
72.7889	0.944587	0.944587	0.99241
73.7335	0.99241	0.99241	1.07986
74.7259	1.07986	1.07986	1.10196
75.8057	1.10196	1.10196	1.02023
76.9077	1.02023	1.02023	0.939372
77.9279	0.939372	0.939372	0.965338
78.8673	0.965338	0.965338	1.08976
79.8326	1.08976	1.08976	1.17234
80.9224	1.17234	1.17234	1.09092
82.0947	1.09092	0.943006	0.970822
83.0377	0.970822	0.970822	1.11113
84.0086	1.11113	1.11113	1.2059
85.1197	1.2059	1.2059	1.11468
86.3256	1.11468	0.94259	0.977822
87.2682	0.977822	0.977822	1.14182
88.246	1.14182	1.14182	1.2584
89.3878	1.2584	1.2584	1.14521
90.6462	1.14521	0.918973	0.970614
91.5652	0.970614	0.970614	1.18589
92.5358	1.18589	1.18589	1.34565
93.7217	1.34565	1.16544	1.19986
94.8871	1.19986	1.19986	1.08221
96.087	1.08221	0.947869	0.971348
97.0349	0.971348	0.971348	1.15015
98.0062	1.15015	1.15015	1.30431
99.1564	1.30431	1.30431	1.18491
100.461	1.18491	0.902657	0.970581
101.363	0.970581	0.970581	1.21092
102.334	1.21092	1.21092	1.36268
103.545	1.36268	1.14045	1.18867
