1	0	0.0668054	12.9174	0.414496	0.199642	2.88693	21.2055	2.4032	0.078455	3.80509	1.52195	0	0	0	-1
1	1	0.0678005	12.9861	0.439621	0.198601	2.88705	21.0663	2.41896	0.0807535	4.02536	1.48589	0	8.52651e-014	0	-1
1	2	0.0683464	13.0224	0.454743	0.198611	2.8871	20.9882	2.42787	0.0820476	4.1591	1.46608	0	8.52651e-014	3.55271e-015	-1
1	3	0.0690258	13.0666	0.474994	0.199102	2.88716	20.8897	2.43915	0.0836566	4.33643	1.44191	-7.27596e-012	8.52651e-014	3.55271e-015	-1
1	4	0.0698991	13.1224	0.503717	0.200407	2.8872	20.761	2.454	0.0858306	4.59859	1.40991	-7.27596e-012	5.68434e-014	0	-1
1	5	0.070468	13.1589	0.524339	0.201625	2.88722	20.6757	2.46392	0.0871676	4.77475	1.39049	0	8.52651e-014	3.55271e-015	-1
1	6	0.071426	13.2214	0.563213	0.204299	2.88723	20.5287	2.48117	0.0894977	5.11422	1.35695	-7.27596e-012	5.68434e-014	0	-1
1	7	0.0719077	13.2539	0.585118	0.205942	2.88722	20.453	2.49015	0.0906631	5.30204	1.34021	-1.45519e-011	5.68434e-014	-3.55271e-015	-1
1	8	0.0723471	13.2844	0.60675	0.207623	2.88721	20.3826	2.49855	0.0917416	5.48831	1.3247	-1.45519e-011	0	0	-1
1	9	0.0731363	13.3419	0.650357	0.211124	2.88717	20.2523	2.51425	0.0936889	5.85968	1.29647	-2.18279e-011	2.84217e-014	3.55271e-015	-1
1	10	0.0735495	13.3738	0.676161	0.213237	2.88714	20.1816	2.52285	0.0947087	6.07499	1.28151	-1.45519e-011	2.84217e-014	0	-1
1	11	0.0739695	13.408	0.704956	0.215614	2.8871	20.1077	2.53191	0.0957638	6.31521	1.26584	-2.18279e-011	2.84217e-014	0	-1
1	12	0.0746396	13.467	0.757636	0.219988	2.88703	19.9841	2.54722	0.0975196	6.7607	1.23918	-2.18279e-011	8.52651e-014	-3.55271e-015	-1
1	13	0.0749893	13.5007	0.789314	0.222624	2.88699	19.916	2.55573	0.0984438	7.02187	1.22478	-2.18279e-011	2.84217e-014	0	-1
1	14	0.0753399	13.537	0.824801	0.225577	2.88695	19.8446	2.56473	0.099402	7.31529	1.20951	-1.45519e-011	5.68434e-014	-3.55271e-015	-1
1	15	0.0758721	13.5989	0.88816	0.230846	2.88686	19.728	2.57956	0.100958	7.84895	1.18385	-7.27596e-012	2.84217e-014	-3.55271e-015	-1
1	16	0.0761474	13.6352	0.927077	0.23408	2.88682	19.6623	2.588	0.10179	8.16817	1.1696	-1.45519e-011	5.68434e-014	-3.55271e-015	-1
1	17	0.0766123	13.7068	1.00744	0.240757	2.88673	19.5386	2.60405	0.103352	8.84444	1.14162	0	5.68434e-014	-3.55271e-015	-1
1	18	0.0767957	13.7405	1.04675	0.244028	2.8867	19.483	2.61132	0.104023	9.17113	1.12903	-7.27596e-012	5.68434e-014	-3.55271e-015	-1
1	19	0.0769853	13.7803	1.09459	0.248016	2.88666	19.4191	2.61972	0.104768	9.56396	1.11458	0	5.68434e-014	-3.55271e-015	-1
1	20	0.0772722	13.8583	1.19179	0.256158	2.88659	19.3002	2.63549	0.106149	10.3895	1.08629	-7.27596e-012	5.68434e-014	-7.10543e-015	-1
1	21	0.0773691	13.8942	1.23821	0.260073	2.88657	19.2477	2.6425	0.106725	10.778	1.07382	-7.27596e-012	8.52651e-014	-3.55271e-015	-1
1	22	0.0775176	13.9823	1.35591	0.270102	2.88653	19.125	2.65899	0.108014	11.7646	1.04419	-1.45519e-011	5.68434e-014	0	-1
1	23	0.0775478	14.0284	1.41959	0.275605	2.88652	19.0638	2.66726	0.10863	12.3041	1.02905	-1.45519e-011	5.68434e-014	-3.55271e-015	-1
1	24	0.0775479	14.0726	1.48188	0.281046	2.88652	19.0069	2.67497	0.10919	12.8405	1.01466	-7.27596e-012	8.52651e-014	-3.55271e-015	-1
1	25	0.0774749	14.1563	1.60327	0.291844	2.88653	18.9031	2.68907	0.110156	13.8893	0.988166	-7.27596e-012	5.68434e-014	0	-1
1	26	0.0773922	14.2042	1.67458	0.298323	2.88656	18.8459	2.69686	0.11065	14.4989	0.973656	-1.45519e-011	5.68434e-014	0	-1
1	27	0.0771385	14.3016	1.82334	0.312203	2.88663	18.7339	2.71213	0.111571	15.8053	0.944448	-1.45519e-011	5.68434e-014	-3.55271e-015	-1
1	28	0.0769788	14.3482	1.89615	0.319195	2.88668	18.6821	2.71919	0.111963	16.4432	0.931017	-7.27596e-012	5.68434e-014	0	-1
1	29	0.0767689	14.401	1.98004	0.327431	2.88675	18.6245	2.72703	0.112371	17.1752	0.916204	-7.27596e-012	2.84217e-014	-3.55271e-015	-1
1	30	0.076273	14.5045	2.14824	0.344581	2.88693	18.5147	2.74196	0.113098	18.6898	0.887362	-7.27596e-012	5.68434e-014	-3.55271e-015	-1
1	31	0.0760037	14.553	2.22866	0.353109	2.88703	18.4644	2.74877	0.113394	19.4113	0.874392	-7.27596e-012	5.68434e-014	-7.10543e-015	-1
1	32	0.0752561	14.6705	2.42784	0.375266	2.88731	18.3446	2.76491	0.114014	21.1978	0.844125	0	5.68434e-014	-7.10543e-015	-1
1	33	0.0749162	14.7181	2.5101	0.38489	2.88745	18.2967	2.77132	0.114239	21.9808	0.831608	0	2.84217e-014	-3.55271e-015	-1
1	34	0.0740591	14.8269	2.70163	0.408518	2.88781	18.1881	2.78577	0.114656	23.7316	0.805061	0	0	-3.55271e-015	-1
1	35	0.0735598	14.8846	2.80505	0.42206	2.88803	18.1308	2.79336	0.114839	24.7008	0.791137	0	2.84217e-014	-7.10543e-015	-1
1	36	0.0730181	14.9435	2.91183	0.436689	2.88828	18.0722	2.80105	0.114996	25.7028	0.777264	0	0	-7.10543e-015	-1
1	37	0.0719556	15.0498	3.10781	0.465461	2.88879	17.9657	2.81492	0.115209	27.5803	0.752549	-7.27596e-012	0	-1.06581e-014	-1
1	38	0.0714001	15.1013	3.20429	0.480655	2.88907	17.9136	2.82166	0.115277	28.5031	0.740953	0	-2.84217e-014	-1.06581e-014	-1
1	39	0.0700526	15.217	3.42402	0.518252	2.88979	17.7945	2.83689	0.115344	30.6083	0.715692	0	0	-7.10543e-015	-1
1	40	0.0694366	15.266	3.5185	0.535888	2.89014	17.7428	2.84343	0.115336	31.5532	0.704837	0	0	-1.06581e-014	-1
1	41	0.0687873	15.3154	3.61441	0.554841	2.89052	17.6899	2.85009	0.115305	32.4923	0.69431	-7.27596e-012	0	-7.10543e-015	-1
1	42	0.0672296	15.4254	3.83033	0.602078	2.89148	17.568	2.86528	0.115145	34.6109	0.671408	-1.45519e-011	0	-3.55271e-015	-1
1	43	0.066544	15.4703	3.91942	0.623761	2.89193	17.5161	2.87167	0.115036	35.5262	0.661828	-7.27596e-012	0	-3.55271e-015	-1
1	44	0.0650025	15.5643	4.10723	0.67482	2.89301	17.4027	2.88552	0.114729	37.4038	0.642646	-1.45519e-011	0	-3.55271e-015	-1
1	45	0.0640987	15.6153	4.20952	0.706399	2.89368	17.3377	2.89337	0.114508	38.4367	0.632303	-1.45519e-011	-2.84217e-014	-3.55271e-015	-1
1	46	0.0633711	15.6541	4.28773	0.732799	2.89425	17.286	2.89958	0.114299	39.2643	0.624087	-1.45519e-011	0	-3.55271e-015	-1
1	47	0.0617273	15.7353	4.45082	0.79599	2.89563	17.1707	2.91329	0.113777	40.9334	0.60759	-1.45519e-011	0	-7.10543e-015	-1
1	48	0.0607607	15.7788	4.53782	0.835697	2.8965	17.1036	2.9212	0.113427	41.8352	0.598629	-1.45519e-011	2.84217e-014	-1.06581e-014	-1
1	49	0.0592556	15.8405	4.65974	0.901794	2.89796	16.9994	2.93337	0.112798	43.1476	0.585332	-2.18279e-011	2.84217e-014	-1.06581e-014	-1
1	50	0.058343	15.8743	4.7253	0.944692	2.89891	16.9361	2.9407	0.112391	43.8369	0.578102	-2.18279e-011	5.68434e-014	-7.10543e-015	-1
1	51	0.0574493	15.9047	4.78302	0.989008	2.89991	16.8739	2.94786	0.111953	44.4658	0.571239	-2.18279e-011	5.68434e-014	-1.06581e-014	-1
1	52	0.0557197	15.9535	4.87353	1.08245	2.90202	16.7517	2.9618	0.111011	45.4792	0.559007	-2.18279e-011	2.84217e-014	-1.06581e-014	-1
1	53	0.0549679	15.9704	4.90335	1.12679	2.90303	16.6975	2.96795	0.110556	45.8285	0.554075	-2.91038e-011	5.68434e-014	-7.10543e-015	-1
1	54	0.0542157	15.9845	4.92681	1.17379	2.90412	16.6421	2.97419	0.110078	46.111	0.549446	-2.18279e-011	8.52651e-014	-1.06581e-014	-1
1	55	0.0525491	16.0047	4.95308	1.28902	2.90681	16.5149	2.98843	0.108916	46.484	0.540112	-2.18279e-011	8.52651e-014	-7.10543e-015	-1
1	56	0.0518799	16.008	4.95213	1.34046	2.90804	16.4614	2.99437	0.10838	46.5231	0.536567	-2.18279e-011	8.52651e-014	-7.10543e-015	-1
1	57	0.0505048	16.0038	4.92458	1.45819	2.9109	16.3454	3.0072	0.107207	46.3496	0.530185	-2.18279e-011	8.52651e-014	-3.55271e-015	-1
1	58	0.0497802	15.9944	4.89309	1.52847	2.91265	16.2797	3.01442	0.106516	46.0936	0.527191	-1.45519e-011	1.13687e-013	-7.10543e-015	-1
1	59	0.049239	15.9832	4.85992	1.58579	2.91411	16.2278	3.02009	0.105935	45.7954	0.525066	-1.45519e-011	1.13687e-013	-1.06581e-014	-1
1	60	0.0481596	15.9463	4.76103	1.71689	2.91756	16.1139	3.03248	0.104684	44.9061	0.521595	-2.18279e-011	1.13687e-013	-7.10543e-015	-1
1	61	0.0476164	15.9172	4.68807	1.79507	2.91971	16.0486	3.03954	0.103954	44.2343	0.520223	-1.45519e-011	1.13687e-013	-1.06581e-014	-1
1	62	0.0472459	15.8911	4.62491	1.85557	2.92142	15.9992	3.04487	0.103372	43.6169	0.51946	-2.18279e-011	8.52651e-014	-1.06581e-014	-1
1	63	0.0465594	15.8194	4.45946	1.99415	2.92556	15.8888	3.05669	0.102138	42.0616	0.518818	-2.91038e-011	1.13687e-013	-1.06581e-014	-1
1	64	0.0462854	15.7741	4.35936	2.06836	2.92792	15.8309	3.06285	0.10149	41.1007	0.519033	-2.18279e-011	5.68434e-014	-1.06581e-014	-1
1	65	0.046077	15.7231	4.2503	2.14328	2.93043	15.7729	3.06899	0.100856	40.0534	0.519644	-2.91038e-011	5.68434e-014	-1.06581e-014	-1
1	66	0.0459484	15.6712	4.14278	2.21223	2.93286	15.7199	3.07458	0.100283	39.006	0.520573	-2.91038e-011	5.68434e-014	-3.55271e-015	-1
1	67	0.0458828	15.5622	3.92702	2.33876	2.9377	15.6225	3.08476	0.0992875	36.911	0.523208	-2.91038e-011	8.52651e-014	-7.10543e-015	-1
1	68	0.0459501	15.4946	3.79904	2.40757	2.9406	15.569	3.0903	0.0987859	35.6863	0.525159	-2.18279e-011	1.13687e-013	-7.10543e-015	-1
1	69	0.0461057	15.4179	3.65908	2.47822	2.94381	15.5134	3.09602	0.0982952	34.3396	0.527619	-2.18279e-011	1.13687e-013	-7.10543e-015	-1
1	70	0.0465586	15.2802	3.42019	2.58882	2.94948	15.4238	3.10511	0.0975833	31.9957	0.532646	-2.18279e-011	1.13687e-013	-1.42109e-014	-1
1	71	0.0469259	15.1964	3.28202	2.64744	2.9529	15.3745	3.11005	0.097259	30.6759	0.535887	-2.18279e-011	1.13687e-013	-1.42109e-014	-1
1	72	0.0474105	15.1022	3.13256	2.70665	2.95674	15.3228	3.11515	0.0969689	29.2421	0.539751	-2.18279e-011	1.42109e-013	-1.06581e-014	-1
