lId	iReport	iSensitivity	iCalibration	iBifurcation	sName	sUnit	sMinValue	sMaxValue	sDefault0	sSet1	sSet2	sSet3	sSet1Changed	sSet2Changed	sSet3Changed	sDescription	sRemarks	-1		Open water	Sediment	Marsh	Marsh sediment	Total	Depth	NH4	N)3	PO4	Adsorbed P	SiO4	Oxygen	Detritus	Humus	Inorganic matter	Diatoms	Green algae	Blue greens	Vegetation	Phragmites	Zooplankton	Zoobethos	Zoop/benth fish	Predatory fish	Mass balance	Hydrology	Inorganic matter	Dry weight	Nitrogen	Phosphorus	Silica	Oxygen	Main module	Transport processes	Abiotic and microbial module	Algal module	Vegetation module	Food web module	Marsh water module	Marsh vegetation module	_InclTran_	_InclPrim_	_InclPhytS_	_InclBed_	_InclWeb_	_InclMarsh_	iSensitivity	shortName	Duflow
116	0	0	0	0	_fBluePhytIn_	-	0	0	0.33	0.33	0.33	0.33	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	blue-greens_fraction_of_algal_input																																														0		fBluehytIn	dummy
117	0	0	0	0	_cNLoad_	gN/m2/day	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	standard_N_loading																																														0		cNLoad	dummy
118	0	0	0	0	_cNLoadSum_	gN/m2/day	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	summer_N_loading																																														0		cNLoadSum	dummy
119	0	0	0	0	_cNLoadWin_	gN/m2/day	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	winter_N_loading																																														0		cNLoadWin	dummy
120	0	0	0	0	_cNPLoadMeas_	gN/gP	0	0	7	7	7	7	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_loading_if_P_is_measured_and_N_not																																														0		cNPLodMeas	dummy
121	0	0	0	0	_cNPPhytIn_	gP/gDW	0	0	7	7	7	7	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_ratio_of_algal_input																																														0		cNPPhytIn	dummy
122	0	0	0	0	_cNPDetIn_	gP/gDW	0	0	7	7	7	7	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_ratio_of_detrital_input																																														0		cNPDetIn	dummy
123	0	0	0	0	_fNH4DissIn_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NH4_fraction_of_dissolved_N_load_(if_NH4_not_measured)																																														0		fNH4DissIn	dummy
124	0	0	0	0	_cNDPhytIn_	gN/gDW	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/day_ratio_of_algal_input																																														0		cNDPhytIn	dummy
125	0	0	0	0	_cNDDetIn_	gN/gDW	0	0	0.07	0.07	0.07	0.07	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N/P_ratio_of_detrital_input																																														0		cNDDetIn	dummy
126	0	0	0	0	_cDIMIn_	mgDW/l	0	0	5	5	5	5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	IM_conc_in_inflow																																														0		cDIMIn	dummy
127	0	0	0	0	_cO2In_	mgO2/l	0	0	5	5	5	5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	O2_conc_in_inflow																																														0		cO2In	dummy
128	0	0	0	0	_cSiO2In_	mgSi/l	0	0	3	3	3	3	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	SiO2_conc_in_inflow																																														0		cSiO2In	dummy
129	0	0	0	0	_cSiDDetIn_	gSi/gDW	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Si_content_of_sediment_detritus																																														0		cSiDDetIn	dummy
130	0	0	0	0	_cDZooIn_	mgDW/l	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	zoopl_conc_in_inflowing_water																																														0		cDZooIn	dummy
131	0	0	0	0	_cDayApril1_	day	0	0	91	91	91	91	TRUE	TRUE	TRUE	Input_factor	General	-1	April_1																																														0		cDayApril1	PARM
132	0	0	0	0	_cDayOct1_	day	0	0	273	273	273	273	TRUE	TRUE	TRUE	Input_factor	General	-1	October_1																																														0		cDayOct1	PARM
133	0	0	0	0	_cLengChange_	day	0	0	10	10	10	10	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	length_of_season_change																																														0		cLenghange	PARM
134	0	0	0	0	_cNLoadS_	gN/m2/day	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	N_fertilizer_to_sediment																																														0		cNLoadS	PARM
135	0	0	0	0	_fNH4LoadS_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NH4_fraction_of_N_fertilizer_to_sediment																																														0		fNH4LoadS	PARM
136	0	0	0	0	_cDErosTot_	g/m2/day	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	Erosion_input_(tentative)																																														0		cDErosTot	PARM
137	0	0	0	0	_fSedErosIM_	-	0	0	0.95	0.95	0.95	0.95	TRUE	TRUE	TRUE	Input_factor	Sedimentation	-1	instantly_sedimentating_fraction_of_IM																																														0		fSedErosIM	PARM
138	0	0	0	0	_fDOrgSoil_	-	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Sediment	-1	fraction_soil_organic_matter																																														0		fDOrgSoil	PARM
139	0	0	0	0	_cPDSoilOM_	gP/gDW	0	0	0.001	0.001	0.001	0.001	TRUE	TRUE	TRUE	Input_factor	Sediment	-1	P/day_ratio_of_soil_organic_matter																																														0		cPDSoilOM	PARM
140	0	0	0	0	_cNDSoilOM_	gN/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Input_factor	Sediment	-1	N/day_ratio_of_soil_organic_matter																																														0		cNDSoilOM	PARM
141	0	0	0	0	_cPO4Ground_	mgP/l	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	PO4_cone_in_groundwater																																														0		cPO4Ground	PARM
142	0	0	0	0	_cNH4Ground_	mgN/l	0	0	1	1	1	1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NH4_cone_in_groundwater																																														0		cNH4Ground	PARM
143	0	0	0	0	_cNO3Ground_	mgN/l	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Input_factor	Forcing	-1	NO3_cone_in_groundwater																																														0		cNO3Ground	PARM
144	0	0	0	0	_cDepthS_	m	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Sediment	-1	sediment_depth																																														1		cDepthS	PARM
145	0	0	0	0	_cCPerDW_	gC/gDW	0	0	0.4	0.4	0.4	0.4	TRUE	TRUE	TRUE	Parameter	Sediment	-1	C_content_of_organic_matter																																														1		cCPerDW	PARM
146	0	0	0	0	_cRhoIM_	g/m3_solid	0	0	2500000	2500000	2500000	2500000	TRUE	TRUE	TRUE	Parameter	Sediment	-1	density_of_sediment_IM																																														1		cRhoIM	PARM
147	0	0	0	0	_cRhoOM_	g/m3	0	0	1400000	1400000	1400000	1400000	TRUE	TRUE	TRUE	Parameter	Sediment	-1	density_of_sediment_detritus																																														1		cRhoOM	PARM
148	0	0	0	0	_cTmRef_	oC	0	0	20	20	20	20	TRUE	TRUE	TRUE	Parameter	General	-1	reference_temperature																																														1		cTmRef	PARM
149	0	0	0	0	_cAerRoot_	-	0	0	0.727	0.727	0.727	0.727	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	coefficient_for_VWind^05																																														1		cAerRot	PARM
150	0	0	0	0	_cAerLin_	s/day	0	0	-0.371	-0.371	-0.371	-0.371	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	coefficient_for_VWind_(is_negative)																																														1		cAerLin	PARM
151	0	0	0	0	_cAerSquare_	-	0	0	0.0376	0.0376	0.0376	0.0376	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	coefficient_for_VWind^2																																														1		cAerSquare	PARM
152	0	0	0	0	_cThetaAer_	1/e^oC	0	0	1.024	1.024	1.024	1.024	TRUE	TRUE	TRUE	Parameter	Reaeration	-1	Temperature_coeff_for_reaeration_(Downing_&_Truesdale_1955)																																														1		cThetaAer	PARM
153	0	0	0	0	_cVSetIM_	m/day	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	max_sedimentation_velocity_of_inert_org_matter_(10)																																														1		cVSetIM	PARM
154	0	0	0	0	_cVSetDet_	m/day	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	max_sedimentation_velocity_of_detritus																																														1		cVSetDet	PARM
155	0	0	0	0	_cThetaSet_	1/e^oC	0	0	1.01	1.01	1.01	1.01	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	temp_parameter_of_sedimentation																																														1		cThetaSet	PARM
156	0	0	0	0	_cSuspMin_	-	0	0	6.1	6.1	6.1	6.1	TRUE	TRUE	TRUE	Parameter	Sedimentation	-1	minimum_value_of_logistic_empirical_suspended_matter_function																																														1		cSuspMin	PARM
157	0	0	0	0	_cSuspMax_	-	0	0	25.2	25.2	25.2	25.2	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	maximum_value_of_logistic_empirical_suspended_matter_function																																														1		cSuspMax	PARM
158	0	0	0	0	_cSuspSlope_	-	0	0	2.1	2.1	2.1	2.1	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	slope_of_logistic_empirical_suspended_matter_function																																														1		cSuspSlope	PARM
159	0	0	0	0	_hDepthSusp_	-	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	half_sat_value_of_depth_in_logistic_empirical_suspended_matter_function																																														1		hDepthSusp	PARM
160	0	0	0	0	_cFetchRef_	m	0	0	1000	1000	1000	1000	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	reference_fetch																																														1		cFetchRef	PARM
161	0	0	0	0	_fLutumRef_	-	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	reference_lutum_fraction_(of_sandy_clay_soils)																																														1		fLutumRef	PARM
162	0	0	0	0	_cSuspRef_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	reference_supsended_matter_function																																														1		cSuspRef	PARM
163	0	0	0	0	_kVegResus_	m2/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	rel_resuspension_reduction_per_g_vegetation																																														1		kVegResus	PARM
164	0	0	0	0	_kTurbFish_	g/g_fish/day	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	relative_resuspension_by_adult_fish_browsing																																														1		kTurbFish	PARM
165	0	0	0	0	_kResusPhytMax_	day-1	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	max_phytopl_resuspension																																														1		kResuytMax	PARM
166	0	0	0	0	_cResusPhytExp_	(gDW/m2/day)-1	0	0	-0.379	-0.379	-0.379	-0.379	TRUE	TRUE	TRUE	Parameter	Resuspension	-1	exp_par_for_phytopl_resuspension																																														1		cResuytExp	PARM
167	0	0	0	0	_cThetaMinW_	-	0	0	1.07	1.07	1.07	1.07	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	expon_temp_constant_of_mineralization_in_water																																														1		cThetaMinW	PARM
168	0	0	0	0	_kDMinDetW_	day-1	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	decomposition_constant_of_detritus																																														1		kDMinDetW	PARM
169	0	0	0	0	_hO2BOD_	mgO2/l	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	half-sat_oxygen_conc_for_BOD																																														1		hO2BOD	PARM
170	0	0	0	0	_O2PerNO3_	-	0	0	1.5	1.5	1.5	1.5	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	mol_O2_formed_per_mol_NO3-_ammonified																																														1		O2PerNO3	PARM
171	0	0	0	0	_cThetaMinS_	-	0	0	1.07	1.07	1.07	1.07	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	expon_temp_constant_of_sediment_mineralization																																														1		cThetaMinS	PARM
172	0	0	0	0	_kDMinDetS_	day-1	0	0	0.002	0.002	0.002	0.002	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	decomposition_constant_of_sediment_detritus																																														1		kDMinDetS	PARM
173	0	0	0	0	_fRefrDetS_	-	0	0	0.15	0.15	0.15	0.15	TRUE	TRUE	TRUE	Parameter	Denitrification	-1	refractory_fraction_of_sed_detritus																																														1		fRefrDetS	PARM
174	0	0	0	0	_hNO3Denit_	mgN/l	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Denitrification	-1	quadratic_half-sat_NO3_conc_for_denitrification																																														1		hNO3Denit	PARM
175	0	0	0	0	_NO3PerC_	-	0	0	0.8	0.8	0.8	0.8	TRUE	TRUE	TRUE	Parameter	Denitrification	-1	mol_NO3_denitrified_per_mol_C_mineralised																																														1		NO3PerC	PARM
176	0	0	0	0	_kDMinHum_	day-1	0	0	0.00001	0.00001	0.00001	0.00001	TRUE	TRUE	TRUE	Parameter	Mineralzation	-1	maximum_decomposition_constant_of_humic_material_(1D-5)																																														1		kDMinHum	PARM
177	0	0	0	0	_kNitrW_	day-1	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	nitrification_rate_constant_in_water																																														1		kNitrW	PARM
178	0	0	0	0	_kNitrS_	day-1	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	nitrification_rate_constant_in_sediment																																														1		kNitrS	PARM
179	0	0	0	0	_cThetaNitr_	1/eoC	0	0	1.08	1.08	1.08	1.08	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	temperature_coefficient_of_nitrification																																														1		cThetaNitr	PARM
180	0	0	0	0	_O2PerNH4_	-	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	mol_O2_used_per_mol_NH4+_nitrified																																														1		O2PerNH4	PARM
181	0	0	0	0	_hO2Nitr_	mgO2/l	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Nitrification	-1	half-sat_O2_conc_for_nitrification_in_water																																														1		hO2Nitr	PARM
182	0	0	0	0	_kPDifPO4_	m2/day	0	0	0.000072	0.000072	0.000072	0.000072	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	mol_PO4_diffusion_constant																																														1		kPDifPO4	PARM
183	0	0	0	0	_kNDifNO3_	m2/day	0	0	0.000086	0.000086	0.000086	0.000086	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	mol_NO3_diffusion_constant																																														1		kNDifNO3	PARM
184	0	0	0	0	_kNDifNH4_	m2/day	0	0	0.000112	0.000112	0.000112	0.000112	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	mol_NH4_diffusion_constant																																														1		kNDifNH4	PARM
185	0	0	0	0	_kO2Dif_	m2/day	0	0	0.000026	0.000026	0.000026	0.000026	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	mol_O2_diffusion_constant																																														1		kO2Dif	PARM
186	0	0	0	0	_cThetaDif_	1/eoC	0	0	1.02	1.02	1.02	1.02	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	Temperature_coefficient_for_diffusion																																														1		cThetaDif	PARM
187	0	0	0	0	_fDepthDifS_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	nutrient_diffusion_distance_as_fraction_of_sediment_depth																																														1		fDepthDifS	PARM
188	0	0	0	0	_cTurbDifNut_	-	0	0	5	5	5	5	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	bioturbation_factor_for_diffusion																																														1		cTurbifNut	PARM
189	0	0	0	0	_cTurbDifO2_	-	0	0	5	5	5	5	TRUE	TRUE	TRUE	Parameter	Diffusion	-1	bioturbation_factor_for_diffusion																																														1		cTurbDifO2	PARM
190	0	0	0	0	_kPSorp_	day-1	0	0	0.05	0.05	0.05	0.05	TRUE	TRUE	TRUE	Parameter	Sorption	-1	P_sorption_rate_constant_not_too_high_->_model_speed																																														1		kPSorp	PARM
191	0	0	0	0	_cRelPAdsD_	gP/gDW	0	0	0.00003	0.00003	0.00003	0.00003	TRUE	TRUE	TRUE	Parameter	Sorption	-1	max_P_adsorption_per_g_DW																																														1		cRelPAdsD	PARM
192	0	0	0	0	_cRelPAdsFe_	gP/gFe	0	0	0.065	0.065	0.065	0.065	TRUE	TRUE	TRUE	Parameter	Sorption	-1	max_P_adsorption_per_g_Fe																																														1		cRelPAdsFe	PARM
193	0	0	0	0	_cRelPAdsAl_	gP/gAl	0	0	0.134	0.134	0.134	0.134	TRUE	TRUE	TRUE	Parameter	Sorption	-1	max_P_adsorption_per_g_Al																																														1		cRelPAdsAl	PARM
194	0	0	0	0	_cKPAdsOx_	m3/gP	0	0	0.6	0.6	0.6	0.6	TRUE	TRUE	TRUE	Parameter	Sorption	-1	P_adsorption_affinity_at_oxidized_conditions																																														1		cKPAdsOx	PARM
195	0	0	0	0	_fRedMax_	-	0	0	0.9	0.9	0.9	0.9	TRUE	TRUE	TRUE	Parameter	Sorption	-1	max_reduction_factor_of_P_adsorption_affinity																																														1		fRedMax	PARM
196	0	0	0	0	_coPO4Max_	mgP/l	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Sorption	-1	max_SRP_conc_in_pore_water																																														1		coPO4Max	PARM
197	0	0	0	0	_kPChemPO4_	day-1	0	0	0.03	0.03	0.03	0.03	TRUE	TRUE	TRUE	Parameter	Sorption	-1	chem_PO4_loss_rate																																														1		kPChemPO4	PARM
198	0	0	0	0	_cDayManVeg1_	day	0	0	-9999000	-9999000	-9999000	-9999000	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	first_mowing_day_(default_non-existent)																																														0		cDayMnVeg1	PARM
199	0	0	0	0	_cDayManVeg2_	day	0	0	-9999000	-9999000	-9999000	-9999000	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	second_mowing_day_(Note_259_=_16_Sep)																																														0		cDayMnVeg2	PARM
200	0	0	0	0	_fManVeg_	-	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	Fraction_removed_by_management__for_submerged_plants																																														0		fManVeg	PARM
201	0	0	0	0	_cLengMan_	day	0	0	10	10	10	10	TRUE	TRUE	TRUE	Input_factor	Mowing	-1	length_of_mowing_period																																														0		cLengMan	PARM
202	0	0	0	0	_cYearStartBirds_	y	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Birds	-1	first_year_of_birds_presence																																														0		cYearBirds	PARM
203	0	0	0	0	_cDayStartBirds_	day	0	0	46	46	46	46	TRUE	TRUE	TRUE	Input_factor	Birds	-1	yearly_first_day_of_birds_presence																																														0		cDaySBirds	PARM
204	0	0	0	0	_cDayEndBirds_	day	0	0	288	288	288	288	TRUE	TRUE	TRUE	Input_factor	Birds	-1	yearly_last_day_of_birds_presence																																														0		cDayEBirds	PARM
205	0	0	0	0	_cBirdsPerha_	n/ha	0	0	0	0	0	0	TRUE	TRUE	TRUE	Input_factor	Birds	-1	number_of_birds_per_ha_vegetated_lake_(Default_=_0)																																														0		cBirdPerha	PARM
206	0	0	0	0	_cDGrazPerBird_	gDW/coot/day	0	0	45	45	45	45	TRUE	TRUE	TRUE	Parameter	Birds	-1	daily_grazing_of_birds																																														1		cDGrarBird	PARM
207	0	0	0	0	_hDVegBird_	gDW/m2	0	0	5	5	5	5	TRUE	TRUE	TRUE	Parameter	Birds	-1	half-sat_vegetation_biomassfor_birds_grazing																																														1		hDVegBird	PARM
208	0	0	0	0	_fDAssBird_	-	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Birds	-1	birds_assim_efficiency																																														1		fDAssBird	PARM
209	0	0	0	0	_fDissEgesBird_	-	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Birds	-1	fraction_dissolved_nutrient_of_coot_egestion																																														1		fDisssBird	PARM
210	0	0	0	0	_fDissMortVeg_	-	0	0	0.25	0.25	0.25	0.25	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	fraction_dissolved_nutrients_from_died_plants																																														1		fDissrtVeg	PARM
211	0	0	0	0	_cLengAllo_	day	0	0	15	15	15	15	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	duration_of_allocation_and_reallocation_phase																																														1		cLengAllo	PARM
212	0	0	0	0	_cLengMort_	day	0	0	15	15	15	15	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	duration_of_autumn_mortality_period																																														1		cLengMrt	PARM
213	0	0	0	0	_UseEmpUpt_	-	0	0	0	0	0	0	TRUE	TRUE	TRUE	Switch	Vegetation	-1	false_=_do_not_use_this_empirical_relation																																														1		UseEmpUpt	PARM
214	0	0	0	0	_fSedUptVegMax_	-	0	0	0.998	0.998	0.998	0.998	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	maximum_sediment_fraction_of_nutrient_uptake																																														1		fSedUegMax	PARM
215	0	0	0	0	_fSedUptVegCoef_	-	0	0	2.66	2.66	2.66	2.66	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	sigm_regr_coeff_for_sediment_fraction_of_nutrient_uptake																																														1		fSedUgCoef	PARM
216	0	0	0	0	_fSedUptVegExp_	-	0	0	-0.83	-0.83	-0.83	-0.83	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	exponent_in_sigm_regr_for_sediment_fraction_of_nutrient_uptake																																														1		fSedUegExp	PARM
217	0	0	0	0	_fRootVegSum_	g_root_/_g_veg	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	root_fraction_outside_growing_season																																														1		fRotVegSum	PARM
218	0	0	0	0	_fRootVegWin_	g_root_/_g_veg	0	0	0.6	0.6	0.6	0.6	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	root_fraction_outside_growing_season																																														1		fRotVegWin	PARM
219	0	0	0	0	_fFloatVeg_	g_floating_/_g_shoot	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	floating_fraction_of_shoot																																														1		fFloatVeg	PARM
220	0	0	0	0	_fEmergVeg_	g_floating_/_g_shoot	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	emergent_fraction_of_shoot																																														1		fEmergVeg	PARM
221	0	0	0	0	_fDepth1Veg_	-	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	max_upper_depth_of_submerged_veget_layer_as_fraction_of_water_depth																																														1		fDepth1Veg	PARM
222	0	0	0	0	_fDepth2Veg_	-	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	max_lower_depth_of_submerged_veget_layer_as_fraction_of_water_depth																																														1		fDepth2Veg	PARM
223	0	0	0	0	_cDLayerVeg_	gDW/m2	0	0	0	0	0	0	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	biomass_of_a_single_layer_floating_leaves																																														1		cDLayerVeg	PARM
224	0	0	0	0	_cCovSpVeg_	%_cover/gDW/m2	0	0	0.5	0.5	0.5	0.5	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	specific_cover																																														1		cCovSpVeg	PARM
225	0	0	0	0	_kMigrVeg_	day-1	0	0	0.001	0.001	0.001	0.001	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	vegetation_migration_rate																																														1		kMigrVeg	PARM
226	0	0	0	0	_cDVegIn_	gDW/m2	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	external_vegetation_density																																														1		cDVegIn	PARM
227	0	0	0	0	_cTmInitVeg_	oC	0	0	9	9	9	9	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	temperature_for_initial_growth																																														1		cTmInitVeg	PARM
228	0	0	0	0	_cDCarrVeg_	gDW/m2	0	0	400	400	400	400	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	max_vegetation_standing_crop																																														1		cDCarrVeg	PARM
229	0	0	0	0	_cMuMaxVeg_	g/g_shoot/day	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	maximum_growth_rate_of_vegetation_at_20oC																																														1		cMuMaxVeg	PARM
230	0	0	0	0	_cQ10ProdVeg_	-	0	0	1.2	1.2	1.2	1.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	temperature_quotient_of_production																																														1		cQ10PodVeg	PARM
231	0	0	0	0	_hLRefVeg_	W/m2_PAR	0	0	17	17	17	17	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	half-sat_light_at_20_oC																																														1		hLRefVeg	PARM
232	0	0	0	0	_cExtSpVeg_	m2/gDW	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	specific_extinction																																														1		cExtSpVeg	PARM
233	0	0	0	0	_kDRespVeg_	day-1	0	0	0.02	0.02	0.02	0.02	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	dark_respiration_rate_of_vegetation																																														1		kDRespVeg	PARM
234	0	0	0	0	_cQ10RespVeg_	-	0	0	2	2	2	2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	temperature_quotient_of_respiration																																														1		cQ10RspVeg	PARM
235	0	0	0	0	_kMortVegSum_	day-1	0	0	0.005	0.005	0.005	0.005	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	vegetation_mortality_rate_in_Spring_and_Summer_(low)																																														1		kMrtVegSum	PARM
236	0	0	0	0	_fWinVeg_	-	0	0	0.3	0.3	0.3	0.3	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	fraction_surviving_in_winter																																														1		fWinVeg	PARM
237	0	0	0	0	_cDayWinVeg_	day	0	0	259	259	259	259	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	end_of_growing_season_=_16_Sep																																														1		cDayWinVeg	PARM
238	0	0	0	0	_fDetWMortVeg_	-	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	fraction_of_shoot_mortality_becoming_water_detritus																																														1		fDetWrtVeg	PARM
239	0	0	0	0	_cPrefVegBird_	-	0	0	1	1	1	1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	edibility_for_birds																																														1		cPrefgBird	PARM
240	0	0	0	0	_cVPUptMaxVeg_	mgP/mgDW/day	0	0	0.01	0.01	0.01	0.01	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	maximum_P_uptake_capacity_of_vegetation																																														1		cVPUpaxVeg	PARM
241	0	0	0	0	_cAffPUptVeg_	l/mgDW/day	0	0	0.2	0.2	0.2	0.2	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	initial_P_uptake_affinity_vegetation																																														1		cAffPptVeg	PARM
242	0	0	0	0	_cPDVegMin_	mgP/mg	0	0	0.0008	0.0008	0.0008	0.0008	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	minimum_P/day_ratio_vegetation																																														1		cPDVegMin	PARM
243	0	0	0	0	_cPDVegMax_	mgP/mgDW	0	0	0.0035	0.0035	0.0035	0.0035	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	maximum_P/day_ratio_vegetation																																														1		cPDVegMax	PARM
244	0	0	0	0	_cVNUptMaxVeg_	mgN/mgDW/day	0	0	0.1	0.1	0.1	0.1	TRUE	TRUE	TRUE	Parameter	Vegetation	-1	maximum_N_uptake_capacity_of_vegetation																																														1		cVNUpaxVeg	PARM
