t	tintnext	sstore	sstored	stry	sdid	snext	
2e-007	0.001	0.001	0.005
0.0010002	0.005	0.005	0.025
0.0060002	0.025	0.025	0.125
0.0310002	0.125	0.125	0.429336
0.156	0.429336	0.429336	0.425493
0.585337	0.425493	0.425493	0.528541
1.01083	0.528541	0.528541	0.643601
1.53937	0.643601	0.643601	0.723562
2.18297	0.723562	0.723562	0.932316
2.90653	0.932316	0.932316	1.22204
3.83885	1.22204	1.22204	1.33413
5.06089	1.33413	1.19239	1.2164
6.25328	1.2164	1.2164	1.16159
7.46968	1.16159	1.16159	1.09777
8.63127	1.09777	1.09777	1.10015
9.72904	1.10015	1.10015	1.16618
10.8292	1.16618	1.16618	1.21101
11.9954	1.21101	1.21101	1.16479
13.2064	1.16479	1.16479	1.07758
14.3712	1.07758	1.07758	1.05339
15.4488	1.05339	1.05339	1.12423
16.5021	1.12423	1.12423	1.20777
17.6264	1.20777	1.20777	1.18602
18.8341	1.18602	1.18602	1.07613
20.0202	1.07613	1.07613	1.01308
21.0963	1.01308	1.01308	1.07466
22.1094	1.07466	1.07466	1.19822
23.184	1.19822	1.19822	1.22096
24.3823	1.22096	1.0976	1.11571
25.4799	1.11571	1.11571	1.12632
26.5956	1.12632	1.12632	1.11261
27.7219	1.11261	1.11261	1.08883
28.8345	1.08883	1.08883	1.08375
29.9233	1.08375	1.08375	1.10471
31.0071	1.10471	1.10471	1.12601
32.1118	1.12601	1.12601	1.11805
33.2378	1.11805	1.11805	1.08765
34.3559	1.08765	1.08765	1.07179
35.4435	1.07179	1.07179	1.0916
36.5153	1.0916	1.0916	1.12451
37.6069	1.12451	1.12451	1.12712
38.7314	1.12712	1.12712	1.09196
39.8585	1.09196	1.09196	1.06138
40.9505	1.06138	1.06138	1.07426
42.0119	1.07426	1.07426	1.11779
43.0861	1.11779	1.11779	1.13654
44.2039	1.13654	1.13654	1.10119
45.3405	1.10119	1.10119	1.05334
46.4417	1.05334	1.05334	1.05235
47.495	1.05235	1.05235	1.10311
48.5474	1.10311	1.10311	1.14378
49.6505	1.14378	1.14378	1.11658
50.7942	1.11658	1.11658	1.05199
51.9108	1.05199	1.05199	1.03042
52.9628	1.03042	1.03042	1.08278
53.9932	1.08278	1.08278	1.1507
55.076	1.1507	1.1507	1.14406
56.2267	1.14406	1.14406	1.06656
57.3708	1.06656	1.06656	1.01698
58.4373	1.01698	1.01698	1.06174
59.4543	1.06174	1.06174	1.15976
60.5161	1.15976	1.15976	1.18984
61.6758	1.18984	1.18984	1.10657
62.8657	1.10657	1.10657	1.01907
63.9722	1.01907	1.01907	1.0409
64.9913	1.0409	1.0409	1.16568
66.0322	1.16568	1.16568	1.25215
67.1979	1.25215	1.25215	1.17906
68.45	1.17906	1.03988	1.0632
69.4899	1.0632	1.0632	1.19151
70.5531	1.19151	1.19151	1.28142
71.7446	1.28142	1.28142	1.2083
73.026	1.2083	1.06762	1.09082
74.0937	1.09082	1.09082	1.21866
75.1845	1.21866	1.21866	1.3184
76.4031	1.3184	1.3184	1.24651
77.7215	1.24651	1.09875	1.12353
78.8203	1.12353	1.12353	1.25346
79.9438	1.25346	1.25346	1.3416
81.1973	1.3416	1.3416	1.27048
82.5389	1.27048	1.14163	1.1597
83.6805	1.1597	1.1597	1.27994
84.8402	1.27994	1.27994	1.36685
86.1202	1.36685	1.36685	1.29832
87.487	1.29832	1.01338	1.08222
88.5004	1.08222	1.08222	1.25409
89.5826	1.25409	1.25409	1.31457
90.8367	1.31457	1.14609	1.17779
91.9828	1.17779	1.17779	1.16831
93.1606	1.16831	1.16831	1.11983
94.3289	1.11983	1.11983	1.08547
95.4487	1.08547	1.08547	1.10865
96.5342	1.10865	1.10865	1.17072
97.6428	1.17072	1.17072	1.15993
98.8136	1.15993	1.15993	1.07168
99.9735	1.07168	1.07168	1.00647
101.045	1.00647	1.00647	1.04087
102.052	1.04087	1.04087	1.14363
103.093	1.14363	1.14363	1.18364
104.236	1.18364	1.18364	1.08425
105.42	1.08425	0.956492	0.978251
106.376	0.978251	0.978251	1.12068
107.355	1.12068	1.12068	1.21853
108.475	1.21853	1.21853	1.11029
109.694	1.11029	0.905715	0.951836
110.599	0.951836	0.951836	1.13568
111.551	1.13568	1.13568	1.24271
112.687	1.24271	1.07832	1.11027
113.765	1.11027	1.11027	1.04463
114.876	1.04463	1.04463	0.953829
115.92	0.953829	0.953829	0.944355
116.874	0.944355	0.944355	1.03605
117.818	1.03605	1.03605	1.12826
118.854	1.12826	1.12826	1.08394
119.983	1.08394	0.575051	0.539833
120.558	0.539833	0.357685	1.60275
120.915	1.60275	0.743209	0.678996
