dTime	dValue	-1
0	24.80318464	-1
1	25.11636856	-1
2	25.45639849	-1
3	25.82317263	-1
4	26.21658131	-1
5	26.63650692	-1
6	27.08282403	-1
7	27.55539938	-1
8	28.05409193	-1
9	28.57875291	-1
10	29.12922585	-1
11	29.70534664	-1
12	30.30694359	-1
13	30.93383743	-1
14	31.58584143	-1
15	32.26276141	-1
16	32.9643958	-1
17	33.69053575	-1
18	34.4409651	-1
19	35.21546055	-1
20	36.01379163	-1
21	36.83572085	-1
22	37.68100369	-1
23	38.54938877	-1
24	39.44061781	-1
25	40.35442583	-1
26	41.2905411	-1
27	42.24868535	-1
28	43.22857373	-1
29	44.22991501	-1
30	45.25241156	-1
31	46.29575951	-1
32	47.35964883	-1
33	48.4437634	-1
34	49.5477811	-1
35	50.67137394	-1
36	51.81420813	-1
37	52.97594419	-1
38	54.15623703	-1
39	55.35473609	-1
40	56.57108542	-1
41	57.80492378	-1
42	59.05588475	-1
43	60.32359688	-1
44	61.60768371	-1
45	62.90776399	-1
46	64.22345171	-1
47	65.55435625	-1
48	66.90008249	-1
49	68.26023092	-1
50	69.63439779	-1
51	71.02217517	-1
52	72.42315114	-1
53	73.83690986	-1
54	75.26303172	-1
55	76.70109344	-1
56	78.15066824	-1
57	79.6113259	-1
58	81.08263297	-1
59	82.56415283	-1
60	84.05544583	-1
61	85.55606947	-1
62	87.06557846	-1
63	88.58352492	-1
64	90.10945845	-1
65	91.64292631	-1
66	93.18347354	-1
67	94.73064309	-1
68	96.28397595	-1
69	97.8430113	-1
70	99.40728665	-1
71	100.976338	-1
72	102.5496998	-1
73	104.1269054	-1
74	105.707487	-1
75	107.2909757	-1
76	108.8769018	-1
77	110.464795	-1
78	112.0541843	-1
79	113.6445983	-1
80	115.2355654	-1
81	116.8266136	-1
82	118.4172711	-1
83	120.0070662	-1
84	121.5955274	-1
85	123.1821838	-1
86	124.7665646	-1
87	126.3482003	-1
88	127.9266216	-1
89	129.5013607	-1
90	131.0719506	-1
91	132.6379255	-1
92	134.1988212	-1
93	135.7541748	-1
94	137.3035253	-1
95	138.8464132	-1
96	140.3823812	-1
97	141.9109738	-1
98	143.4317379	-1
99	144.9442226	-1
100	146.4479796	-1
101	147.942563	-1
102	149.4275299	-1
103	150.9024399	-1
104	152.366856	-1
105	153.8203441	-1
106	155.2624732	-1
107	156.6928159	-1
108	158.1109483	-1
109	159.51645	-1
110	160.9089045	-1
111	162.2878991	-1
112	163.653025	-1
113	165.0038776	-1
114	166.3400567	-1
115	167.6611662	-1
116	168.9668146	-1
117	170.256615	-1
118	171.5301851	-1
119	172.7871476	-1
120	174.02713	-1
121	175.2497649	-1
122	176.4546899	-1
123	177.641548	-1
124	178.8099877	-1
125	179.9596626	-1
126	181.0902321	-1
127	182.2013614	-1
128	183.2927211	-1
129	184.363988	-1
130	185.4148447	-1
131	186.4449799	-1
132	187.4540884	-1
133	188.4418713	-1
134	189.408036	-1
135	190.3522962	-1
136	191.2743724	-1
137	192.1739914	-1
138	193.0508868	-1
139	193.9047988	-1
140	194.7354745	-1
141	195.542668	-1
142	196.3261402	-1
143	197.0856591	-1
144	197.8209999	-1
145	198.5319446	-1
146	199.218283	-1
147	199.8798117	-1
148	200.516335	-1
149	201.1276643	-1
150	201.7136188	-1
151	202.274025	-1
152	202.808717	-1
153	203.3175366	-1
154	203.8003332	-1
155	204.256964	-1
156	204.6872938	-1
157	205.0911955	-1
158	205.4685494	-1
159	205.819244	-1
160	206.1431756	-1
161	206.4402485	-1
162	206.7103748	-1
163	206.9534747	-1
164	207.1694764	-1
165	207.3583162	-1
166	207.5199383	-1
167	207.654295	-1
168	207.7613469	-1
169	207.8410623	-1
170	207.8934179	-1
171	207.9183985	-1
172	207.9159968	-1
173	207.8862138	-1
174	207.8290586	-1
175	207.7445484	-1
176	207.6327084	-1
177	207.493572	-1
178	207.3271806	-1
179	207.1335839	-1
180	206.9128394	-1
181	206.6650127	-1
182	206.3901775	-1
183	206.0884155	-1
184	205.7598164	-1
185	205.4044777	-1
186	205.0225049	-1
187	204.6140114	-1
188	204.1791186	-1
189	203.7179554	-1
190	203.2306588	-1
191	202.7173733	-1
192	202.1782513	-1
193	201.6134527	-1
194	201.023145	-1
195	200.4075034	-1
196	199.7667105	-1
197	199.1009564	-1
198	198.4104384	-1
199	197.6953615	-1
200	196.9559376	-1
201	196.1923861	-1
202	195.4049333	-1
203	194.5938128	-1
204	193.759265	-1
205	192.9015373	-1
206	192.0208842	-1
207	191.1175666	-1
208	190.1918524	-1
209	189.244016	-1
210	188.2743384	-1
211	187.2831069	-1
212	186.2706156	-1
213	185.2371643	-1
214	184.1830595	-1
215	183.1086137	-1
216	182.0141452	-1
217	180.8999784	-1
218	179.7664435	-1
219	178.6138766	-1
220	177.442619	-1
221	176.2530181	-1
222	175.0454262	-1
223	173.8202012	-1
224	172.5777062	-1
225	171.3183095	-1
226	170.042384	-1
227	168.750308	-1
228	167.4424643	-1
229	166.1192403	-1
230	164.7810281	-1
231	163.4282243	-1
232	162.0612295	-1
233	160.6804489	-1
234	159.2862915	-1
235	157.8791703	-1
236	156.4595021	-1
237	155.0277076	-1
238	153.5842109	-1
239	152.1294396	-1
240	150.6638246	-1
241	149.1878001	-1
242	147.7018033	-1
243	146.2062744	-1
244	144.7016563	-1
245	143.1883947	-1
246	141.6669379	-1
247	140.1377363	-1
248	138.6012431	-1
249	137.0579132	-1
250	135.5082036	-1
251	133.9525734	-1
252	132.3914833	-1
253	130.8253956	-1
254	129.254774	-1
255	127.6800837	-1
256	126.101791	-1
257	124.5203632	-1
258	122.9362686	-1
259	121.3499763	-1
260	119.761956	-1
261	118.1726779	-1
262	116.5826125	-1
263	114.9922308	-1
264	113.4020034	-1
265	111.8124012	-1
266	110.2238949	-1
267	108.6369548	-1
268	107.0520506	-1
269	105.4696515	-1
270	103.890226	-1
271	102.3142417	-1
272	100.7421649	-1
273	99.17446121	-1
274	97.61159453	-1
275	96.05402749	-1
276	94.5022211	-1
277	92.95663467	-1
278	91.41772564	-1
279	89.88594948	-1
280	88.36175952	-1
281	86.84560682	-1
282	85.33794008	-1
283	83.83920546	-1
284	82.34984645	-1
285	80.87030376	-1
286	79.4010152	-1
287	77.94241551	-1
288	76.49493625	-1
289	75.05900569	-1
290	73.63504866	-1
291	72.22348644	-1
292	70.82473661	-1
293	69.43921296	-1
294	68.06732534	-1
295	66.70947956	-1
296	65.36607727	-1
297	64.03751579	-1
298	62.72418808	-1
299	61.42648255	-1
300	60.14478298	-1
301	58.8794684	-1
302	57.63091297	-1
303	56.39948587	-1
304	55.18555122	-1
305	53.98946792	-1
306	52.8115896	-1
307	51.65226445	-1
308	50.5118352	-1
309	49.39063894	-1
310	48.28900706	-1
311	47.20726514	-1
312	46.14573289	-1
313	45.10472398	-1
314	44.08454602	-1
315	43.08550044	-1
316	42.10788238	-1
317	41.15198064	-1
318	40.21807758	-1
319	39.30644904	-1
320	38.41736422	-1
321	37.55108568	-1
322	36.70786918	-1
323	35.88796366	-1
324	35.09161115	-1
325	34.31904667	-1
326	33.57049821	-1
327	32.84618663	-1
328	32.1463256	-1
329	31.47112155	-1
330	30.82077359	-1
331	30.19547347	-1
332	29.59540549	-1
333	29.02074649	-1
334	28.47166578	-1
335	27.94832508	-1
336	27.45087846	-1
337	26.97947235	-1
338	26.53424543	-1
339	26.11532864	-1
340	25.72284511	-1
341	25.35691013	-1
342	25.01763114	-1
343	24.70510765	-1
344	24.41943127	-1
345	24.16068563	-1
346	23.92894638	-1
347	23.72428119	-1
348	23.54674967	-1
349	23.39640342	-1
350	23.27328597	-1
351	23.17743276	-1
352	23.1088712	-1
353	23.06762056	-1
354	23.05369205	-1
355	23.06708877	-1
356	23.10780573	-1
357	23.17582984	-1
358	23.27113992	-1
359	23.39370671	-1
360	23.54349286	-1
361	23.72045297	-1
362	23.92453359	-1
363	24.15567321	-1
364	24.41380234	-1
365	24.69884346	-1
366	25.01071111	-1
367	25.34931186	-1
368	25.71454436	-1
369	26.10629938	-1
370	26.52445984	-1
371	26.96890082	-1
372	27.43948963	-1
373	27.93608583	-1
374	28.45854127	-1
375	29.00670015	-1
376	29.58039906	-1
377	30.17946702	-1
378	30.80372553	-1
379	31.45298864	-1
380	32.127063	-1
381	32.82574789	-1
382	33.54883533	-1
383	34.2961101	-1
384	35.0673498	-1
385	35.86232497	-1
386	36.68079911	-1
387	37.52252873	-1
388	38.38726351	-1
389	39.27474627	-1
390	40.18471312	-1
391	41.11689352	-1
392	42.07101033	-1
393	43.04677993	-1
394	44.0439123	-1
395	45.06211107	-1
396	46.10107367	-1
397	47.16049135	-1
398	48.24004933	-1
399	49.33942686	-1
400	50.45829731	-1
401	51.59632831	-1
402	52.75318181	-1
403	53.92851418	-1
404	55.12197633	-1
405	56.3332138	-1
406	57.56186688	-1
407	58.8075707	-1
408	60.06995536	-1
409	61.348646	-1
410	62.64326297	-1
411	63.95342188	-1
412	65.27873376	-1
413	66.61880514	-1
414	67.97323822	-1
415	69.34163092	-1
416	70.72357706	-1
417	72.11866642	-1
418	73.52648493	-1
419	74.94661473	-1
420	76.37863434	-1
421	77.82211876	-1
422	79.2766396	-1
423	80.74176522	-1
424	82.21706083	-1
425	83.70208865	-1
426	85.19640801	-1
427	86.69957554	-1
428	88.21114519	-1
429	89.7306685	-1
430	91.25769462	-1
431	92.79177049	-1
432	94.33244099	-1
433	95.87924904	-1
434	97.43173577	-1
435	98.98944062	-1
436	100.5519015	-1
437	102.1186549	-1
438	103.6892362	-1
439	105.2631793	-1
440	106.8400175	-1
441	108.4192831	-1
442	110.0005076	-1
443	111.5832221	-1
444	113.1669571	-1
445	114.7512429	-1
446	116.3356098	-1
447	117.9195878	-1
448	119.5027071	-1
449	121.0844983	-1
450	122.6644924	-1
451	124.2422207	-1
452	125.8172155	-1
453	127.3890096	-1
454	128.9571371	-1
455	130.521133	-1
456	132.0805334	-1
457	133.6348762	-1
458	135.1837003	-1
459	136.7265467	-1
460	138.2629578	-1
461	139.7924781	-1
462	141.3146543	-1
463	142.8290349	-1
464	144.3351712	-1
465	145.8326165	-1
466	147.320927	-1
467	148.7996614	-1
468	150.2683815	-1
469	151.7266518	-1
470	153.1740401	-1
471	154.6101173	-1
472	156.0344579	-1
473	157.4466395	-1
474	158.8462437	-1
475	160.2328556	-1
476	161.6060642	-1
477	162.9654626	-1
478	164.3106479	-1
479	165.6412213	-1
480	166.9567886	-1
481	168.2569599	-1
482	169.5413499	-1
483	170.8095779	-1
484	172.0612682	-1
485	173.2960498	-1
486	174.5135569	-1
487	175.7134287	-1
488	176.8953096	-1
489	178.0588495	-1
490	179.2037036	-1
491	180.3295327	-1
492	181.4360033	-1
493	182.5227875	-1
494	183.5895634	-1
495	184.6360149	-1
496	185.661832	-1
497	186.6667109	-1
498	187.6503538	-1
499	188.6124695	-1
500	189.5527728	-1
501	190.4709853	-1
502	191.366835	-1
503	192.2400566	-1
504	193.0903915	-1
505	193.9175878	-1
506	194.7214005	-1
507	195.5015917	-1
508	196.2579302	-1
509	196.9901922	-1
510	197.6981607	-1
511	198.3816263	-1
512	199.0403864	-1
513	199.6742462	-1
514	200.2830179	-1
515	200.8665214	-1
516	201.4245839	-1
517	201.9570403	-1
518	202.463733	-1
519	202.944512	-1
520	203.3992351	-1
521	203.8277678	-1
522	204.2299833	-1
523	204.6057625	-1
524	204.9549945	-1
525	205.2775759	-1
526	205.5734113	-1
527	205.8424133	-1
528	206.0845025	-1
529	206.2996073	-1
530	206.4876641	-1
531	206.6486176	-1
532	206.7824203	-1
533	206.8890327	-1
534	206.9684234	-1
535	207.0205693	-1
536	207.045455	-1
537	207.0430734	-1
538	207.0134255	-1
539	206.9565203	-1
540	206.8723749	-1
541	206.7610145	-1
542	206.6224722	-1
543	206.4567894	-1
544	206.2640154	-1
545	206.0442076	-1
546	205.7974313	-1
547	205.5237599	-1
548	205.2232746	-1
549	204.8960648	-1
550	204.5422277	-1
551	204.1618682	-1
552	203.7550994	-1
553	203.322042	-1
554	202.8628245	-1
555	202.3775831	-1
556	201.866462	-1
557	201.3296127	-1
558	200.7671946	-1
559	200.1793744	-1
560	199.5663266	-1
561	198.9282329	-1
562	198.2652828	-1
563	197.5776727	-1
564	196.8656066	-1
565	196.1292957	-1
566	195.3689583	-1
567	194.5848199	-1
568	193.777113	-1
569	192.9460771	-1
570	192.0919586	-1
571	191.2150107	-1
572	190.3154934	-1
573	189.3936734	-1
574	188.4498239	-1
575	187.4842247	-1
576	186.4971622	-1
577	185.4889287	-1
578	184.4598233	-1
579	183.4101509	-1
580	182.3402227	-1
581	181.2503558	-1
582	180.1408731	-1
583	179.0121036	-1
584	177.8643816	-1
585	176.6980475	-1
586	175.5134467	-1
587	174.3109304	-1
588	173.0908549	-1
589	171.8535818	-1
590	170.5994776	-1
591	169.328914	-1
592	168.0422675	-1
593	166.7399192	-1
594	165.4222552	-1
595	164.0896657	-1
596	162.7425456	-1
597	161.381294	-1
598	160.0063143	-1
599	158.6180137	-1
600	157.2168036	-1
601	155.8030991	-1
602	154.377319	-1
603	152.9398855	-1
604	151.4912247	-1
605	150.0317656	-1
606	148.5619404	-1
607	147.0821847	-1
608	145.5929366	-1
609	144.0946374	-1
610	142.5877308	-1
611	141.0726632	-1
612	139.5498832	-1
613	138.019842	-1
614	136.4829926	-1
615	134.9397902	-1
616	133.3906918	-1
617	131.8361563	-1
618	130.276644	-1
619	128.7126166	-1
620	127.1445375	-1
621	125.5728709	-1
622	123.9980822	-1
623	122.4206378	-1
624	120.8410047	-1
625	119.2596508	-1
626	117.6770441	-1
627	116.0936533	-1
628	114.5099473	-1
629	112.9263949	-1
630	111.3434649	-1
631	109.7616261	-1
632	108.1813466	-1
633	106.6030945	-1
634	105.0273367	-1
635	103.45454	-1
636	101.8851698	-1
637	100.3196907	-1
638	98.7585661	-1
639	97.20225812	-1
640	95.65122739	-1
641	94.10593302	-1
642	92.56683237	-1
643	91.03438098	-1
644	89.50903239	-1
645	87.99123804	-1
646	86.48144711	-1
647	84.98010641	-1
648	83.48766022	-1
649	82.00455019	-1
650	80.53121518	-1
651	79.06809116	-1
652	77.61561105	-1
653	76.17420461	-1
654	74.7442983	-1
655	73.32631519	-1
656	71.92067477	-1
657	70.52779289	-1
658	69.14808161	-1
659	67.78194906	-1
660	66.42979934	-1
661	65.09203242	-1
662	63.76904398	-1
663	62.4612253	-1
664	61.16896319	-1
665	59.89263981	-1
666	58.6326326	-1
667	57.38931416	-1
668	56.16305214	-1
669	54.95420911	-1
670	53.76314249	-1
671	52.5902044	-1
672	51.43574162	-1
673	50.3000954	-1
674	49.18360144	-1
675	48.08658974	-1
676	47.00938454	-1
677	45.95230417	-1
678	44.91566102	-1
679	43.89976141	-1
680	42.9049055	-1
681	41.9313872	-1
682	40.9794941	-1
683	40.04950739	-1
684	39.14170174	-1
685	38.25634524	-1
686	37.39369935	-1
687	36.55401875	-1
688	35.73755136	-1
689	34.94453818	-1
690	34.17521326	-1
691	33.42980363	-1
692	32.70852923	-1
693	32.01160285	-1
694	31.33923004	-1
695	30.69160909	-1
696	30.06893094	-1
697	29.47137914	-1
698	28.89912978	-1
699	28.35235146	-1
700	27.83120523	-1
701	27.33584453	-1
702	26.86641516	-1
703	26.42305524	-1
704	26.00589515	-1
705	25.61505752	-1
706	25.25065715	-1
707	24.91280104	-1
708	24.60158829	-1
709	24.31711013	-1
710	24.05944983	-1
711	23.82868275	-1
712	23.62487626	-1
713	23.44808973	-1
714	23.29837455	-1
715	23.17577406	-1
716	23.08032359	-1
717	23.01205039	-1
718	22.97097369	-1
719	22.95710465	-1
720	22.97044635	-1
721	23.01099384	-1
722	23.07873407	-1
723	23.17364597	-1
724	23.29570039	-1
725	23.44486015	-1
726	23.62108005	-1
727	23.82430685	-1
728	24.05447933	-1
729	24.31152826	-1
730	24.59537648	-1
731	24.90593888	-1
732	25.24312241	-1
733	25.60682617	-1
734	25.99694139	-1
735	26.41335147	-1
736	26.85593203	-1
737	27.32455093	-1
738	27.81906832	-1
739	28.33933669	-1
740	28.88520089	-1
741	29.45649819	-1
742	30.05305833	-1
743	30.67470358	-1
744	31.32124875	-1
745	31.99250131	-1
746	32.6882614	-1
747	33.40832189	-1
748	34.15246847	-1
749	34.9204797	-1
