3	0	15	0.0437768	0.0315172	0.000244021	11.6569	100	12.3486	0.00928195	1.54861	3.95288	0.00848617	1.42447	0	0	0	0	0	0	-1
3	1	15	0.043716	0.031411	0.000244598	11.7199	98.3353	12.4269	0.00709898	1.6038	3.90451	0.00584327	1.30614	0	-1.42109e-014	-8.88178e-015	-2.84217e-014	0	0	-1
3	2	15	0.0436575	0.0313092	0.000245157	11.7389	96.7474	12.4772	0.00605416	1.60909	3.90446	0.00527416	1.28459	0	2.84217e-014	-7.10543e-015	-2.84217e-014	-2.84217e-014	0	-1
3	3	15	0.0435994	0.0312085	0.000245717	11.7358	95.1898	12.5268	0.00557948	1.59801	3.9151	0.00511979	1.27928	-3.63798e-011	7.10543e-014	-3.55271e-015	-5.68434e-014	-5.68434e-014	0	-1
3	4	15	0.0435404	0.0311068	0.000246288	11.7222	93.6301	12.578	0.00537501	1.58129	3.92831	0.00507152	1.27813	-6.54836e-011	5.68434e-014	-3.55271e-015	-5.68434e-014	-2.84217e-014	0	-1
3	5	15	0.0434823	0.031007	0.000246854	11.7046	92.113	12.6282	0.0052997	1.56327	3.94108	0.00505236	1.27816	-5.82077e-011	5.68434e-014	-7.10543e-015	-5.68434e-014	-8.52651e-014	0	-1
3	6	15	0.0434252	0.0309094	0.000247414	11.6858	90.6414	12.6763	0.00528519	1.54538	3.95262	0.00504196	1.27834	-7.27596e-011	5.68434e-014	-7.10543e-015	-5.68434e-014	-1.7053e-013	0	-1
3	7	15	0.0433674	0.030811	0.000247983	11.6664	89.1713	12.7235	0.00531962	1.52757	3.96309	0.00504114	1.27831	-5.82077e-011	8.52651e-014	-8.88178e-015	-6.39488e-014	-1.7053e-013	0	-1
3	8	15	0.0433089	0.0307118	0.000248563	11.6471	87.7023	12.7694	0.00544938	1.50999	3.97249	0.00508759	1.2779	-6.54836e-011	8.52651e-014	-1.06581e-014	-4.9738e-014	-8.52651e-014	0	-1
3	9	15	0.0432515	0.0306148	0.000249134	11.6286	86.2801	12.8127	0.00562064	1.49323	3.98061	0.0051795	1.27706	-1.01863e-010	9.9476e-014	-1.06581e-014	-6.39488e-014	-5.68434e-014	0	-1
3	10	15	0.0431953	0.03052	0.000249697	11.611	84.9033	12.8535	0.00579005	1.47726	3.98764	0.00527362	1.27581	-9.45874e-011	7.10543e-014	-1.42109e-014	-7.81597e-014	-2.84217e-014	0	-1
3	11	15	0.0431384	0.0304246	0.000250268	11.5938	83.5311	12.8931	0.00595969	1.46158	3.99389	0.00536827	1.27411	-1.09139e-010	7.10543e-014	-2.13163e-014	-9.9476e-014	2.84217e-014	0	-1
3	12	15	0.0430806	0.0303281	0.000250851	11.5769	82.1573	12.9315	0.00613026	1.44611	3.99948	0.00546369	1.27194	-1.01863e-010	8.52651e-014	-2.84217e-014	-9.23706e-014	5.68434e-014	0	-1
3	13	15	0.0430258	0.0302368	0.000251406	11.5614	80.8705	12.9666	0.00629069	1.43181	4.00415	0.00555365	1.26947	-1.23691e-010	1.7053e-013	-2.13163e-014	-9.9476e-014	2.84217e-014	0	-1
3	14	15	0.0429687	0.0301418	0.000251987	11.5458	79.5451	13.0016	0.00645664	1.41728	4.00847	0.00564691	1.26647	-1.16415e-010	1.56319e-013	-1.95399e-014	-1.13687e-013	-5.68434e-014	0	-1
3	15	15	0.0429127	0.0300492	0.000252557	11.5311	78.2675	13.0345	0.00661728	1.40346	4.01219	0.00573738	1.26315	-1.16415e-010	1.42109e-013	-1.42109e-014	-7.10543e-014	-5.68434e-014	0	-1
3	16	15	0.042856	0.0299555	0.000253138	11.5164	76.9875	13.0664	0.00677894	1.3898	4.01555	0.00582858	1.25939	-1.30967e-010	1.84741e-013	-1.42109e-014	-6.39488e-014	0	0	-1
3	17	15	0.0428006	0.0298644	0.000253707	11.5023	75.7568	13.0961	0.00693505	1.37683	4.01846	0.00591682	1.25535	-1.45519e-010	1.84741e-013	-1.06581e-014	-5.68434e-014	-1.13687e-013	0	-1
3	18	15	0.0427448	0.0297728	0.000254281	11.4883	74.5321	13.1249	0.00709106	1.36405	4.02108	0.00600515	1.25093	-1.45519e-010	1.56319e-013	-1.06581e-014	-4.26326e-014	-1.13687e-013	0	-1
3	19	15	0.0426901	0.0296834	0.000254845	11.4747	73.3501	13.1517	0.00724229	1.35184	4.02338	0.00609091	1.24628	-1.52795e-010	1.27898e-013	-1.06581e-014	-2.84217e-014	-1.13687e-013	0	-1
3	20	15	0.0426341	0.0295919	0.000255424	11.4609	72.1565	13.1779	0.00739567	1.33964	4.02552	0.00617803	1.24119	-1.60071e-010	1.13687e-013	-8.88178e-015	-3.55271e-014	-1.13687e-013	0	-1
3	21	15	0.0425803	0.0295043	0.000255982	11.4477	71.0232	13.2019	0.00754194	1.32816	4.02738	0.00626126	1.23599	-1.89175e-010	5.68434e-014	-1.06581e-014	7.10543e-015	-5.68434e-014	0	-1
3	22	15	0.0425233	0.0294118	0.000256574	11.434	69.8424	13.2261	0.00769501	1.31631	4.02918	0.0063485	1.23019	-2.03727e-010	2.84217e-014	-1.42109e-014	0	-2.84217e-014	0	-1
3	23	15	0.0424699	0.0293253	0.000257129	11.4212	68.7505	13.2475	0.00783718	1.30545	4.03074	0.00642968	1.22449	-2.25555e-010	1.42109e-014	-1.42109e-014	0	-8.52651e-014	0	-1
3	24	15	0.0424158	0.0292378	0.000257693	11.4084	67.658	13.2682	0.00798003	1.29467	4.03222	0.00651139	1.21845	-2.11003e-010	-1.42109e-014	-1.42109e-014	0	-1.13687e-013	0	-1
3	25	15	0.042361	0.0291492	0.000258265	11.3956	66.5676	13.2879	0.00812324	1.28401	4.03361	0.00659347	1.21208	-2.32831e-010	-4.26326e-014	-1.77636e-014	0	-5.68434e-014	0	-1
3	26	15	0.0423053	0.0290596	0.000258846	11.3827	65.4768	13.3067	0.00826711	1.27343	4.03496	0.0066761	1.20539	-2.32831e-010	-7.10543e-014	-1.77636e-014	1.42109e-014	-2.84217e-014	0	-1
3	27	15	0.0422516	0.0289732	0.000259408	11.3704	64.4381	13.3238	0.0084047	1.26345	4.03619	0.00675531	1.1987	-2.11003e-010	-1.27898e-013	-1.59872e-014	0	-5.68434e-014	0	-1
3	28	15	0.0421965	0.0288849	0.000259984	11.3579	63.3893	13.3401	0.00854424	1.25345	4.03741	0.00683584	1.19163	-2.03727e-010	-7.10543e-014	-1.95399e-014	7.10543e-015	-8.52651e-014	0	-1
3	29	15	0.0421431	0.0287993	0.000260543	11.3459	62.387	13.3549	0.00867815	1.24398	4.03855	0.00691332	1.1846	-1.89175e-010	-7.10543e-014	-1.59872e-014	7.10543e-015	-5.68434e-014	0	-1
3	30	15	0.0420895	0.0287135	0.000261105	11.334	61.3943	13.3686	0.00881133	1.23467	4.03968	0.00699058	1.17735	-1.89175e-010	-7.10543e-014	-2.13163e-014	-7.10543e-015	2.84217e-014	0	-1
3	31	15	0.0420347	0.028626	0.000261678	11.3219	60.3942	13.3815	0.00894607	1.22538	4.0408	0.00706899	1.16978	-1.89175e-010	-9.9476e-014	-1.95399e-014	0	0	0	-1
3	32	15	0.0419818	0.0285415	0.000262233	11.3104	59.442	13.3928	0.0090749	1.21661	4.04188	0.00714419	1.1623	-1.81899e-010	-9.9476e-014	-2.13163e-014	7.10543e-015	2.84217e-014	0	-1
3	33	15	0.0419281	0.028456	0.000262794	11.2988	58.4897	13.4033	0.00920427	1.20791	4.04297	0.00721995	1.15458	-1.96451e-010	-5.68434e-014	-7.10543e-015	0	2.84217e-014	0	-1
3	34	15	0.0418736	0.0283692	0.000263365	11.2871	57.5377	13.4128	0.00933413	1.1993	4.04407	0.00729627	1.14662	-1.81899e-010	-2.84217e-014	-7.10543e-015	2.13163e-014	8.52651e-014	0	-1
3	35	15	0.0418208	0.0282851	0.000263917	11.2759	56.6273	13.4209	0.00945883	1.19114	4.04513	0.00736983	1.13878	-1.89175e-010	2.84217e-014	-3.55271e-015	2.84217e-014	1.13687e-013	0	-1
3	36	15	0.041765	0.0281965	0.0002645	11.2642	55.6812	13.4284	0.00958896	1.18275	4.04627	0.00744688	1.13039	-1.96451e-010	7.10543e-014	-5.32907e-015	4.26326e-014	5.68434e-014	0	-1
3	37	15	0.0417135	0.0281146	0.000265038	11.2535	54.818	13.4342	0.00970817	1.17516	4.04732	0.00751776	1.12254	-2.03727e-010	5.68434e-014	-5.32907e-015	2.84217e-014	2.84217e-014	0	-1
3	38	15	0.0416582	0.0280268	0.000265614	11.2421	53.9077	13.4394	0.00983439	1.16724	4.04845	0.00759312	1.11406	-1.81899e-010	4.26326e-014	-1.77636e-015	3.55271e-014	1.13687e-013	0	-1
3	39	15	0.0416056	0.0279433	0.000266162	11.2314	53.0508	13.4432	0.00995371	1.15987	4.04955	0.00766466	1.10588	-1.89175e-010	2.84217e-014	-8.88178e-015	2.13163e-014	1.7053e-013	0	-1
3	40	15	0.0415514	0.0278574	0.000266725	11.2204	52.1844	13.4461	0.0100748	1.15249	4.05068	0.00773761	1.09743	-2.18279e-010	2.84217e-014	-1.06581e-014	7.10543e-015	1.42109e-013	0	-1
3	41	15	0.0414997	0.0277753	0.000267261	11.2101	51.3694	13.4478	0.0101892	1.14563	4.05177	0.00780682	1.08932	-2.18279e-010	5.68434e-014	-1.06581e-014	1.42109e-014	1.7053e-013	0	-1
