Type Id Name Set0 Set1 Set2 Set3 Rel0-1 Rel0-2 Rel0-3 Dif0-1 Dif0-2 Dif0-3
Parameter 144 _fGrenPhytIn_ 0.34 0.34 0.34 0.34 0 0 0 0 0 0
Parameter 145 _fBluePhytIn_ 0.33 0.33 0.33 0.33 0 0 0 0 0 0
Parameter 146 _cNLoad_ 0.05 0.05 0.05 0.05 0 0 0 0 0 0
Parameter 147 _cNLoadSum_ 0.05 0.05 0.05 0.05 0 0 0 0 0 0
Parameter 148 _cNLoadWin_ 0.05 0.05 0.05 0.05 0 0 0 0 0 0
Parameter 149 _cNPLoadMeas_ 10 10 10 10 0 0 0 0 0 0
Parameter 150 _cNPPhytIn_ 7 7 7 7 0 0 0 0 0 0
Parameter 151 _cNPDetIn_ 7 7 7 7 0 0 0 0 0 0
Parameter 152 _fNH4DissIn_ 0.5 0.5 0.5 0.5 0 0 0 0 0 0
Parameter 153 _cNDPhytIn_ 0.07 0.07 0.07 0.07 0 0 0 0 0 0
Parameter 154 _cNDDetIn_ 0.07 0.07 0.07 0.07 0 0 0 0 0 0
Parameter 155 _cDIMIn_ 5 5 5 5 0 0 0 0 0 0
Parameter 156 _cO2In_ 5 5 5 5 0 0 0 0 0 0
Parameter 157 _cSiO2In_ 3 3 3 3 0 0 0 0 0 0
Parameter 158 _cSiDDetIn_ 0.05 0.05 0.05 0.05 0 0 0 0 0 0
Parameter 159 _cDZooIn_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 160 _cDayApril1_ 91 91 91 91 0 0 0 0 0 0
Parameter 161 _cDayOct1_ 273 273 273 273 0 0 0 0 0 0
Parameter 162 _cLengChange_ 10 10 10 10 0 0 0 0 0 0
Parameter 163 _cNLoadS_ 0 0 0 0 0 0 0 0 0 0
Parameter 164 _fNH4LoadS_ 0.5 0.5 0.5 0.5 0 0 0 0 0 0
Parameter 165 _cDErosTot_ 0.1 0.1 0.1 0.1 0 0 0 0 0 0
Parameter 166 _fSedErosIM_ 0.95 0.95 0.95 0.95 0 0 0 0 0 0
Parameter 167 _fHypErosIM_ 0 0 0 0 0 0 0 0 0 0
